z6-12544,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8, 
# Records: 3048,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2025/11/20 00:00:00,40529,24624,6333,2199,24441,6288,1832,25321,6370,2243,2090,7720,9700,6377,UTC+00:00
2025/11/20 01:00:00,40530,24619,6319,2199,24441,6298,1833,25323,6370,2243,2090,7721,9699,6293,UTC+00:00
2025/11/20 02:00:00,40531,24616,6305,2202,24441,6305,1833,25321,6370,2244,2090,7719,9691,6237,UTC+00:00
2025/11/20 03:00:00,40532,24615,6294,2202,24441,6310,1833,25322,6370,2245,2090,7719,9694,6174,UTC+00:00
2025/11/20 04:00:00,40533,24614,6283,2203,24440,6310,1834,25322,6379,2245,2090,7716,9692,6165,UTC+00:00
2025/11/20 05:00:00,40534,24613,6276,2202,24441,6316,1833,25321,6380,2245,2090,7718,9693,6135,UTC+00:00
2025/11/20 06:00:00,40535,24612,6270,2203,24440,6320,1833,25321,6380,2245,2090,7717,9687,6089,UTC+00:00
2025/11/20 07:00:00,40537,24609,6260,2203,24440,6320,1835,25321,6380,2246,2088,7705,9685,6109,UTC+00:00
2025/11/20 08:00:00,40538,24607,6259,2203,24440,6314,1835,25323,6380,2245,2088,7703,9681,6005,UTC+00:00
2025/11/20 09:00:00,40539,24608,6246,2203,24442,6310,1836,25322,6380,2245,2088,7704,9684,5885,UTC+00:00
2025/11/20 10:00:00,40540,24608,6228,2203,24442,6310,1835,25322,6380,2245,2088,7703,9684,5858,UTC+00:00
2025/11/20 11:00:00,40541,24609,6213,2203,24444,6310,1835,25322,6380,2245,2088,7706,9678,5846,UTC+00:00
2025/11/20 12:00:00,40542,24609,6201,2202,24444,6310,1837,25323,6380,2244,2088,7705,9676,5825,UTC+00:00
2025/11/20 13:00:00,40543,24609,6191,2202,24447,6300,1838,25322,6380,2245,2088,7701,9674,5814,UTC+00:00
2025/11/20 14:00:00,40544,24609,6182,2201,24447,6300,1839,25321,6380,2245,2088,7703,9675,5780,UTC+00:00
2025/11/20 15:00:00,40545,24607,6174,2202,24449,6296,1838,25324,6380,2245,2088,7707,9677,5782,UTC+00:00
2025/11/20 16:00:00,40546,24603,6177,2201,24450,6290,1837,25322,6380,2245,2090,7717,9683,5838,UTC+00:00
2025/11/20 17:00:00,40547,24600,6190,2200,24452,6290,1838,25320,6380,2245,2091,7732,9688,6021,UTC+00:00
2025/11/20 18:00:00,40548,24600,6215,2199,24451,6280,1839,25324,6380,2245,2095,7764,9683,6202,UTC+00:00
2025/11/20 19:00:00,40549,24601,6246,2199,24452,6280,1839,25324,6380,2245,2100,7837,9676,6434,UTC+00:00
2025/11/20 20:00:00,40550,24601,6288,2198,24453,6285,1838,25324,6380,2245,2100,7871,9670,6625,UTC+00:00
2025/11/20 21:00:00,40551,24595,6327,2198,24452,6290,1836,25323,6380,2245,2100,7880,9666,6554,UTC+00:00
2025/11/20 22:00:00,40552,24595,6347,2197,24452,6299,1838,25323,6380,2245,2100,7875,9666,6422,UTC+00:00
2025/11/20 23:00:00,40553,24590,6350,2198,24449,6307,1838,25325,6380,2245,2100,7870,9668,6309,UTC+00:00
2025/11/21 00:00:00,40554,24586,6337,2199,24450,6316,1838,25324,6380,2245,2100,7866,9663,6187,UTC+00:00
2025/11/21 01:00:00,40555,24584,6321,2199,24449,6320,1838,25324,6380,2245,2100,7865,9660,6079,UTC+00:00
2025/11/21 02:00:00,40556,24579,6304,2201,24450,6330,1839,25324,6380,2245,2100,7862,9666,5990,UTC+00:00
2025/11/21 03:00:00,40557,24572,6288,2203,24445,6330,1839,25314,6380,2245,2100,7859,9667,5915,UTC+00:00
2025/11/21 04:00:00,40558,24577,6270,2204,24437,6330,1839,25310,6380,2245,2100,7858,9659,5885,UTC+00:00
2025/11/21 05:00:00,40559,25503,6250,2205,24437,6330,1839,25311,6380,2245,2100,7857,9657,5883,UTC+00:00
2025/11/21 06:00:00,40560,26661,6229,2230,24438,6329,1839,25309,6380,2245,2100,7855,9653,5853,UTC+00:00
2025/11/21 07:00:00,40562,27204,6209,2290,24443,6320,1839,25313,6380,2246,2100,7851,9647,5794,UTC+00:00
2025/11/21 08:00:00,40563,27690,6189,2355,24451,6320,1839,25311,6388,2246,2100,7849,9644,5767,UTC+00:00
2025/11/21 09:00:00,40564,27954,6164,2390,24459,6311,1839,25310,6390,2248,2100,7851,9633,5750,UTC+00:00
2025/11/21 10:00:00,40565,27657,6150,2388,24831,6302,1829,25311,6390,2248,2100,7847,9629,5761,UTC+00:00
2025/11/21 11:00:00,40566,27523,6140,2384,25290,6294,1809,25310,6390,2248,2100,7846,9629,5784,UTC+00:00
2025/11/21 12:00:00,40567,27640,6136,2387,25511,6286,1781,25312,6389,2248,2100,7846,9630,5799,UTC+00:00
2025/11/21 13:00:00,40568,28217,6122,2400,26316,6277,1959,25312,6380,2239,2100,7845,9628,5777,UTC+00:00
2025/11/21 14:00:00,40569,27821,6104,2392,26638,6268,2373,25312,6380,2232,2100,7841,9632,5735,UTC+00:00
2025/11/21 15:00:00,40570,27699,6098,2386,26599,6260,2419,25318,6380,2237,2100,7841,9636,5690,UTC+00:00
2025/11/21 16:00:00,40571,27731,6090,2385,26618,6254,2438,25325,6380,2249,2100,7844,9638,5681,UTC+00:00
2025/11/21 17:00:00,40572,27705,6090,2382,26641,6248,2452,25336,6380,2258,2100,7843,9641,5709,UTC+00:00
2025/11/21 18:00:00,40573,27602,6090,2375,26605,6240,2457,25343,6375,2262,2100,7842,9640,5718,UTC+00:00
