z6-12546,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8, 
# Records: 3048,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2025/11/20 00:00:00,40559,24626,6276,2010,23685,6238,1965,23737,6330,2115,2100,8525,9686,6469,UTC+00:00
2025/11/20 01:00:00,40560,24620,6274,2010,23685,6252,1965,23738,6330,2116,2100,8506,9683,6285,UTC+00:00
2025/11/20 02:00:00,40561,24619,6270,2012,23685,6260,1966,23738,6330,2116,2100,8492,9675,6230,UTC+00:00
2025/11/20 03:00:00,40562,24617,6260,2012,23689,6261,1966,23737,6330,2116,2100,8479,9677,6179,UTC+00:00
2025/11/20 04:00:00,40563,24616,6259,2013,23689,6270,1967,23737,6330,2116,2100,8469,9676,6164,UTC+00:00
2025/11/20 05:00:00,40564,24616,6250,2012,23690,6270,1967,23738,6330,2116,2100,8461,9677,6136,UTC+00:00
2025/11/20 06:00:00,40565,24620,6250,2013,23696,6270,1968,23747,6330,2116,2100,8450,9669,6103,UTC+00:00
2025/11/20 07:00:00,40567,24618,6242,2015,23692,6270,1969,23746,6330,2116,2100,8427,9669,6121,UTC+00:00
2025/11/20 08:00:00,40568,24617,6240,2015,23691,6270,1968,23744,6330,2115,2100,8420,9665,6022,UTC+00:00
2025/11/20 09:00:00,40569,24617,6235,2014,23693,6270,1968,23744,6330,2116,2100,8415,9668,5905,UTC+00:00
2025/11/20 10:00:00,40570,24617,6224,2015,23694,6270,1968,23743,6330,2115,2100,8409,9668,5885,UTC+00:00
2025/11/20 11:00:00,40571,24616,6213,2016,23693,6268,1966,23743,6330,2115,2100,8403,9662,5870,UTC+00:00
2025/11/20 12:00:00,40572,24615,6202,2013,23692,6260,1968,23743,6330,2115,2100,8396,9660,5824,UTC+00:00
2025/11/20 13:00:00,40573,24616,6193,2013,23694,6260,1968,23743,6330,2115,2100,8390,9659,5826,UTC+00:00
2025/11/20 14:00:00,40574,24616,6184,2013,23697,6259,1967,23743,6330,2115,2100,8386,9659,5820,UTC+00:00
2025/11/20 15:00:00,40575,24615,6178,2012,23694,6250,1966,23742,6330,2115,2100,8391,9661,5858,UTC+00:00
2025/11/20 16:00:00,40576,24615,6170,2013,23693,6250,1965,23742,6330,2114,2100,8406,9667,5920,UTC+00:00
2025/11/20 17:00:00,40577,24613,6180,2012,23693,6242,1968,23741,6330,2114,2100,8419,9672,6068,UTC+00:00
2025/11/20 18:00:00,40578,24609,6189,2010,23693,6240,1968,23741,6330,2115,2100,8463,9666,6186,UTC+00:00
2025/11/20 19:00:00,40579,24607,6204,2011,23692,6240,1968,23740,6330,2115,2100,8559,9659,6409,UTC+00:00
2025/11/20 20:00:00,40580,24606,6223,2010,23690,6240,1968,23740,6330,2115,2100,8579,9653,6609,UTC+00:00
2025/11/20 21:00:00,40581,24600,6244,2011,23691,6245,1967,23740,6330,2116,2100,8560,9649,6561,UTC+00:00
2025/11/20 22:00:00,40582,24597,6261,2012,23691,6250,1964,23740,6330,2116,2100,8532,9649,6435,UTC+00:00
2025/11/20 23:00:00,40583,24592,6270,2011,23693,6258,1967,23740,6330,2116,2100,8510,9652,6318,UTC+00:00
2025/11/21 00:00:00,40584,24590,6270,2012,23693,6260,1967,23739,6328,2117,2100,8491,9647,6187,UTC+00:00
2025/11/21 01:00:00,40585,24589,6265,2012,23693,6270,1966,23739,6328,2117,2100,8478,9643,6075,UTC+00:00
2025/11/21 02:00:00,40586,24590,6256,2012,23692,6270,1967,23740,6330,2116,2100,8467,9649,5988,UTC+00:00
2025/11/21 03:00:00,40587,24593,6245,2013,23697,6270,1968,23745,6330,2116,2100,8456,9651,5921,UTC+00:00
2025/11/21 04:00:00,40588,24602,6234,2013,23701,6270,1968,23744,6330,2116,2100,8446,9643,5897,UTC+00:00
2025/11/21 05:00:00,40589,24605,6218,2013,23698,6270,1968,23739,6330,2116,2100,8440,9641,5896,UTC+00:00
2025/11/21 06:00:00,40590,24731,6202,2013,23696,6270,1968,23736,6330,2116,2100,8434,9637,5865,UTC+00:00
2025/11/21 07:00:00,40592,25629,6183,2021,23697,6260,1968,23735,6330,2116,2100,8410,9632,5814,UTC+00:00
2025/11/21 08:00:00,40593,26780,6165,2100,23700,6260,1965,23734,6330,2116,2100,8405,9629,5783,UTC+00:00
2025/11/21 09:00:00,40594,27587,6142,2283,23697,6250,1965,23731,6330,2116,2100,8402,9616,5762,UTC+00:00
2025/11/21 10:00:00,40595,27440,6127,2303,23723,6240,1961,23736,6330,2116,2100,8394,9612,5771,UTC+00:00
2025/11/21 11:00:00,40596,27351,6117,2300,23810,6231,1955,23734,6330,2115,2100,8391,9611,5793,UTC+00:00
2025/11/21 12:00:00,40597,27496,6110,2308,24038,6221,1951,23733,6330,2115,2100,8387,9614,5810,UTC+00:00
2025/11/21 13:00:00,40598,28258,6090,2344,25831,6210,1972,23739,6327,2161,2100,8380,9611,5783,UTC+00:00
2025/11/21 14:00:00,40599,27870,6074,2322,27060,6194,2396,23756,6320,2221,2100,8377,9615,5740,UTC+00:00
2025/11/21 15:00:00,40600,27812,6066,2314,27135,6185,2469,23757,6320,2219,2100,8370,9619,5701,UTC+00:00
2025/11/21 16:00:00,40601,27951,6056,2312,27293,6177,2501,23763,6320,2221,2100,8368,9622,5685,UTC+00:00
2025/11/21 17:00:00,40602,27823,6046,2302,27307,6170,2516,23772,6314,2223,2100,8371,9624,5717,UTC+00:00
2025/11/21 18:00:00,40603,27639,6040,2292,27234,6161,2519,23780,6310,2225,2100,8365,9624,5725,UTC+00:00
