id,longitude,latitude,time,NDVI
20210708T170851_20210708T171925_T14SPJ,-96.59525859643746,39.09023450422519,2021-07-08 17:23:01.495,0.6781083142639207
20210708T170851_20210708T171925_T14SQJ,-96.59525859643746,39.09023450422519,2021-07-08 17:22:58.481,0.6730328495034378
20210713T170849_20210713T171939_T14SQJ,-96.59525859643746,39.09023450422519,2021-07-13 17:22:57.703,0.6850241545893719
20210723T170849_20210723T171418_T14SPJ,-96.59525859643746,39.09023450422519,2021-07-23 17:23:00.745,0.7289183222958058
20210723T170849_20210723T171418_T14SQJ,-96.59525859643746,39.09023450422519,2021-07-23 17:22:57.736,0.7235915492957746
20210728T170851_20210728T172037_T14SPJ,-96.59525859643746,39.09023450422519,2021-07-28 17:23:02.053,0.7232580961727183
20210728T170851_20210728T172037_T14SQJ,-96.59525859643746,39.09023450422519,2021-07-28 17:22:59.040,0.7194191484125031
20210802T170849_20210802T171859_T14SQJ,-96.59525859643746,39.09023450422519,2021-08-02 17:22:57.174,0.5725005069965524
20210817T170851_20210817T171432_T14SPJ,-96.59525859643746,39.09023450422519,2021-08-17 17:23:01.113,0.6401531263292216
20210817T170851_20210817T171432_T14SQJ,-96.59525859643746,39.09023450422519,2021-08-17 17:22:58.100,0.6283942698310883
20210822T170849_20210822T171856_T14SPJ,-96.59525859643746,39.09023450422519,2021-08-22 17:22:57.556,0.6757055893746541
20210822T170849_20210822T171856_T14SQJ,-96.59525859643746,39.09023450422519,2021-08-22 17:22:54.546,0.6708298640022203
20210827T170851_20210827T171805_T14SPJ,-96.59525859643746,39.09023450422519,2021-08-27 17:23:00.457,0.5695627484383873
20210827T170851_20210827T171805_T14SQJ,-96.59525859643746,39.09023450422519,2021-08-27 17:22:57.445,0.5657596371882087
20210901T170849_20210901T171854_T14SPJ,-96.59525859643746,39.09023450422519,2021-09-01 17:22:55.392,0.4915254237288136
20210901T170849_20210901T171854_T14SQJ,-96.59525859643746,39.09023450422519,2021-09-01 17:22:52.382,0.4309545875810936
20210906T170851_20210906T171850_T14SPJ,-96.59525859643746,39.09023450422519,2021-09-06 17:22:59.181,0.6037133739483609
20210906T170851_20210906T171850_T14SQJ,-96.59525859643746,39.09023450422519,2021-09-06 17:22:56.171,0.6013904982618772
20210911T170849_20210911T171646_T14SPJ,-96.59525859643746,39.09023450422519,2021-09-11 17:22:55.000,0.595822454308094
20210911T170849_20210911T171646_T14SQJ,-96.59525859643746,39.09023450422519,2021-09-11 17:22:51.992,0.6410788381742739
20210916T170941_20210916T171717_T14SPJ,-96.59525859643746,39.09023450422519,2021-09-16 17:23:00.470,0.6045714285714285
