z6-12551,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port6,Port7,Port7,Port8,Port8, 
# Records: 3073,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Unrecognized Sensor,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Sensor Output,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2025/11/18 23:00:00,40914,24815,6340,2286,22950,6350,1500,21294,6370,1362,0,2100,8535,9639,6645,UTC+00:00
2025/11/19 00:00:00,40915,24811,6340,2287,22948,6357,1505,21295,6370,1362,0,2100,8505,9645,6276,UTC+00:00
2025/11/19 01:00:00,40916,24808,6340,2287,22948,6361,1505,21295,6370,1361,0,2100,8489,9653,6002,UTC+00:00
2025/11/19 02:00:00,40917,24805,6333,2287,22947,6370,1505,21297,6370,1364,0,2100,8478,9658,5806,UTC+00:00
2025/11/19 03:00:00,40918,24805,6322,2287,22948,6370,1502,21296,6370,1365,0,2100,8467,9665,5588,UTC+00:00
2025/11/19 04:00:00,40919,24804,6306,2288,22947,6370,1499,21297,6380,1367,0,2100,8459,9670,5440,UTC+00:00
2025/11/19 05:00:00,40920,24802,6293,2288,22947,6370,1501,21297,6380,1367,0,2100,8450,9672,5354,UTC+00:00
2025/11/19 06:00:00,40921,24803,6276,2288,22947,6370,1502,21298,6380,1364,0,2100,8445,9674,5285,UTC+00:00
2025/11/19 07:00:00,40923,24803,6262,2287,22946,6363,1505,21299,6380,1366,0,2100,8422,9673,5275,UTC+00:00
2025/11/19 08:00:00,40924,24804,6247,2286,22945,6360,1505,21297,6380,1365,0,2100,8421,9675,5314,UTC+00:00
2025/11/19 09:00:00,40925,24802,6236,2285,22944,6352,1504,21297,6380,1366,0,2100,8418,9680,5391,UTC+00:00
2025/11/19 10:00:00,40926,24802,6226,2283,22944,6346,1502,21299,6380,1368,0,2100,8416,9680,5404,UTC+00:00
2025/11/19 11:00:00,40927,24801,6219,2282,22944,6340,1502,21299,6380,1366,0,2100,8409,9681,5398,UTC+00:00
2025/11/19 12:00:00,40928,24800,6210,2282,22944,6331,1505,21299,6380,1366,0,2100,8403,9681,5391,UTC+00:00
2025/11/19 13:00:00,40929,24799,6201,2284,22943,6325,1505,21299,6371,1363,0,2100,8403,9685,5396,UTC+00:00
2025/11/19 14:00:00,40930,24799,6195,2284,22942,6320,1502,21297,6370,1362,0,2100,8399,9689,5413,UTC+00:00
2025/11/19 15:00:00,40931,24798,6186,2284,22942,6311,1502,21299,6370,1363,0,2100,8403,9693,5477,UTC+00:00
2025/11/19 16:00:00,40932,24798,6180,2283,22942,6306,1504,21299,6364,1363,0,2100,8487,9698,5736,UTC+00:00
2025/11/19 17:00:00,40933,24796,6180,2282,22941,6300,1503,21297,6360,1363,0,2100,8558,9698,6231,UTC+00:00
2025/11/19 18:00:00,40934,24793,6194,2282,22940,6295,1503,21298,6360,1362,0,2100,8625,9692,6496,UTC+00:00
2025/11/19 19:00:00,40935,24791,6213,2282,22938,6290,1503,21296,6358,1361,0,2100,8668,9684,6763,UTC+00:00
2025/11/19 20:00:00,40936,24788,6238,2280,22937,6290,1502,21298,6350,1362,0,2100,8651,9677,6982,UTC+00:00
2025/11/19 21:00:00,40937,24784,6261,2281,22935,6292,1501,21297,6350,1362,0,2100,8656,9669,7061,UTC+00:00
2025/11/19 22:00:00,40938,24781,6283,2281,22934,6300,1496,21299,6350,1362,0,2100,8586,9667,6935,UTC+00:00
2025/11/19 23:00:00,40939,24776,6297,2282,22934,6305,1493,21298,6350,1362,0,2100,8548,9666,6579,UTC+00:00
2025/11/20 00:00:00,40940,24774,6300,2283,22932,6313,1497,21297,6350,1362,0,2100,8520,9664,6362,UTC+00:00
2025/11/20 01:00:00,40941,24771,6300,2283,22931,6320,1503,21296,6350,1362,0,2100,8502,9662,6271,UTC+00:00
2025/11/20 02:00:00,40942,24770,6298,2283,22930,6327,1504,21298,6350,1363,0,2100,8490,9655,6201,UTC+00:00
2025/11/20 03:00:00,40943,24768,6290,2283,22930,6330,1505,21298,6350,1364,0,2100,8474,9656,6152,UTC+00:00
2025/11/20 04:00:00,40944,24768,6286,2283,22929,6330,1505,21298,6350,1362,0,2100,8467,9654,6144,UTC+00:00
2025/11/20 05:00:00,40945,24767,6280,2281,22928,6330,1505,21298,6350,1365,0,2100,8454,9655,6110,UTC+00:00
2025/11/20 06:00:00,40946,24769,6280,2282,22932,6338,1505,21297,6355,1365,0,2100,8445,9650,6078,UTC+00:00
2025/11/20 07:00:00,40948,24767,6273,2281,22928,6333,1506,21301,6360,1365,0,2100,8428,9645,6090,UTC+00:00
2025/11/20 08:00:00,40949,24765,6270,2282,22927,6330,1505,21302,6360,1365,0,2100,8417,9643,6047,UTC+00:00
2025/11/20 09:00:00,40950,24763,6270,2282,22928,6330,1505,21301,6360,1366,0,2100,8412,9647,5899,UTC+00:00
2025/11/20 10:00:00,40951,24763,6260,2281,22926,6330,1505,21302,6360,1367,0,2100,8404,9647,5894,UTC+00:00
2025/11/20 11:00:00,40952,24761,6260,2281,22926,6330,1505,21301,6360,1364,0,2100,8402,9640,5881,UTC+00:00
2025/11/20 12:00:00,40953,24760,6254,2278,22925,6330,1505,21302,6360,1367,0,2100,8395,9638,5820,UTC+00:00
2025/11/20 13:00:00,40954,24759,6250,2280,22925,6325,1505,21302,6360,1366,0,2100,8386,9637,5794,UTC+00:00
2025/11/20 14:00:00,40955,24759,6240,2280,22924,6320,1504,21303,6360,1365,0,2100,8384,9638,5853,UTC+00:00
2025/11/20 15:00:00,40956,24757,6240,2280,22924,6320,1503,21301,6360,1366,0,2100,8383,9640,5943,UTC+00:00
2025/11/20 16:00:00,40957,24756,6239,2281,22924,6320,1500,21302,6360,1366,0,2100,8397,9646,6044,UTC+00:00
2025/11/20 17:00:00,40958,24755,6240,2280,22923,6310,1499,21302,6354,1366,0,2100,8406,9651,6151,UTC+00:00
2025/11/20 18:00:00,40959,24754,6244,2278,22922,6310,1496,21302,6350,1365,0,2100,8438,9645,6222,UTC+00:00
2025/11/20 19:00:00,40960,24753,6253,2277,22922,6310,1494,21300,6350,1366,0,2100,8523,9637,6406,UTC+00:00
2025/11/20 20:00:00,40961,24751,6264,2278,22920,6310,1493,21300,6350,1367,0,2100,8540,9631,6586,UTC+00:00
2025/11/20 21:00:00,40962,24748,6277,2280,22920,6310,1494,21301,6350,1366,0,2100,8520,9628,6533,UTC+00:00
2025/11/20 22:00:00,40963,24746,6289,2279,22919,6313,1498,21300,6350,1368,0,2100,8494,9628,6409,UTC+00:00
2025/11/20 23:00:00,40964,24744,6297,2280,22918,6320,1502,21301,6350,1367,0,2100,8477,9630,6303,UTC+00:00
2025/11/21 00:00:00,40965,24742,6300,2281,22918,6320,1503,21302,6350,1368,0,2100,8461,9624,6166,UTC+00:00
2025/11/21 01:00:00,40966,24739,6299,2282,22918,6328,1505,21301,6350,1370,0,2100,8447,9620,6046,UTC+00:00
2025/11/21 02:00:00,40967,24738,6290,2282,22916,6330,1505,21301,6350,1368,0,2100,8437,9627,5950,UTC+00:00
2025/11/21 03:00:00,40968,24743,6285,2282,22920,6330,1505,21299,6350,1373,0,2100,8429,9628,5905,UTC+00:00
2025/11/21 04:00:00,40969,24752,6279,2282,22922,6330,1505,21293,6350,1380,0,2100,8418,9619,5882,UTC+00:00
2025/11/21 05:00:00,40970,24758,6269,2283,22919,6330,1505,21296,6350,1380,0,2100,8414,9617,5875,UTC+00:00
2025/11/21 06:00:00,40971,24769,6260,2285,22919,6330,1504,21297,6357,1378,0,2100,8406,9613,5849,UTC+00:00
2025/11/21 07:00:00,40973,24770,6248,2285,22918,6330,1505,21294,6360,1377,0,2100,8393,9607,5789,UTC+00:00
2025/11/21 08:00:00,40974,24771,6237,2285,22914,6324,1503,21298,6360,1375,0,2100,8389,9604,5763,UTC+00:00
2025/11/21 09:00:00,40975,24848,6225,2288,22915,6320,1502,21297,6360,1377,0,2100,8385,9593,5739,UTC+00:00
2025/11/21 10:00:00,40976,25531,6213,2338,23007,6316,1502,21295,6354,1378,0,2100,8377,9588,5743,UTC+00:00
2025/11/21 11:00:00,40977,26040,6200,2374,23158,6310,1504,21293,6350,1378,0,2100,8374,9588,5770,UTC+00:00
2025/11/21 12:00:00,40978,26237,6191,2383,23330,6300,1504,21293,6350,1377,0,2100,8372,9591,5792,UTC+00:00
2025/11/21 13:00:00,40979,26656,6184,2398,24079,6296,1534,21296,6350,1374,0,2100,8365,9587,5766,UTC+00:00
2025/11/21 14:00:00,40980,26782,6172,2404,24717,6286,1653,21288,6348,1372,0,2100,8361,9591,5718,UTC+00:00
2025/11/21 15:00:00,40981,26717,6160,2402,24684,6280,1701,21287,6340,1376,0,2100,8354,9594,5685,UTC+00:00
2025/11/21 16:00:00,40982,26751,6150,2404,24743,6270,1725,21290,6340,1380,0,2100,8358,9598,5662,UTC+00:00
2025/11/21 17:00:00,40983,26755,6141,2403,24778,6262,1745,21289,6333,1379,0,2100,8354,9600,5681,UTC+00:00
2025/11/21 18:00:00,40984,26725,6133,2402,24747,6257,1752,21292,6330,1378,0,2100,8349,9600,5690,UTC+00:00
2025/11/21 19:00:00,40985,26718,6130,2402,24736,6250,1756,21292,6323,1379,0,2100,8345,9598,5693,UTC+00:00
2025/11/21 20:00:00,40986,26696,6127,2401,24716,6242,1757,21296,6320,1378,0,2100,8343,9597,5682,UTC+00:00
2025/11/21 21:00:00,40987,26668,6120,2401,24680,6240,1756,21298,6317,1380,0,2100,8337,9600,5650,UTC+00:00
2025/11/21 22:00:00,40988,26686,6120,2401,24686,6233,1758,21301,6310,1383,0,2100,8337,9605,5635,UTC+00:00
2025/11/21 23:00:00,40989,26692,6112,2401,24715,6230,1762,21301,6310,1384,0,2100,8333,9609,5583,UTC+00:00
2025/11/22 00:00:00,40990,26674,6110,2399,24705,6225,1764,21307,6300,1383,0,2100,8327,9619,5493,UTC+00:00
2025/11/22 01:00:00,40991,26653,6101,2398,24681,6220,1764,21314,6300,1388,0,2100,8326,9627,5444,UTC+00:00
2025/11/22 02:00:00,40992,26631,6094,2397,24651,6220,1765,21322,6300,1396,0,2100,8319,9631,5436,UTC+00:00
2025/11/22 03:00:00,40993,26611,6090,2395,24627,6213,1765,21330,6290,1396,0,2100,8320,9641,5434,UTC+00:00
2025/11/22 04:00:00,40994,26595,6082,2394,24608,6210,1764,21337,6290,1402,0,2100,8314,9647,5433,UTC+00:00
2025/11/22 05:00:00,40995,26579,6080,2395,24590,6206,1766,21345,6288,1412,0,2100,8312,9652,5417,UTC+00:00
2025/11/22 06:00:00,40996,26568,6074,2395,24574,6200,1766,21354,6280,1415,0,2100,8308,9655,5405,UTC+00:00
2025/11/22 07:00:00,40998,26557,6068,2394,24557,6200,1767,21367,6280,1421,0,2100,8289,9660,5396,UTC+00:00
2025/11/22 08:00:00,40999,26548,6060,2392,24542,6191,1765,21385,6280,1431,0,2100,8288,9663,5364,UTC+00:00
2025/11/22 09:00:00,41000,26538,6057,2392,24528,6190,1764,21406,6272,1432,0,2100,8286,9662,5201,UTC+00:00
2025/11/22 10:00:00,41001,26531,6050,2390,24515,6182,1764,21434,6270,1443,0,2100,8282,9663,5109,UTC+00:00
2025/11/22 11:00:00,41002,26524,6040,2389,24502,6180,1765,21468,6270,1455,0,2100,8282,9663,5074,UTC+00:00
2025/11/22 12:00:00,41003,26517,6029,2388,24490,6173,1765,21509,6262,1462,0,2100,8278,9665,5030,UTC+00:00
2025/11/22 13:00:00,41004,26512,6017,2390,24480,6170,1765,21555,6260,1473,0,2100,8278,9671,5010,UTC+00:00
2025/11/22 14:00:00,41005,26508,6006,2389,24471,6163,1767,21603,6260,1490,0,2100,8279,9674,5048,UTC+00:00
2025/11/22 15:00:00,41006,26504,5994,2388,24463,6158,1767,21653,6255,1513,0,2100,8292,9683,5350,UTC+00:00
2025/11/22 16:00:00,41007,26499,5990,2386,24454,6150,1764,21708,6250,1544,0,2100,8396,9690,5737,UTC+00:00
2025/11/22 17:00:00,41008,26496,5990,2385,24448,6143,1764,21762,6248,1572,0,2100,8504,9695,6169,UTC+00:00
2025/11/22 18:00:00,41009,26490,5995,2385,24443,6140,1766,21814,6240,1599,0,2100,8598,9696,6551,UTC+00:00
2025/11/22 19:00:00,41010,26482,6013,2384,24439,6131,1767,21863,6240,1621,0,2100,8647,9689,6822,UTC+00:00
2025/11/22 20:00:00,41011,26476,6038,2385,24436,6130,1767,21913,6236,1641,0,2100,8668,9683,6988,UTC+00:00
2025/11/22 21:00:00,41012,26466,6064,2385,24431,6136,1767,21969,6230,1667,0,2100,8665,9678,7033,UTC+00:00
2025/11/22 22:00:00,41013,26455,6088,2385,24424,6141,1768,22026,6230,1697,0,2100,8650,9679,6976,UTC+00:00
2025/11/22 23:00:00,41014,26446,6108,2386,24415,6150,1766,22085,6230,1727,0,2100,8602,9679,6781,UTC+00:00
2025/11/23 00:00:00,41015,26437,6123,2386,24407,6159,1765,22147,6230,1754,0,2100,8561,9682,6360,UTC+00:00
2025/11/23 01:00:00,41016,26429,6130,2386,24398,6169,1764,22204,6230,1780,0,2100,8542,9686,6155,UTC+00:00
2025/11/23 02:00:00,41017,26423,6130,2385,24387,6176,1765,22262,6230,1804,0,2100,8523,9690,6031,UTC+00:00
2025/11/23 03:00:00,41018,26418,6130,2385,24378,6180,1767,22316,6230,1826,0,2100,8510,9691,5898,UTC+00:00
2025/11/23 04:00:00,41019,26412,6125,2385,24369,6190,1768,22370,6230,1848,0,2100,8497,9691,5834,UTC+00:00
2025/11/23 05:00:00,41020,26408,6120,2385,24361,6190,1766,22422,6237,1868,0,2100,8489,9692,5832,UTC+00:00
2025/11/23 06:00:00,41021,26403,6111,2387,24354,6190,1766,22469,6240,1894,0,2100,8478,9692,5813,UTC+00:00
2025/11/23 07:00:00,41023,26400,6109,2387,24346,6190,1767,22510,6240,1916,0,2100,8456,9694,5815,UTC+00:00
2025/11/23 08:00:00,41024,26396,6100,2387,24340,6190,1767,22555,6240,1934,0,2100,8447,9695,5673,UTC+00:00
2025/11/23 09:00:00,41025,26394,6095,2386,24333,6190,1767,22603,6240,1947,0,2100,8444,9694,5606,UTC+00:00
2025/11/23 10:00:00,41026,26391,6090,2386,24327,6190,1765,22648,6240,1962,0,2100,8437,9691,5548,UTC+00:00
2025/11/23 11:00:00,41027,26387,6081,2385,24321,6183,1765,22693,6240,1972,0,2100,8433,9688,5530,UTC+00:00
2025/11/23 12:00:00,41028,26384,6073,2384,24314,6180,1765,22735,6240,1981,0,2100,8426,9685,5495,UTC+00:00
2025/11/23 13:00:00,41029,26382,6062,2384,24309,6180,1765,22781,6240,1991,0,2100,8425,9686,5497,UTC+00:00
2025/11/23 14:00:00,41030,26381,6054,2383,24302,6170,1765,22824,6240,2001,0,2100,8420,9686,5509,UTC+00:00
2025/11/23 15:00:00,41031,26379,6044,2382,24297,6170,1765,22866,6240,2007,0,2100,8426,9688,5760,UTC+00:00
2025/11/23 16:00:00,41032,26376,6040,2381,24293,6163,1764,22906,6238,2016,0,2100,8516,9692,6158,UTC+00:00
2025/11/23 17:00:00,41033,26375,6052,2380,24290,6160,1765,22943,6230,2023,0,2100,8595,9689,6610,UTC+00:00
2025/11/23 18:00:00,41034,26372,6073,2381,24286,6157,1767,22978,6230,2031,0,2100,8643,9678,6937,UTC+00:00
2025/11/23 19:00:00,41035,26366,6101,2382,24284,6155,1767,23012,6230,2037,0,2100,8659,9665,7153,UTC+00:00
2025/11/23 20:00:00,41036,26358,6133,2383,24281,6160,1765,23045,6230,2040,0,2100,8659,9658,7231,UTC+00:00
2025/11/23 21:00:00,41037,26348,6162,2382,24277,6166,1764,23077,6228,2047,0,2100,8650,9651,7236,UTC+00:00
2025/11/23 22:00:00,41038,26340,6185,2382,24272,6174,1764,23109,6220,2054,0,2100,8613,9649,7160,UTC+00:00
2025/11/23 23:00:00,41039,26331,6202,2380,24267,6185,1763,23139,6227,2061,0,2100,8561,9649,6735,UTC+00:00
2025/11/24 00:00:00,41040,26323,6210,2381,24260,6196,1763,23169,6230,2066,0,2100,8533,9647,6327,UTC+00:00
2025/11/24 01:00:00,41041,26316,6205,2381,24253,6206,1763,23196,6230,2072,0,2100,8514,9645,6139,UTC+00:00
2025/11/24 02:00:00,41042,26312,6196,2382,24247,6212,1762,23222,6230,2078,0,2100,8500,9659,6042,UTC+00:00
2025/11/24 03:00:00,41043,26308,6185,2382,24240,6220,1762,23248,6238,2085,0,2100,8491,9653,5985,UTC+00:00
2025/11/24 04:00:00,41044,26305,6174,2383,24234,6220,1762,23275,6240,2092,0,2100,8478,9643,5964,UTC+00:00
2025/11/24 05:00:00,41045,26306,6166,2383,24230,6220,1762,23297,6240,2096,0,2100,8469,9626,5916,UTC+00:00
2025/11/24 06:00:00,41046,26302,6156,2382,24224,6220,1762,23320,6240,2098,0,2100,8457,9626,5835,UTC+00:00
2025/11/24 07:00:00,41048,26301,6147,2381,24219,6220,1763,23342,6247,2105,0,2100,8437,9629,5818,UTC+00:00
2025/11/24 08:00:00,41049,26299,6139,2381,24213,6220,1763,23362,6250,2108,0,2100,8434,9629,5853,UTC+00:00
2025/11/24 09:00:00,41050,26299,6130,2381,24209,6219,1763,23380,6250,2113,0,2100,8427,9626,5867,UTC+00:00
2025/11/24 10:00:00,41051,26298,6130,2382,24206,6210,1763,23398,6250,2116,0,2100,8418,9623,5865,UTC+00:00
2025/11/24 11:00:00,41052,26299,6124,2382,24204,6210,1763,23413,6250,2120,0,2100,8416,9617,5838,UTC+00:00
2025/11/24 12:00:00,41053,26300,6120,2382,24202,6210,1763,23426,6250,2122,0,2100,8410,9616,5844,UTC+00:00
2025/11/24 13:00:00,41054,26302,6120,2382,24199,6203,1763,23440,6250,2121,0,2100,8404,9613,5864,UTC+00:00
2025/11/24 14:00:00,41055,26306,6120,2382,24196,6200,1763,23454,6250,2123,0,2100,8398,9610,5887,UTC+00:00
2025/11/24 15:00:00,41056,26327,6120,2382,24198,6200,1763,23467,6250,2128,0,2100,8396,9615,5916,UTC+00:00
2025/11/24 16:00:00,41057,26370,6120,2384,24218,6200,1763,23482,6250,2131,0,2100,8390,9616,5945,UTC+00:00
2025/11/24 17:00:00,41058,26403,6120,2386,24254,6200,1763,23498,6241,2134,0,2100,8398,9611,6019,UTC+00:00
2025/11/24 18:00:00,41059,26422,6120,2387,24288,6200,1764,23514,6240,2135,0,2100,8399,9601,6114,UTC+00:00
2025/11/24 19:00:00,41060,26457,6130,2387,24307,6200,1766,23531,6240,2136,0,2100,8390,9593,6128,UTC+00:00
2025/11/24 20:00:00,41061,26462,6132,2386,24318,6200,1769,23543,6240,2139,0,2100,8383,9587,6145,UTC+00:00
2025/11/24 21:00:00,41062,26463,6140,2387,24324,6200,1771,23551,6240,2142,0,2100,8374,9580,6122,UTC+00:00
2025/11/24 22:00:00,41063,26468,6144,2387,24331,6200,1769,23563,6240,2144,0,2100,8369,9582,6082,UTC+00:00
2025/11/24 23:00:00,41064,26476,6150,2386,24346,6200,1771,23577,6240,2146,0,2100,8363,9583,6074,UTC+00:00
2025/11/25 00:00:00,41065,26479,6150,2387,24360,6200,1772,23590,6240,2148,0,2100,8358,9585,6055,UTC+00:00
2025/11/25 01:00:00,41066,26481,6150,2387,24368,6200,1773,23601,6240,2149,0,2100,8352,9587,6041,UTC+00:00
2025/11/25 02:00:00,41067,26481,6154,2389,24372,6202,1775,23613,6240,2148,0,2100,8346,9588,6031,UTC+00:00
2025/11/25 03:00:00,41068,26483,6160,2389,24376,6210,1776,23628,6240,2151,0,2100,8342,9587,6010,UTC+00:00
2025/11/25 04:00:00,41069,26482,6160,2388,24378,6210,1775,23643,6240,2157,0,2100,8335,9587,5985,UTC+00:00
2025/11/25 05:00:00,41070,26481,6160,2388,24379,6210,1778,23658,6240,2160,0,2100,8332,9584,5970,UTC+00:00
2025/11/25 06:00:00,41071,26480,6160,2389,24377,6210,1778,23673,6240,2161,0,2100,8327,9584,5966,UTC+00:00
2025/11/25 07:00:00,41073,26478,6160,2389,24376,6210,1778,23688,6240,2164,0,2100,8308,9585,5990,UTC+00:00
2025/11/25 08:00:00,41074,26478,6160,2389,24374,6210,1778,23703,6248,2167,0,2100,8305,9587,5995,UTC+00:00
2025/11/25 09:00:00,41075,26476,6160,2389,24372,6210,1778,23718,6250,2169,0,2100,8304,9589,5997,UTC+00:00
2025/11/25 10:00:00,41076,26475,6160,2389,24369,6210,1780,23735,6250,2170,0,2100,8300,9591,5993,UTC+00:00
2025/11/25 11:00:00,41077,26473,6160,2388,24367,6210,1780,23750,6250,2171,0,2100,8298,9592,5986,UTC+00:00
2025/11/25 12:00:00,41078,26473,6157,2389,24364,6210,1779,23761,6250,2170,0,2100,8295,9591,5972,UTC+00:00
2025/11/25 13:00:00,41079,26470,6150,2389,24360,6210,1779,23776,6250,2172,0,2100,8289,9594,5912,UTC+00:00
2025/11/25 14:00:00,41080,26469,6150,2389,24359,6213,1779,23788,6250,2177,0,2100,8290,9601,5876,UTC+00:00
2025/11/25 15:00:00,41081,26466,6150,2389,24358,6211,1778,23805,6250,2180,0,2100,8292,9609,5838,UTC+00:00
2025/11/25 16:00:00,41082,26463,6142,2389,24353,6210,1778,23817,6250,2182,0,2100,8394,9620,5886,UTC+00:00
2025/11/25 17:00:00,41083,26461,6138,2389,24349,6210,1780,23828,6250,2183,0,2100,8512,9632,6071,UTC+00:00
2025/11/25 18:00:00,41084,26460,6130,2390,24347,6210,1781,23839,6250,2184,0,2100,8618,9638,6270,UTC+00:00
2025/11/25 19:00:00,41085,26457,6130,2390,24343,6210,1783,23848,6250,2186,0,2100,8692,9640,6394,UTC+00:00
2025/11/25 20:00:00,41086,26453,6136,2390,24339,6210,1784,23859,6250,2189,0,2100,8706,9644,6430,UTC+00:00
2025/11/25 21:00:00,41087,26449,6140,2390,24335,6210,1785,23872,6250,2192,0,2100,8749,9649,6319,UTC+00:00
2025/11/25 22:00:00,41088,26443,6140,2391,24330,6210,1785,23882,6250,2192,0,2100,8747,9656,6252,UTC+00:00
2025/11/25 23:00:00,41089,26437,6137,2392,24324,6214,1784,23893,6250,2195,0,2100,8695,9666,6040,UTC+00:00
2025/11/26 00:00:00,41090,26433,6127,2391,24317,6220,1785,23904,6250,2194,0,2100,8657,9681,5708,UTC+00:00
2025/11/26 01:00:00,41091,26429,6111,2391,24311,6220,1785,23914,6250,2195,0,2100,8635,9693,5507,UTC+00:00
2025/11/26 02:00:00,41092,26423,6093,2390,24304,6219,1785,23925,6250,2198,0,2100,8620,9700,5357,UTC+00:00
2025/11/26 03:00:00,41093,26422,6075,2388,24297,6210,1785,23935,6250,2200,0,2100,8607,9707,5245,UTC+00:00
2025/11/26 04:00:00,41094,26420,6056,2390,24292,6209,1785,23943,6250,2201,0,2100,8595,9713,5171,UTC+00:00
2025/11/26 05:00:00,41095,26417,6036,2389,24285,6200,1785,23953,6250,2202,0,2100,8589,9716,5058,UTC+00:00
2025/11/26 06:00:00,41096,26416,6016,2389,24278,6194,1785,23963,6250,2204,0,2100,8578,9718,4993,UTC+00:00
2025/11/26 07:00:00,41098,26416,5996,2389,24272,6185,1786,23971,6250,2205,0,2100,8564,9721,4915,UTC+00:00
2025/11/26 08:00:00,41099,26416,5976,2387,24267,6175,1785,23981,6250,2207,0,2100,8560,9721,4855,UTC+00:00
2025/11/26 09:00:00,41100,26413,5956,2386,24263,6166,1785,23990,6243,2206,0,2100,8556,9726,4847,UTC+00:00
2025/11/26 10:00:00,41101,26412,5935,2385,24258,6154,1784,24000,6240,2207,0,2100,8551,9729,4826,UTC+00:00
2025/11/26 11:00:00,41102,26411,5914,2384,24253,6144,1782,24009,6240,2208,0,2100,8545,9730,4785,UTC+00:00
2025/11/26 12:00:00,41103,26410,5894,2382,24250,6132,1782,24018,6231,2208,0,2100,8539,9733,4710,UTC+00:00
2025/11/26 13:00:00,41104,26410,5874,2381,24246,6119,1783,24025,6229,2209,0,2100,8535,9739,4622,UTC+00:00
2025/11/26 14:00:00,41105,26409,5856,2382,24241,6107,1781,24034,6220,2210,0,2100,8534,9743,4546,UTC+00:00
2025/11/26 15:00:00,41106,26408,5841,2380,24237,6094,1779,24041,6218,2210,0,2100,8553,9751,4706,UTC+00:00
2025/11/26 16:00:00,41107,26406,5829,2379,24233,6083,1779,24049,6210,2211,0,2100,8687,9758,4938,UTC+00:00
2025/11/26 17:00:00,41108,26405,5820,2381,24230,6073,1781,24054,6203,2211,0,2100,8799,9762,5225,UTC+00:00
2025/11/26 18:00:00,41109,26403,5820,2380,24227,6061,1779,24061,6198,2212,0,2100,8866,9759,5471,UTC+00:00
2025/11/26 19:00:00,41110,26401,5827,2380,24225,6051,1779,24067,6190,2211,0,2100,8867,9753,5651,UTC+00:00
2025/11/26 20:00:00,41111,26397,5836,2379,24223,6045,1779,24072,6181,2211,0,2100,8838,9746,5685,UTC+00:00
2025/11/26 21:00:00,41112,26394,5846,2379,24221,6040,1780,24078,6177,2211,0,2100,8841,9743,5699,UTC+00:00
2025/11/26 22:00:00,41113,26388,5855,2377,24218,6040,1782,24085,6170,2211,0,2100,8771,9742,5579,UTC+00:00
2025/11/26 23:00:00,41114,26384,5862,2376,24214,6040,1780,24091,6168,2212,0,2100,8735,9741,5351,UTC+00:00
2025/11/27 00:00:00,41115,26379,5869,2376,24210,6040,1779,24094,6160,2213,0,2100,8712,9743,5217,UTC+00:00
2025/11/27 01:00:00,41116,26376,5860,2376,24208,6040,1779,24100,6160,2213,0,2100,8695,9746,5218,UTC+00:00
2025/11/27 02:00:00,41117,26372,5860,2377,24204,6040,1779,24103,6156,2214,0,2100,8678,9752,5223,UTC+00:00
2025/11/27 03:00:00,41118,26370,5853,2377,24199,6040,1778,24109,6150,2214,0,2100,8665,9756,5229,UTC+00:00
2025/11/27 04:00:00,41119,26366,5850,2377,24196,6040,1778,24111,6150,2215,0,2100,8653,9760,5229,UTC+00:00
2025/11/27 05:00:00,41120,26364,5847,2377,24193,6033,1778,24116,6150,2215,0,2100,8640,9763,5238,UTC+00:00
2025/11/27 06:00:00,41121,26362,5840,2376,24189,6030,1778,24120,6148,2216,0,2100,8630,9763,5187,UTC+00:00
2025/11/27 07:00:00,41123,26358,5838,2376,24186,6030,1777,24124,6140,2216,0,2100,8614,9760,5021,UTC+00:00
2025/11/27 08:00:00,41124,26357,5830,2375,24183,6020,1778,24127,6140,2216,0,2100,8608,9759,4853,UTC+00:00
2025/11/27 09:00:00,41125,26356,5821,2375,24180,6019,1778,24131,6138,2216,0,2100,8599,9759,4669,UTC+00:00
2025/11/27 10:00:00,41126,26355,5810,2373,24177,6010,1777,24134,6130,2216,0,2100,8593,9759,4584,UTC+00:00
2025/11/27 11:00:00,41127,26355,5799,2373,24174,6007,1778,24136,6130,2217,0,2100,8590,9757,4580,UTC+00:00
2025/11/27 12:00:00,41128,26354,5785,2374,24172,5999,1777,24140,6128,2217,0,2100,8584,9758,4580,UTC+00:00
2025/11/27 13:00:00,41129,26354,5769,2374,24169,5990,1777,24143,6120,2217,0,2100,8580,9764,4608,UTC+00:00
2025/11/27 14:00:00,41130,26354,5751,2373,24166,5980,1774,24146,6120,2218,0,2100,8576,9767,4734,UTC+00:00
