z6-12551,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port6,Port7,Port7,Port8,Port8, 
# Records: 3073,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Unrecognized Sensor,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Sensor Output,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2026/01/19 03:00:00,42443,26361,5160,2352,24357,5340,1787,25301,5470,2327,0,2100,8713,9681,5126,UTC+00:00
2026/01/19 04:00:00,42444,26371,5160,2352,24355,5340,1789,25300,5470,2326,0,2100,8699,9692,5035,UTC+00:00
2026/01/19 05:00:00,42445,26370,5160,2351,24353,5340,1788,25297,5470,2326,0,2100,8687,9704,4848,UTC+00:00
2026/01/19 06:00:00,42446,26379,5160,2352,24352,5340,1788,25295,5467,2326,0,2100,8678,9710,4624,UTC+00:00
2026/01/19 07:00:00,42448,26384,5168,2352,24351,5340,1789,25295,5460,2327,0,2100,8665,9718,4402,UTC+00:00
2026/01/19 08:00:00,42449,26389,5170,2352,24350,5333,1788,25294,5460,2326,0,2100,8661,9722,4231,UTC+00:00
2026/01/19 09:00:00,42450,26394,5170,2352,24348,5330,1787,25292,5460,2326,0,2100,8656,9731,4058,UTC+00:00
2026/01/19 10:00:00,42451,26396,5170,2352,24346,5330,1787,25291,5460,2326,0,2100,8655,9740,3982,UTC+00:00
2026/01/19 11:00:00,42452,26399,5170,2352,24345,5330,1787,25290,5460,2326,0,2100,8652,9743,3967,UTC+00:00
2026/01/19 12:00:00,42453,26400,5170,2352,24343,5330,1788,25290,5460,2326,0,2100,8649,9747,3978,UTC+00:00
2026/01/19 13:00:00,42454,26397,5170,2352,24342,5330,1788,25288,5456,2325,0,2100,8639,9755,3909,UTC+00:00
2026/01/19 14:00:00,42455,26387,5170,2352,24341,5330,1787,25285,5450,2325,0,2100,8635,9764,3850,UTC+00:00
2026/01/19 15:00:00,42456,26387,5170,2352,24340,5330,1787,25285,5450,2325,0,2100,8654,9771,3845,UTC+00:00
2026/01/19 16:00:00,42457,26380,5170,2352,24340,5330,1786,25283,5450,2325,0,2100,8757,9780,3936,UTC+00:00
2026/01/19 17:00:00,42458,26380,5170,2352,24338,5330,1785,25282,5450,2325,0,2100,8950,9787,4226,UTC+00:00
2026/01/19 18:00:00,42459,26373,5162,2352,24337,5327,1785,25282,5450,2325,0,2100,9064,9787,4513,UTC+00:00
2026/01/19 19:00:00,42460,26371,5160,2352,24337,5320,1785,25281,5450,2325,0,2100,9096,9778,4760,UTC+00:00
2026/01/19 20:00:00,42461,26369,5160,2351,24335,5320,1785,25281,5450,2325,0,2100,9102,9766,4881,UTC+00:00
2026/01/19 21:00:00,42462,26365,5160,2351,24334,5320,1785,25280,5443,2324,0,2100,9088,9756,4977,UTC+00:00
2026/01/19 22:00:00,42463,26365,5160,2351,24332,5320,1785,25279,5440,2324,0,2100,9070,9749,4983,UTC+00:00
2026/01/19 23:00:00,42464,26360,5163,2351,24332,5320,1785,25279,5440,2324,0,2100,9022,9741,4854,UTC+00:00
2026/01/20 00:00:00,42465,26359,5170,2352,24330,5320,1785,25278,5440,2324,0,2100,8953,9735,4529,UTC+00:00
2026/01/20 01:00:00,42466,26354,5170,2352,24328,5320,1785,25277,5440,2324,0,2100,8917,9726,4176,UTC+00:00
2026/01/20 02:00:00,42467,26352,5170,2352,24326,5325,1785,25275,5440,2324,0,2100,8894,9722,4113,UTC+00:00
2026/01/20 03:00:00,42468,26348,5170,2352,24324,5330,1785,25275,5440,2324,0,2100,8877,9715,4051,UTC+00:00
2026/01/20 04:00:00,42469,26346,5170,2350,24324,5330,1785,25273,5440,2323,0,2100,8864,9706,4071,UTC+00:00
2026/01/20 05:00:00,42470,26345,5169,2349,24324,5329,1784,25272,5440,2323,0,2100,8852,9701,4252,UTC+00:00
2026/01/20 06:00:00,42471,26341,5160,2349,24323,5320,1785,25270,5440,2324,0,2100,8840,9700,4379,UTC+00:00
2026/01/20 07:00:00,42473,26338,5160,2348,24321,5320,1785,25269,5440,2322,0,2100,8823,9699,4459,UTC+00:00
2026/01/20 08:00:00,42474,26332,5160,2348,24321,5320,1784,25269,5440,2322,0,2100,8813,9700,4452,UTC+00:00
2026/01/20 09:00:00,42475,26327,5155,2347,24320,5320,1781,25268,5432,2322,0,2100,8805,9704,4415,UTC+00:00
2026/01/20 10:00:00,42476,26318,5150,2348,24320,5319,1782,25267,5430,2323,0,2100,8794,9707,4365,UTC+00:00
2026/01/20 11:00:00,42477,26321,5150,2347,24319,5310,1782,25267,5430,2322,0,2100,8791,9703,4353,UTC+00:00
2026/01/20 12:00:00,42478,26316,5150,2347,24318,5310,1782,25265,5430,2321,0,2100,8782,9698,4324,UTC+00:00
2026/01/20 13:00:00,42479,26309,5145,2346,24318,5310,1782,25265,5430,2320,0,2100,8769,9697,4301,UTC+00:00
2026/01/20 14:00:00,42480,26302,5140,2347,24317,5310,1782,25264,5430,2319,0,2100,8762,9697,4282,UTC+00:00
2026/01/20 15:00:00,42481,26302,5140,2347,24316,5302,1783,25263,5429,2319,0,2100,8785,9695,4382,UTC+00:00
2026/01/20 16:00:00,42482,26298,5140,2347,24316,5300,1782,25264,5420,2320,0,2100,8822,9701,4703,UTC+00:00
2026/01/20 17:00:00,42483,26296,5140,2346,24315,5300,1783,25265,5420,2320,0,2100,8937,9701,5096,UTC+00:00
2026/01/20 18:00:00,42484,26293,5140,2346,24312,5300,1783,25264,5420,2319,0,2100,8969,9696,5661,UTC+00:00
2026/01/20 19:00:00,42485,26294,5140,2346,24310,5299,1782,25263,5420,2318,0,2100,8953,9679,6000,UTC+00:00
2026/01/20 20:00:00,42486,26293,5140,2345,24309,5290,1780,25262,5420,2318,0,2100,8920,9656,6318,UTC+00:00
2026/01/20 21:00:00,42487,26293,5140,2345,24307,5290,1779,25261,5419,2318,0,2100,8896,9641,6395,UTC+00:00
2026/01/20 22:00:00,42488,26293,5140,2345,24305,5290,1778,25259,5410,2318,0,2100,8865,9636,6323,UTC+00:00
2026/01/20 23:00:00,42489,26297,5140,2344,24303,5290,1778,25260,5410,2317,0,2100,8825,9630,6133,UTC+00:00
2026/01/21 00:00:00,42490,26301,5140,2344,24302,5290,1778,25259,5410,2318,0,2100,8773,9627,5842,UTC+00:00
2026/01/21 01:00:00,42491,26300,5141,2344,24300,5290,1778,25260,5410,2317,0,2100,8745,9625,5522,UTC+00:00
2026/01/21 02:00:00,42492,26304,5150,2343,24298,5290,1778,25259,5410,2316,0,2100,8726,9625,5364,UTC+00:00
2026/01/21 03:00:00,42493,26304,5150,2343,24297,5294,1778,25257,5410,2316,0,2100,8715,9626,5318,UTC+00:00
2026/01/21 04:00:00,42494,26310,5153,2344,24295,5300,1777,25257,5410,2316,0,2100,8700,9625,5311,UTC+00:00
2026/01/21 05:00:00,42495,26320,5160,2344,24293,5300,1777,25255,5410,2315,0,2100,8689,9632,5328,UTC+00:00
2026/01/21 06:00:00,42496,26325,5160,2344,24292,5300,1777,25255,5410,2313,0,2100,8679,9649,5282,UTC+00:00
2026/01/21 07:00:00,42498,26334,5160,2345,24290,5300,1778,25253,5410,2312,0,2100,8651,9659,5201,UTC+00:00
2026/01/21 08:00:00,42499,26341,5169,2344,24289,5300,1778,25253,5410,2313,0,2100,8648,9664,5198,UTC+00:00
2026/01/21 09:00:00,42500,26347,5170,2345,24288,5300,1778,25252,5410,2312,0,2100,8641,9672,5100,UTC+00:00
2026/01/21 10:00:00,42501,26351,5170,2345,24287,5300,1778,25251,5407,2313,0,2100,8633,9674,4912,UTC+00:00
2026/01/21 11:00:00,42502,26352,5170,2345,24285,5300,1778,25250,5400,2311,0,2100,8629,9677,4773,UTC+00:00
2026/01/21 12:00:00,42503,26357,5170,2346,24284,5300,1778,25249,5400,2312,0,2100,8621,9675,4590,UTC+00:00
2026/01/21 13:00:00,42504,26356,5170,2345,24284,5300,1778,25248,5400,2311,0,2100,8616,9675,4471,UTC+00:00
2026/01/21 14:00:00,42505,26354,5170,2345,24282,5300,1778,25247,5400,2311,0,2100,8608,9675,4410,UTC+00:00
2026/01/21 15:00:00,42506,26353,5170,2345,24282,5300,1779,25246,5400,2311,0,2100,8632,9679,4586,UTC+00:00
2026/01/21 16:00:00,42507,26350,5170,2345,24281,5300,1779,25245,5400,2311,0,2100,8715,9687,4879,UTC+00:00
2026/01/21 17:00:00,42508,26351,5170,2345,24279,5300,1778,25245,5400,2312,0,2100,8836,9694,5283,UTC+00:00
2026/01/21 18:00:00,42509,26351,5170,2345,24279,5300,1778,25244,5400,2312,0,2100,8915,9693,5591,UTC+00:00
2026/01/21 19:00:00,42510,26350,5171,2346,24278,5300,1777,25245,5400,2311,0,2100,8944,9683,5823,UTC+00:00
2026/01/21 20:00:00,42511,26348,5184,2346,24277,5300,1778,25243,5400,2312,0,2100,8941,9676,6021,UTC+00:00
2026/01/21 21:00:00,42512,26357,5204,2346,24276,5300,1778,25242,5400,2311,0,2100,8926,9675,6157,UTC+00:00
2026/01/21 22:00:00,42513,26350,5227,2346,24275,5307,1777,25241,5400,2311,0,2100,8901,9679,6182,UTC+00:00
2026/01/21 23:00:00,42514,26345,5249,2344,24272,5313,1778,25240,5400,2312,0,2100,8845,9681,6099,UTC+00:00
2026/01/22 00:00:00,42515,26342,5267,2346,24272,5322,1778,25238,5400,2312,0,2100,8787,9685,5800,UTC+00:00
2026/01/22 01:00:00,42516,26339,5279,2346,24270,5330,1778,25236,5400,2310,0,2100,8760,9699,5439,UTC+00:00
2026/01/22 02:00:00,42517,26337,5280,2346,24269,5340,1778,25235,5403,2311,0,2100,8741,9707,5194,UTC+00:00
2026/01/22 03:00:00,42518,26337,5280,2347,24266,5346,1778,25233,5410,2310,0,2100,8725,9712,4946,UTC+00:00
2026/01/22 04:00:00,42519,26335,5274,2348,24265,5350,1778,25232,5410,2310,0,2100,8710,9711,4746,UTC+00:00
2026/01/22 05:00:00,42520,26337,5267,2347,24264,5350,1778,25230,5410,2310,0,2100,8703,9709,4562,UTC+00:00
2026/01/22 06:00:00,42521,26337,5255,2347,24264,5350,1778,25228,5415,2309,0,2100,8693,9707,4476,UTC+00:00
2026/01/22 07:00:00,42523,26335,5245,2347,24264,5350,1778,25228,5420,2310,0,2100,8665,9708,4416,UTC+00:00
2026/01/22 08:00:00,42524,26336,5235,2347,24263,5350,1778,25226,5420,2310,0,2100,8668,9706,4363,UTC+00:00
2026/01/22 09:00:00,42525,26334,5228,2347,24263,5350,1778,25227,5420,2310,0,2100,8665,9705,4280,UTC+00:00
2026/01/22 10:00:00,42526,26333,5220,2348,24263,5346,1777,25225,5420,2311,0,2100,8662,9705,4308,UTC+00:00
2026/01/22 11:00:00,42527,26325,5210,2348,24263,5340,1776,25225,5420,2311,0,2100,8660,9704,4372,UTC+00:00
2026/01/22 12:00:00,42528,26319,5205,2347,24262,5340,1778,25224,5420,2310,0,2100,8659,9700,4397,UTC+00:00
2026/01/22 13:00:00,42529,26319,5200,2348,24262,5333,1778,25224,5420,2309,0,2100,8652,9703,4403,UTC+00:00
2026/01/22 14:00:00,42530,26319,5190,2347,24262,5330,1778,25222,5420,2308,0,2100,8642,9707,4332,UTC+00:00
2026/01/22 15:00:00,42531,26317,5190,2347,24261,5330,1778,25221,5420,2309,0,2100,8667,9713,4452,UTC+00:00
2026/01/22 16:00:00,42532,26318,5182,2347,24261,5321,1779,25222,5416,2309,0,2100,8747,9722,4912,UTC+00:00
2026/01/22 17:00:00,42533,26317,5180,2347,24260,5320,1778,25222,5410,2310,0,2100,8856,9728,5355,UTC+00:00
2026/01/22 18:00:00,42534,26319,5180,2347,24259,5320,1778,25220,5410,2308,0,2100,8902,9728,5684,UTC+00:00
2026/01/22 19:00:00,42535,26319,5180,2346,24259,5313,1778,25218,5410,2310,0,2100,8928,9720,5895,UTC+00:00
2026/01/22 20:00:00,42536,26323,5195,2346,24260,5310,1777,25218,5410,2310,0,2100,8932,9707,6003,UTC+00:00
2026/01/22 21:00:00,42537,26321,5220,2346,24257,5310,1777,25217,5410,2311,0,2100,8929,9701,6042,UTC+00:00
2026/01/22 22:00:00,42538,26316,5244,2344,24256,5317,1777,25217,5410,2311,0,2100,8912,9701,5963,UTC+00:00
2026/01/22 23:00:00,42539,26311,5264,2346,24254,5322,1776,25216,5410,2311,0,2100,8863,9703,5709,UTC+00:00
2026/01/23 00:00:00,42540,26310,5275,2346,24252,5330,1777,25216,5410,2310,0,2100,8809,9704,5270,UTC+00:00
2026/01/23 01:00:00,42541,26309,5280,2346,24252,5339,1778,25216,5410,2310,0,2100,8787,9710,5015,UTC+00:00
2026/01/23 02:00:00,42542,26308,5280,2347,24250,5345,1777,25213,5410,2310,0,2100,8772,9717,4830,UTC+00:00
2026/01/23 03:00:00,42543,26308,5271,2347,24248,5350,1778,25211,5410,2310,0,2100,8755,9723,4663,UTC+00:00
2026/01/23 04:00:00,42544,26309,5263,2347,24248,5350,1778,25210,5410,2310,0,2100,8747,9729,4539,UTC+00:00
2026/01/23 05:00:00,42545,26310,5252,2348,24247,5350,1778,25209,5410,2309,0,2100,8741,9740,4428,UTC+00:00
2026/01/23 06:00:00,42546,26310,5244,2347,24246,5350,1778,25207,5413,2310,0,2100,8731,9750,4390,UTC+00:00
2026/01/23 07:00:00,42548,26310,5236,2347,24245,5350,1779,25205,5420,2309,0,2100,8702,9755,4329,UTC+00:00
2026/01/23 08:00:00,42549,26310,5230,2347,24245,5350,1778,25205,5420,2307,0,2100,8700,9761,4197,UTC+00:00
2026/01/23 09:00:00,42550,26307,5221,2348,24245,5344,1778,25204,5420,2308,0,2100,8696,9768,4028,UTC+00:00
2026/01/23 10:00:00,42551,26299,5215,2348,24245,5340,1778,25203,5420,2308,0,2100,8694,9772,3902,UTC+00:00
2026/01/23 11:00:00,42552,26295,5209,2349,24245,5340,1778,25204,5420,2307,0,2100,8691,9778,3790,UTC+00:00
2026/01/23 12:00:00,42553,26290,5200,2348,24244,5333,1778,25203,5415,2308,0,2100,8687,9788,3670,UTC+00:00
2026/01/23 13:00:00,42554,26288,5191,2348,24244,5330,1778,25202,5410,2308,0,2100,8676,9797,3518,UTC+00:00
2026/01/23 14:00:00,42555,26288,5185,2348,24243,5330,1778,25200,5410,2308,0,2100,8665,9808,3379,UTC+00:00
2026/01/23 15:00:00,42556,26283,5179,2348,24243,5320,1779,25199,5410,2308,0,2100,8664,9816,3299,UTC+00:00
2026/01/23 16:00:00,42557,26282,5170,2347,24243,5320,1780,25197,5410,2309,0,2100,8672,9826,3255,UTC+00:00
2026/01/23 17:00:00,42558,26276,5170,2347,24243,5315,1779,25196,5410,2309,0,2100,8709,9832,3273,UTC+00:00
2026/01/23 18:00:00,42559,26276,5160,2347,24243,5310,1778,25197,5410,2310,0,2100,8761,9837,3342,UTC+00:00
2026/01/23 19:00:00,42560,26272,5156,2347,24244,5310,1778,25195,5403,2310,0,2100,8818,9829,3387,UTC+00:00
2026/01/23 20:00:00,42561,26269,5150,2347,24244,5300,1778,25195,5400,2312,0,2100,8904,9820,3408,UTC+00:00
2026/01/23 21:00:00,42562,26266,5147,2347,24243,5300,1778,25194,5400,2311,0,2100,8915,9813,3392,UTC+00:00
2026/01/23 22:00:00,42563,26260,5140,2347,24242,5296,1778,25193,5400,2312,0,2100,8914,9808,3367,UTC+00:00
2026/01/23 23:00:00,42564,26253,5140,2346,24242,5290,1778,25191,5400,2312,0,2100,8882,9805,3335,UTC+00:00
2026/01/24 00:00:00,42565,26246,5131,2346,24240,5290,1778,25191,5392,2311,0,2100,8861,9804,3286,UTC+00:00
2026/01/24 01:00:00,42566,26238,5130,2346,24239,5287,1776,25189,5390,2312,0,2100,8840,9804,3224,UTC+00:00
2026/01/24 02:00:00,42567,26232,5128,2345,24239,5280,1776,25188,5390,2311,0,2100,8826,9809,3160,UTC+00:00
2026/01/24 03:00:00,42568,26227,5120,2346,24238,5280,1777,25188,5390,2311,0,2100,8810,9807,3139,UTC+00:00
2026/01/24 04:00:00,42569,26220,5120,2346,24240,5280,1777,25187,5390,2310,0,2100,8801,9802,3127,UTC+00:00
2026/01/24 05:00:00,42570,26216,5112,2346,24239,5270,1778,25186,5380,2311,0,2100,8791,9805,3121,UTC+00:00
2026/01/24 06:00:00,42571,26207,5110,2346,24240,5270,1778,25185,5380,2311,0,2100,8779,9799,3101,UTC+00:00
2026/01/24 07:00:00,42573,26198,5110,2346,24240,5270,1778,25185,5380,2311,0,2100,8767,9795,3090,UTC+00:00
2026/01/24 08:00:00,42574,26195,5109,2344,24240,5267,1776,25185,5380,2310,0,2100,8764,9790,3070,UTC+00:00
2026/01/24 09:00:00,42575,26187,5100,2344,24239,5260,1776,25185,5379,2310,0,2100,8761,9788,3042,UTC+00:00
2026/01/24 10:00:00,42576,26181,5100,2344,24240,5260,1777,25184,5370,2311,0,2100,8757,9782,3019,UTC+00:00
2026/01/24 11:00:00,42577,26166,5100,2344,24240,5260,1778,25183,5370,2311,0,2100,8751,9775,2995,UTC+00:00
2026/01/24 12:00:00,42578,26158,5100,2344,24239,5257,1778,25182,5370,2311,0,2100,8748,9772,2977,UTC+00:00
2026/01/24 13:00:00,42579,26154,5100,2344,24238,5250,1778,25181,5370,2310,0,2100,8746,9770,2970,UTC+00:00
2026/01/24 14:00:00,42580,26143,5100,2344,24238,5250,1778,25180,5370,2310,0,2100,8735,9771,2966,UTC+00:00
2026/01/24 15:00:00,42581,26134,5092,2343,24237,5250,1778,25180,5364,2312,0,2100,8735,9764,2972,UTC+00:00
2026/01/24 16:00:00,42582,26128,5090,2344,24237,5250,1778,25180,5360,2312,0,2100,8754,9761,3022,UTC+00:00
2026/01/24 17:00:00,42583,26116,5090,2343,24237,5250,1778,25179,5360,2312,0,2100,8806,9758,3121,UTC+00:00
2026/01/24 18:00:00,42584,26111,5090,2342,24236,5242,1778,25179,5360,2312,0,2100,8880,9750,3242,UTC+00:00
2026/01/24 19:00:00,42585,26104,5090,2342,24235,5240,1778,25178,5360,2311,0,2100,8940,9740,3359,UTC+00:00
2026/01/24 20:00:00,42586,26095,5090,2342,24234,5240,1778,25177,5360,2312,0,2100,8972,9727,3396,UTC+00:00
2026/01/24 21:00:00,42587,26093,5090,2342,24234,5240,1778,25177,5352,2312,0,2100,8975,9722,3400,UTC+00:00
2026/01/24 22:00:00,42588,26083,5090,2341,24233,5240,1778,25177,5350,2312,0,2100,8961,9712,3338,UTC+00:00
2026/01/24 23:00:00,42589,26077,5090,2341,24233,5240,1778,25176,5350,2312,0,2100,8935,9710,3291,UTC+00:00
2026/01/25 00:00:00,42590,26074,5090,2342,24231,5240,1778,25176,5350,2312,0,2100,8905,9705,3227,UTC+00:00
2026/01/25 01:00:00,42591,26069,5090,2341,24230,5235,1778,25175,5350,2312,0,2100,8881,9703,3195,UTC+00:00
2026/01/25 02:00:00,42592,26062,5090,2340,24229,5230,1778,25174,5350,2312,0,2100,8864,9703,3178,UTC+00:00
2026/01/25 03:00:00,42593,26057,5090,2339,24228,5230,1778,25173,5350,2312,0,2100,8852,9700,3171,UTC+00:00
2026/01/25 04:00:00,42594,26054,5090,2339,24227,5230,1778,25172,5344,2312,0,2100,8842,9695,3176,UTC+00:00
2026/01/25 05:00:00,42595,26051,5090,2339,24227,5230,1778,25172,5340,2312,0,2100,8834,9692,3190,UTC+00:00
2026/01/25 06:00:00,42596,26050,5090,2340,24226,5230,1778,25171,5340,2312,0,2100,8820,9693,3206,UTC+00:00
2026/01/25 07:00:00,42598,26049,5090,2340,24225,5230,1778,25171,5340,2311,0,2100,8787,9689,3221,UTC+00:00
2026/01/25 08:00:00,42599,26054,5090,2340,24223,5230,1778,25170,5340,2310,0,2100,8789,9688,3221,UTC+00:00
2026/01/25 09:00:00,42600,26045,5090,2340,24223,5230,1778,25169,5340,2310,0,2100,8785,9688,3225,UTC+00:00
2026/01/25 10:00:00,42601,26044,5090,2339,24222,5230,1777,25168,5340,2310,0,2100,8780,9683,3204,UTC+00:00
2026/01/25 11:00:00,42602,26044,5090,2338,24221,5230,1776,25167,5340,2311,0,2100,8775,9679,3175,UTC+00:00
2026/01/25 12:00:00,42603,26043,5090,2338,24220,5230,1775,25166,5340,2311,0,2100,8770,9679,3117,UTC+00:00
2026/01/25 13:00:00,42604,26041,5088,2338,24220,5230,1775,25166,5335,2311,0,2100,8758,9675,3004,UTC+00:00
2026/01/25 14:00:00,42605,26044,5080,2338,24219,5221,1775,25164,5330,2310,0,2100,8750,9678,2895,UTC+00:00
2026/01/25 15:00:00,42606,26042,5080,2338,24218,5220,1773,25164,5330,2310,0,2100,8788,9686,2990,UTC+00:00
2026/01/25 16:00:00,42607,26039,5080,2338,24217,5220,1774,25162,5330,2310,0,2100,8872,9693,3302,UTC+00:00
2026/01/25 17:00:00,42608,26039,5080,2338,24215,5220,1773,25161,5330,2310,0,2100,9022,9700,3654,UTC+00:00
2026/01/25 18:00:00,42609,26036,5080,2338,24214,5220,1774,25161,5330,2310,0,2100,9162,9704,3998,UTC+00:00
2026/01/25 19:00:00,42610,26028,5080,2338,24213,5220,1773,25159,5330,2309,0,2100,9184,9708,4268,UTC+00:00
2026/01/25 20:00:00,42611,26028,5080,2338,24211,5220,1771,25158,5330,2309,0,2100,9174,9706,4463,UTC+00:00
2026/01/25 21:00:00,42612,26023,5080,2337,24211,5220,1772,25158,5330,2309,0,2100,9171,9705,4465,UTC+00:00
2026/01/25 22:00:00,42613,26019,5080,2336,24210,5220,1771,25157,5330,2310,0,2100,9162,9708,4394,UTC+00:00
2026/01/25 23:00:00,42614,26014,5080,2336,24209,5220,1771,25156,5330,2309,0,2100,9134,9710,4177,UTC+00:00
2026/01/26 00:00:00,42615,26012,5080,2336,24208,5220,1771,25157,5330,2309,0,2100,9061,9710,3730,UTC+00:00
2026/01/26 01:00:00,42616,26009,5080,2336,24206,5220,1771,25158,5327,2308,0,2100,9022,9718,3306,UTC+00:00
2026/01/26 02:00:00,42617,26006,5080,2336,24205,5220,1771,25156,5320,2309,0,2100,9004,9726,3102,UTC+00:00
2026/01/26 03:00:00,42618,26009,5080,2336,24204,5220,1772,25154,5320,2308,0,2100,8991,9733,3055,UTC+00:00
2026/01/26 04:00:00,42619,26001,5080,2336,24203,5220,1772,25153,5320,2308,0,2100,8972,9743,3039,UTC+00:00
2026/01/26 05:00:00,42620,25993,5080,2336,24201,5220,1771,25153,5320,2308,0,2100,8959,9750,3109,UTC+00:00
2026/01/26 06:00:00,42621,25992,5080,2336,24200,5218,1771,25152,5320,2308,0,2100,8949,9762,3055,UTC+00:00
2026/01/26 07:00:00,42623,25985,5080,2336,24199,5210,1772,25150,5320,2308,0,2100,8909,9766,2985,UTC+00:00
2026/01/26 08:00:00,42624,25980,5080,2336,24197,5210,1771,25149,5320,2308,0,2100,8905,9762,2859,UTC+00:00
2026/01/26 09:00:00,42625,25972,5080,2335,24196,5210,1771,25148,5320,2307,0,2100,8901,9765,2828,UTC+00:00
2026/01/26 10:00:00,42626,25961,5073,2335,24194,5210,1771,25147,5320,2307,0,2100,8897,9767,2772,UTC+00:00
2026/01/26 11:00:00,42627,25959,5070,2334,24193,5210,1771,25148,5320,2307,0,2100,8894,9766,2706,UTC+00:00
2026/01/26 12:00:00,42628,25956,5070,2335,24192,5210,1771,25145,5320,2307,0,2100,8890,9763,2665,UTC+00:00
2026/01/26 13:00:00,42629,25942,5070,2335,24190,5210,1771,25145,5320,2307,0,2100,8883,9763,2618,UTC+00:00
2026/01/26 14:00:00,42630,25930,5070,2334,24190,5210,1771,25144,5320,2306,0,2100,8877,9762,2618,UTC+00:00
2026/01/26 15:00:00,42631,25924,5070,2334,24188,5210,1771,25143,5320,2306,0,2100,8921,9764,2777,UTC+00:00
2026/01/26 16:00:00,42632,25910,5070,2334,24187,5210,1771,25143,5317,2307,0,2100,9013,9765,3022,UTC+00:00
2026/01/26 17:00:00,42633,25897,5070,2333,24186,5210,1771,25141,5310,2306,0,2100,9194,9757,3428,UTC+00:00
2026/01/26 18:00:00,42634,25881,5067,2333,24185,5210,1771,25141,5310,2305,0,2100,9288,9750,3906,UTC+00:00
2026/01/26 19:00:00,42635,25869,5060,2332,24184,5210,1770,25140,5310,2305,0,2100,9263,9736,4249,UTC+00:00
2026/01/26 20:00:00,42636,25853,5060,2332,24184,5210,1766,25140,5310,2304,0,2100,9223,9720,4455,UTC+00:00
2026/01/26 21:00:00,42637,25837,5060,2332,24183,5202,1764,25140,5310,2304,0,2100,9197,9712,4576,UTC+00:00
2026/01/26 22:00:00,42638,25822,5060,2332,24183,5200,1764,25139,5310,2304,0,2100,9174,9703,4582,UTC+00:00
2026/01/26 23:00:00,42639,25808,5060,2330,24181,5200,1764,25139,5310,2303,0,2100,9137,9693,4489,UTC+00:00
2026/01/27 00:00:00,42640,25794,5060,2330,24180,5200,1763,25137,5310,2303,0,2100,9046,9683,4287,UTC+00:00
2026/01/27 01:00:00,42641,25776,5060,2329,24179,5200,1764,25136,5310,2303,0,2100,9004,9681,4088,UTC+00:00
2026/01/27 02:00:00,42642,25764,5060,2329,24179,5200,1764,25136,5310,2303,0,2100,8978,9677,4021,UTC+00:00
2026/01/27 03:00:00,42643,25746,5060,2329,24178,5200,1764,25134,5310,2303,0,2100,8956,9676,4090,UTC+00:00
2026/01/27 04:00:00,42644,25731,5060,2329,24178,5200,1764,25134,5310,2303,0,2100,8941,9673,4148,UTC+00:00
2026/01/27 05:00:00,42645,25715,5060,2329,24177,5200,1764,25133,5310,2302,0,2100,8919,9671,4170,UTC+00:00
2026/01/27 06:00:00,42646,25699,5054,2328,24175,5200,1764,25133,5301,2302,0,2100,8904,9671,4186,UTC+00:00
2026/01/27 07:00:00,42648,25681,5050,2327,24174,5200,1764,25132,5300,2303,0,2100,8867,9674,4225,UTC+00:00
2026/01/27 08:00:00,42649,25664,5050,2328,24174,5195,1764,25131,5300,2302,0,2100,8864,9673,4190,UTC+00:00
2026/01/27 09:00:00,42650,25649,5050,2327,24172,5190,1764,25129,5300,2301,0,2100,8858,9678,4161,UTC+00:00
2026/01/27 10:00:00,42651,25640,5050,2327,24171,5190,1764,25129,5300,2302,0,2100,8851,9684,4104,UTC+00:00
2026/01/27 11:00:00,42652,25632,5050,2328,24170,5190,1764,25128,5300,2301,0,2100,8844,9688,4046,UTC+00:00
2026/01/27 12:00:00,42653,25622,5050,2327,24169,5190,1765,25128,5300,2301,0,2100,8839,9695,3993,UTC+00:00
2026/01/27 13:00:00,42654,25613,5050,2328,24168,5190,1764,25128,5300,2301,0,2100,8826,9699,3979,UTC+00:00
2026/01/27 14:00:00,42655,25606,5050,2328,24166,5190,1764,25127,5300,2301,0,2100,8818,9707,3956,UTC+00:00
2026/01/27 15:00:00,42656,25602,5050,2328,24166,5190,1764,25124,5300,2300,0,2100,8856,9722,4153,UTC+00:00
2026/01/27 16:00:00,42657,25605,5050,2328,24165,5190,1764,25125,5300,2300,0,2100,8942,9734,4462,UTC+00:00
2026/01/27 17:00:00,42658,25608,5050,2328,24164,5190,1765,25123,5300,2300,0,2100,9012,9746,4720,UTC+00:00
2026/01/27 18:00:00,42659,25608,5050,2328,24163,5190,1765,25123,5300,2300,0,2100,9067,9752,4916,UTC+00:00
