id,longitude,latitude,time,NDVI
20210703T170849_20210703T171938_T14SPJ,-96.597773879233,39.08098185679875,2021-07-03 17:23:00.127,0.6685027541311968
20210703T170849_20210703T171938_T14SQJ,-96.597773879233,39.08098185679875,2021-07-03 17:22:57.117,0.6730339866038204
20210708T170851_20210708T171925_T14SPJ,-96.597773879233,39.08098185679875,2021-07-08 17:23:01.495,0.62586115527292
20210708T170851_20210708T171925_T14SQJ,-96.597773879233,39.08098185679875,2021-07-08 17:22:58.481,0.6217356897916118
20210713T170849_20210713T171939_T14SQJ,-96.597773879233,39.08098185679875,2021-07-13 17:22:57.703,0.6697247706422018
20210723T170849_20210723T171418_T14SPJ,-96.597773879233,39.08098185679875,2021-07-23 17:23:00.745,0.7166821994408201
20210723T170849_20210723T171418_T14SQJ,-96.597773879233,39.08098185679875,2021-07-23 17:22:57.736,0.7113498365249883
20210728T170851_20210728T172037_T14SPJ,-96.597773879233,39.08098185679875,2021-07-28 17:23:02.053,0.7250786988457503
20210728T170851_20210728T172037_T14SQJ,-96.597773879233,39.08098185679875,2021-07-28 17:22:59.040,0.7202723939235202
20210822T170849_20210822T171856_T14SPJ,-96.597773879233,39.08098185679875,2021-08-22 17:22:57.556,0.6659012629161883
20210822T170849_20210822T171856_T14SQJ,-96.597773879233,39.08098185679875,2021-08-22 17:22:54.546,0.66189111747851
20210827T170851_20210827T171805_T14SPJ,-96.597773879233,39.08098185679875,2021-08-27 17:23:00.457,0.5709177592371871
20210827T170851_20210827T171805_T14SQJ,-96.597773879233,39.08098185679875,2021-08-27 17:22:57.445,0.5676479333928041
20210901T170849_20210901T171854_T14SPJ,-96.597773879233,39.08098185679875,2021-09-01 17:22:55.392,0.4978377003307047
20210901T170849_20210901T171854_T14SQJ,-96.597773879233,39.08098185679875,2021-09-01 17:22:52.382,0.43753161355589276
20210906T170851_20210906T171850_T14SPJ,-96.597773879233,39.08098185679875,2021-09-06 17:22:59.181,0.6203306797305572
20210906T170851_20210906T171850_T14SQJ,-96.597773879233,39.08098185679875,2021-09-06 17:22:56.171,0.6159021406727829
20210911T170849_20210911T171646_T14SPJ,-96.597773879233,39.08098185679875,2021-09-11 17:22:55.000,0.581798483206934
20210911T170849_20210911T171646_T14SQJ,-96.597773879233,39.08098185679875,2021-09-11 17:22:51.992,0.6201716738197425
20210916T170941_20210916T171717_T14SPJ,-96.597773879233,39.08098185679875,2021-09-16 17:23:00.470,0.614281533508926
20210916T170941_20210916T171717_T14SQJ,-96.597773879233,39.08098185679875,2021-09-16 17:22:57.456,0.610981308411215
20210926T171051_20210926T171252_T14SPJ,-96.597773879233,39.08098185679875,2021-09-26 17:23:02.489,0.5804034582132565
20210926T171051_20210926T171252_T14SQJ,-96.597773879233,39.08098185679875,2021-09-26 17:22:59.476,0.5783410138248848
20211011T171139_20211011T171843_T14SPJ,-96.597773879233,39.08098185679875,2021-10-11 17:22:59.739,0.5069215557020436
20211016T171311_20211016T171719_T14SPJ,-96.597773879233,39.08098185679875,2021-10-16 17:23:04.132,0.499359795134443
20211016T171311_20211016T171719_T14SQJ,-96.597773879233,39.08098185679875,2021-10-16 17:23:01.121,0.49744245524296676
20211021T171339_20211021T171907_T14SPJ,-96.597773879233,39.08098185679875,2021-10-21 17:23:00.284,0.46074322436434756
