id,longitude,latitude,time,NDVI
20210703T170849_20210703T171938_T14SPJ,-96.5789990897949,39.10218209750397,2021-07-03 17:23:00.127,0.8248235782482358
20210703T170849_20210703T171938_T14SQJ,-96.5789990897949,39.10218209750397,2021-07-03 17:22:57.117,0.8367346938775511
20210708T170851_20210708T171925_T14SPJ,-96.5789990897949,39.10218209750397,2021-07-08 17:23:01.495,0.8214204156200046
20210708T170851_20210708T171925_T14SQJ,-96.5789990897949,39.10218209750397,2021-07-08 17:22:58.481,0.8143575674439872
20210713T170849_20210713T171939_T14SQJ,-96.5789990897949,39.10218209750397,2021-07-13 17:22:57.703,0.7972639605292666
20210728T170851_20210728T172037_T14SPJ,-96.5789990897949,39.10218209750397,2021-07-28 17:23:02.053,0.8078646092583375
20210728T170851_20210728T172037_T14SQJ,-96.5789990897949,39.10218209750397,2021-07-28 17:22:59.040,0.8016983016983017
20210802T170849_20210802T171859_T14SQJ,-96.5789990897949,39.10218209750397,2021-08-02 17:22:57.174,0.6233312795235161
20210822T170849_20210822T171856_T14SPJ,-96.5789990897949,39.10218209750397,2021-08-22 17:22:57.556,0.7753953363709462
20210822T170849_20210822T171856_T14SQJ,-96.5789990897949,39.10218209750397,2021-08-22 17:22:54.546,0.7696839850026781
20210827T170851_20210827T171805_T14SPJ,-96.5789990897949,39.10218209750397,2021-08-27 17:23:00.457,0.7428737638161722
20210827T170851_20210827T171805_T14SQJ,-96.5789990897949,39.10218209750397,2021-08-27 17:22:57.445,0.738474920266744
20210901T170849_20210901T171854_T14SPJ,-96.5789990897949,39.10218209750397,2021-09-01 17:22:55.392,0.5843329253365973
20210901T170849_20210901T171854_T14SQJ,-96.5789990897949,39.10218209750397,2021-09-01 17:22:52.382,0.49291646311675624
20210906T170851_20210906T171850_T14SPJ,-96.5789990897949,39.10218209750397,2021-09-06 17:22:59.181,0.7156370085722731
20210906T170851_20210906T171850_T14SQJ,-96.5789990897949,39.10218209750397,2021-09-06 17:22:56.171,0.7110849056603774
20210911T170849_20210911T171646_T14SPJ,-96.5789990897949,39.10218209750397,2021-09-11 17:22:55.000,0.6553640911617565
20210911T170849_20210911T171646_T14SQJ,-96.5789990897949,39.10218209750397,2021-09-11 17:22:51.992,0.7205142537730576
20210916T170941_20210916T171717_T14SPJ,-96.5789990897949,39.10218209750397,2021-09-16 17:23:00.470,0.684010152284264
20210916T170941_20210916T171717_T14SQJ,-96.5789990897949,39.10218209750397,2021-09-16 17:22:57.456,0.6806083650190115
20210926T171051_20210926T171252_T14SPJ,-96.5789990897949,39.10218209750397,2021-09-26 17:23:02.489,0.6444444444444445
