z6-12550,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8
# Records: 3051,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
2025/11/19 21:00:00,0.234,13.5,0.877,0.229,12.7,0.427,0.232,13.5,0.469,88,7705,97.03,20.0
2025/11/19 22:00:00,0.234,13.9,0.875,0.229,12.8,0.427,0.232,13.5,0.466,90,7716,97.01,18.7
2025/11/19 23:00:00,0.233,14.1,0.878,0.229,12.9,0.43,0.232,13.5,0.466,89,7710,97.0,15.8
2025/11/20 00:00:00,0.233,14.0,0.883,0.229,13.1,0.43,0.232,13.5,0.466,88,7706,96.98,14.0
2025/11/20 01:00:00,0.232,13.8,0.882,0.229,13.2,0.431,0.232,13.5,0.466,88,7704,96.95,13.1
2025/11/20 02:00:00,0.232,13.7,0.887,0.229,13.3,0.43,0.232,13.5,0.468,88,7700,96.87,12.5
2025/11/20 03:00:00,0.232,13.6,0.885,0.229,13.4,0.43,0.232,13.5,0.466,87,7698,96.9,11.8
2025/11/20 04:00:00,0.232,13.4,0.882,0.229,13.4,0.43,0.232,13.5,0.468,87,7698,96.89,11.8
2025/11/20 05:00:00,0.232,13.3,0.88,0.229,13.4,0.43,0.232,13.5,0.467,87,7694,96.9,11.4
2025/11/20 06:00:00,0.232,13.2,0.879,0.228,13.4,0.431,0.232,13.6,0.467,87,7694,96.83,11.0
2025/11/20 07:00:00,0.232,13.1,0.879,0.228,13.4,0.431,0.232,13.6,0.468,85,7679,96.81,11.2
2025/11/20 08:00:00,0.232,13.0,0.878,0.228,13.4,0.43,0.232,13.6,0.467,85,7679,96.78,10.4
2025/11/20 09:00:00,0.232,12.9,0.872,0.228,13.4,0.43,0.232,13.6,0.467,85,7678,96.82,9.0
2025/11/20 10:00:00,0.232,12.8,0.87,0.228,13.3,0.431,0.232,13.6,0.467,85,7678,96.81,8.7
2025/11/20 11:00:00,0.233,12.6,0.874,0.228,13.3,0.432,0.232,13.6,0.467,85,7674,96.75,8.6
2025/11/20 12:00:00,0.233,12.5,0.875,0.229,13.2,0.432,0.232,13.6,0.468,85,7675,96.73,8.2
2025/11/20 13:00:00,0.233,12.4,0.873,0.229,13.2,0.431,0.232,13.6,0.468,84,7672,96.72,8.2
2025/11/20 14:00:00,0.233,12.2,0.871,0.229,13.1,0.432,0.232,13.6,0.467,84,7672,96.73,8.2
2025/11/20 15:00:00,0.233,12.1,0.87,0.229,13.1,0.432,0.232,13.6,0.467,85,7679,96.75,8.4
2025/11/20 16:00:00,0.233,12.1,0.868,0.229,13.0,0.432,0.232,13.6,0.468,87,7693,96.8,9.0
2025/11/20 17:00:00,0.233,12.2,0.867,0.229,13.0,0.434,0.232,13.6,0.468,89,7713,96.85,10.4
2025/11/20 18:00:00,0.233,12.3,0.867,0.229,12.9,0.433,0.232,13.6,0.467,94,7752,96.8,12.0
2025/11/20 19:00:00,0.233,12.6,0.866,0.229,12.9,0.432,0.232,13.6,0.467,100,7834,96.73,14.1
2025/11/20 20:00:00,0.233,13.0,0.862,0.229,12.9,0.431,0.232,13.6,0.467,100,7866,96.67,15.9
2025/11/20 21:00:00,0.233,13.5,0.857,0.229,13.0,0.431,0.232,13.6,0.467,100,7872,96.63,15.3
2025/11/20 22:00:00,0.232,13.7,0.862,0.229,13.1,0.432,0.232,13.6,0.467,100,7868,96.63,14.2
2025/11/20 23:00:00,0.232,13.8,0.865,0.228,13.2,0.432,0.232,13.6,0.467,100,7864,96.65,13.2
2025/11/21 00:00:00,0.232,13.7,0.864,0.229,13.3,0.432,0.232,13.6,0.468,100,7861,96.6,12.0
2025/11/21 01:00:00,0.232,13.6,0.865,0.228,13.4,0.432,0.232,13.6,0.468,100,7856,96.57,10.9
2025/11/21 02:00:00,0.232,13.4,0.861,0.228,13.4,0.432,0.232,13.6,0.467,100,7856,96.63,9.9
2025/11/21 03:00:00,0.232,13.3,0.86,0.228,13.4,0.435,0.232,13.6,0.467,100,7850,96.64,9.3
2025/11/21 04:00:00,0.24,13.2,0.843,0.228,13.4,0.437,0.232,13.6,0.467,100,7849,96.57,9.0
2025/11/21 05:00:00,0.271,13.0,0.787,0.228,13.4,0.437,0.232,13.6,0.467,100,7849,96.55,9.0
2025/11/21 06:00:00,0.301,12.9,0.782,0.228,13.4,0.436,0.232,13.6,0.467,100,7846,96.51,8.8
2025/11/21 07:00:00,0.322,12.7,0.842,0.228,13.4,0.438,0.232,13.6,0.466,100,7830,96.45,8.2
2025/11/21 08:00:00,0.341,12.6,1.031,0.228,13.3,0.441,0.232,13.6,0.467,100,7830,96.43,7.9
2025/11/21 09:00:00,0.358,12.4,1.158,0.229,13.2,0.443,0.232,13.7,0.467,100,7829,96.29,7.7
2025/11/21 10:00:00,0.35,12.3,1.2,0.231,13.2,0.445,0.232,13.7,0.466,100,7829,96.26,7.8
2025/11/21 11:00:00,0.346,12.2,1.214,0.237,13.1,0.437,0.232,13.7,0.463,100,7829,96.26,8.0
2025/11/21 12:00:00,0.352,12.1,1.199,0.245,13.0,0.426,0.233,13.6,0.465,100,7828,96.27,8.2
2025/11/21 13:00:00,0.376,12.0,1.191,0.292,13.0,0.521,0.233,13.6,0.422,100,7826,96.26,8.0
2025/11/21 14:00:00,0.361,11.8,1.243,0.328,12.8,1.073,0.233,13.6,0.407,100,7822,96.3,7.5
2025/11/21 15:00:00,0.355,11.8,1.249,0.331,12.8,1.33,0.233,13.6,0.411,100,7822,96.33,7.2
2025/11/21 16:00:00,0.36,11.7,1.239,0.335,12.7,1.454,0.233,13.6,0.415,100,7821,96.36,6.9
2025/11/21 17:00:00,0.363,11.6,1.239,0.34,12.7,1.586,0.233,13.6,0.423,100,7822,96.38,7.1
2025/11/21 18:00:00,0.358,11.6,1.25,0.34,12.6,1.671,0.234,13.6,0.444,100,7819,96.38,7.2
2025/11/21 19:00:00,0.359,11.6,1.238,0.342,12.6,1.704,0.234,13.5,0.481,100,7822,96.35,7.3
2025/11/21 20:00:00,0.354,11.6,1.256,0.341,12.5,1.73,0.234,13.5,0.523,100,7818,96.34,7.1
2025/11/21 21:00:00,0.35,11.6,1.264,0.34,12.5,1.747,0.235,13.5,0.569,100,7817,96.38,6.9
2025/11/21 22:00:00,0.351,11.6,1.27,0.341,12.5,1.755,0.235,13.4,0.614,100,7817,96.42,6.8
2025/11/21 23:00:00,0.348,11.6,1.284,0.342,12.4,1.761,0.236,13.4,0.678,100,7816,96.46,6.2
2025/11/22 00:00:00,0.342,11.5,1.294,0.341,12.4,1.779,0.237,13.4,0.729,100,7814,96.56,5.3
2025/11/22 01:00:00,0.334,11.4,1.316,0.339,12.4,1.793,0.237,13.4,0.773,100,7811,96.63,4.9
2025/11/22 02:00:00,0.332,11.3,1.322,0.338,12.4,1.802,0.237,13.3,0.813,100,7810,96.67,4.8
2025/11/22 03:00:00,0.326,11.2,1.339,0.337,12.3,1.808,0.237,13.3,0.857,100,7809,96.78,4.9
2025/11/22 04:00:00,0.32,11.1,1.354,0.336,12.3,1.809,0.237,13.3,0.889,100,7805,96.84,4.8
2025/11/22 05:00:00,0.317,11.0,1.359,0.335,12.2,1.809,0.238,13.3,0.92,100,7804,96.89,4.7
2025/11/22 06:00:00,0.318,10.9,1.344,0.334,12.2,1.814,0.238,13.2,0.943,100,7804,96.92,4.6
2025/11/22 07:00:00,0.319,10.8,1.339,0.334,12.1,1.822,0.238,13.2,0.967,98,7789,96.97,4.7
2025/11/22 08:00:00,0.323,10.7,1.322,0.333,12.1,1.821,0.238,13.2,0.992,98,7789,97.0,4.2
2025/11/22 09:00:00,0.326,10.6,1.306,0.332,12.0,1.807,0.238,13.2,1.007,98,7788,96.99,2.5
2025/11/22 10:00:00,0.329,10.4,1.297,0.332,12.0,1.81,0.238,13.1,1.019,98,7786,96.99,1.4
2025/11/22 11:00:00,0.332,10.3,1.278,0.331,11.9,1.814,0.238,13.1,1.031,98,7784,96.99,0.8
2025/11/22 12:00:00,0.339,10.1,1.252,0.331,11.8,1.821,0.239,13.1,1.047,97,7783,97.01,0.5
2025/11/22 13:00:00,0.341,9.9,1.253,0.33,11.7,1.824,0.239,13.0,1.05,97,7781,97.08,0.5
2025/11/22 14:00:00,0.342,9.7,1.238,0.33,11.6,1.822,0.239,13.0,1.052,100,7814,97.11,1.0
2025/11/22 15:00:00,0.343,9.6,1.234,0.33,11.5,1.829,0.239,13.0,1.076,100,7890,97.2,4.5
2025/11/22 16:00:00,0.344,9.4,1.227,0.329,11.4,1.828,0.239,12.9,1.079,100,8004,97.27,8.8
2025/11/22 17:00:00,0.344,9.4,1.224,0.329,11.3,1.83,0.239,12.9,1.084,100,8095,97.31,11.9
2025/11/22 18:00:00,0.344,9.6,1.221,0.328,11.3,1.832,0.239,12.8,1.089,100,8164,97.32,15.4
2025/11/22 19:00:00,0.344,10.0,1.219,0.328,11.2,1.833,0.239,12.8,1.094,100,8218,97.25,17.6
2025/11/22 20:00:00,0.343,10.6,1.215,0.328,11.2,1.822,0.239,12.8,1.099,100,8253,97.19,18.5
2025/11/22 21:00:00,0.342,11.1,1.206,0.328,11.2,1.827,0.239,12.7,1.109,100,8265,97.13,18.6
2025/11/22 22:00:00,0.342,11.5,1.209,0.328,11.3,1.827,0.239,12.7,1.114,100,8256,97.13,18.0
2025/11/22 23:00:00,0.341,11.7,1.212,0.327,11.4,1.828,0.239,12.6,1.125,100,8236,97.13,16.4
2025/11/23 00:00:00,0.341,11.8,1.207,0.327,11.5,1.816,0.239,12.6,1.13,100,8222,97.16,13.3
2025/11/23 01:00:00,0.341,11.7,1.211,0.327,11.6,1.813,0.24,12.6,1.137,100,8216,97.21,11.6
2025/11/23 02:00:00,0.341,11.6,1.212,0.326,11.7,1.822,0.24,12.6,1.147,100,8208,97.24,10.9
2025/11/23 03:00:00,0.34,11.4,1.211,0.326,11.7,1.828,0.24,12.6,1.155,100,8204,97.25,10.2
2025/11/23 04:00:00,0.34,11.3,1.204,0.326,11.8,1.829,0.24,12.6,1.158,100,8194,97.26,9.9
2025/11/23 05:00:00,0.34,11.2,1.197,0.325,11.8,1.83,0.24,12.6,1.16,100,8191,97.27,9.8
2025/11/23 06:00:00,0.34,11.1,1.209,0.325,11.8,1.827,0.24,12.6,1.168,100,8188,97.27,9.4
2025/11/23 07:00:00,0.34,11.0,1.21,0.325,11.8,1.833,0.24,12.6,1.17,100,8179,97.3,8.8
2025/11/23 08:00:00,0.34,10.9,1.208,0.324,11.7,1.831,0.24,12.6,1.176,100,8176,97.3,6.7
2025/11/23 09:00:00,0.339,10.8,1.201,0.324,11.7,1.828,0.24,12.6,1.181,100,8172,97.28,5.9
