z6-12560,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8
# Records: 3050,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
2025/11/19 22:00:00,0.278,13.4,0.616,0.249,12.8,0.551,0.163,13.2,0.317,100,8558,96.71,18.2
2025/11/19 23:00:00,0.278,13.6,0.618,0.249,12.9,0.55,0.163,13.2,0.317,100,8541,96.7,15.4
2025/11/20 00:00:00,0.278,13.5,0.615,0.249,13.0,0.55,0.163,13.2,0.32,100,8520,96.68,13.7
2025/11/20 01:00:00,0.277,13.3,0.617,0.249,13.2,0.551,0.163,13.2,0.323,100,8503,96.66,12.7
2025/11/20 02:00:00,0.277,13.2,0.618,0.249,13.2,0.551,0.163,13.2,0.323,100,8489,96.58,11.9
2025/11/20 03:00:00,0.277,13.1,0.617,0.249,13.2,0.55,0.163,13.3,0.322,100,8475,96.59,11.4
2025/11/20 04:00:00,0.277,13.0,0.618,0.249,13.2,0.55,0.163,13.3,0.319,100,8465,96.58,11.3
2025/11/20 05:00:00,0.277,12.9,0.617,0.249,13.2,0.552,0.163,13.4,0.319,100,8456,96.59,11.0
2025/11/20 06:00:00,0.277,12.8,0.618,0.248,13.2,0.552,0.163,13.4,0.322,100,8446,96.54,10.7
2025/11/20 07:00:00,0.277,12.7,0.618,0.249,13.2,0.552,0.163,13.4,0.322,100,8422,96.49,10.9
2025/11/20 08:00:00,0.277,12.7,0.617,0.248,13.2,0.551,0.163,13.4,0.323,100,8415,96.48,10.4
2025/11/20 09:00:00,0.277,12.6,0.617,0.248,13.1,0.551,0.163,13.4,0.323,100,8406,96.51,8.8
2025/11/20 10:00:00,0.277,12.4,0.617,0.248,13.1,0.551,0.163,13.4,0.323,100,8400,96.51,8.6
2025/11/20 11:00:00,0.277,12.3,0.617,0.248,13.1,0.55,0.163,13.4,0.323,100,8394,96.45,8.8
2025/11/20 12:00:00,0.277,12.2,0.616,0.248,13.0,0.55,0.163,13.4,0.323,100,8389,96.43,8.2
2025/11/20 13:00:00,0.277,12.1,0.617,0.248,13.0,0.55,0.163,13.4,0.323,100,8387,96.42,8.2
2025/11/20 14:00:00,0.277,12.0,0.615,0.248,12.9,0.551,0.163,13.4,0.321,100,8380,96.42,8.6
2025/11/20 15:00:00,0.277,12.0,0.616,0.248,12.9,0.548,0.164,13.4,0.32,100,8380,96.44,9.0
2025/11/20 16:00:00,0.277,12.0,0.614,0.248,12.8,0.547,0.164,13.4,0.318,100,8399,96.5,10.1
2025/11/20 17:00:00,0.277,12.2,0.616,0.248,12.8,0.548,0.163,13.4,0.318,100,8412,96.55,11.3
2025/11/20 18:00:00,0.277,12.4,0.615,0.248,12.8,0.549,0.163,13.4,0.318,100,8449,96.5,12.3
2025/11/20 19:00:00,0.277,12.7,0.616,0.248,12.8,0.549,0.163,13.3,0.318,100,8539,96.42,14.1
2025/11/20 20:00:00,0.277,13.1,0.616,0.248,12.8,0.549,0.163,13.3,0.32,100,8542,96.36,15.7
2025/11/20 21:00:00,0.277,13.5,0.615,0.248,12.9,0.55,0.163,13.3,0.318,100,8525,96.32,15.1
2025/11/20 22:00:00,0.277,13.7,0.616,0.248,13.1,0.548,0.163,13.3,0.318,100,8498,96.32,13.9
2025/11/20 23:00:00,0.276,13.7,0.619,0.247,13.2,0.55,0.163,13.3,0.318,100,8484,96.34,13.0
2025/11/21 00:00:00,0.276,13.6,0.617,0.247,13.3,0.551,0.164,13.3,0.321,100,8464,96.29,11.7
2025/11/21 01:00:00,0.276,13.4,0.617,0.247,13.4,0.552,0.164,13.4,0.323,100,8453,96.25,10.5
2025/11/21 02:00:00,0.276,13.3,0.618,0.247,13.4,0.552,0.164,13.4,0.323,100,8440,96.32,9.4
