z6-12555,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8, 
# Records: 3169,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2025/11/14 23:00:00,40360,25435,6187,2405,26519,6087,2383,25268,6120,2337,2100,8437,9693,7392,UTC+00:00
2025/11/15 00:00:00,40361,25430,6200,2405,26514,6104,2383,25268,6120,2336,2100,8401,9692,6738,UTC+00:00
2025/11/15 01:00:00,40362,25427,6200,2404,26513,6116,2384,25268,6128,2337,2100,8390,9691,6264,UTC+00:00
2025/11/15 02:00:00,40363,25425,6191,2405,26510,6127,2384,25268,6130,2339,2100,8382,9690,6591,UTC+00:00
2025/11/15 03:00:00,40364,25424,6186,2406,26510,6130,2384,25268,6135,2338,2100,8369,9685,6678,UTC+00:00
2025/11/15 04:00:00,40365,25421,6182,2406,26508,6134,2384,25268,6140,2339,2100,8360,9682,6643,UTC+00:00
2025/11/15 05:00:00,40366,25420,6190,2405,26507,6140,2385,25267,6146,2338,2100,8349,9682,6569,UTC+00:00
2025/11/15 06:00:00,40367,25418,6190,2406,26506,6140,2385,25267,6150,2338,2100,8336,9680,6452,UTC+00:00
2025/11/15 07:00:00,40369,25417,6182,2405,26505,6145,2385,25265,6152,2339,2100,8314,9675,6434,UTC+00:00
2025/11/15 08:00:00,40370,25416,6180,2406,26504,6150,2384,25265,6160,2339,2100,8308,9668,6392,UTC+00:00
2025/11/15 09:00:00,40371,25415,6180,2407,26503,6150,2385,25264,6160,2339,2100,8298,9664,6168,UTC+00:00
2025/11/15 10:00:00,40372,25414,6170,2407,26502,6150,2384,25264,6169,2339,2100,8292,9662,5852,UTC+00:00
2025/11/15 11:00:00,40373,25414,6157,2408,26502,6150,2384,25264,6170,2339,2100,8288,9658,5673,UTC+00:00
2025/11/15 12:00:00,40374,25416,6143,2407,26501,6150,2385,25262,6170,2340,2100,8283,9655,5570,UTC+00:00
2025/11/15 13:00:00,40375,25415,6126,2405,26501,6140,2385,25262,6174,2340,2100,8281,9653,5552,UTC+00:00
2025/11/15 14:00:00,40376,25417,6110,2406,26502,6137,2385,25263,6180,2341,2100,8282,9661,5581,UTC+00:00
2025/11/15 15:00:00,40377,25416,6095,2405,26502,6130,2385,25264,6180,2341,2100,8296,9680,5895,UTC+00:00
2025/11/15 16:00:00,40378,25414,6090,2404,26501,6124,2384,25264,6180,2341,2100,8344,9690,6430,UTC+00:00
2025/11/15 17:00:00,40379,25409,6097,2404,26500,6120,2384,25264,6180,2341,2100,8444,9694,6893,UTC+00:00
2025/11/15 18:00:00,40380,25402,6115,2403,26497,6120,2384,25264,6180,2340,2100,8513,9693,7238,UTC+00:00
2025/11/15 19:00:00,40381,25395,6137,2404,26495,6120,2384,25265,6180,2341,2100,8532,9691,7492,UTC+00:00
2025/11/15 20:00:00,40382,25389,6160,2402,26492,6124,2384,25264,6180,2340,2100,8543,9689,7628,UTC+00:00
