z6-12558,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8, 
# Records: 3025,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2025/11/20 23:00:00,34606,26909,6322,2631,26686,6310,2656,25574,6349,2711,2090,7718,9654,6391,UTC+00:00
2025/11/21 00:00:00,34607,26768,6280,2636,26714,6280,2658,25589,6330,2713,2090,7716,9649,6190,UTC+00:00
2025/11/21 01:00:00,34608,26771,6277,2636,26725,6280,2659,25589,6325,2713,2089,7713,9645,6063,UTC+00:00
2025/11/21 02:00:00,34609,26772,6267,2636,26734,6280,2659,25589,6320,2712,2089,7712,9651,5979,UTC+00:00
2025/11/21 03:00:00,34610,26774,6258,2636,26741,6282,2659,25592,6320,2713,2089,7711,9652,5921,UTC+00:00
2025/11/21 04:00:00,34611,26822,6245,2636,26738,6290,2659,25596,6320,2714,2089,7710,9645,5895,UTC+00:00
2025/11/21 05:00:00,34612,27574,6230,2637,26739,6283,2659,25594,6320,2714,2088,7707,9643,5891,UTC+00:00
2025/11/21 06:00:00,34613,28758,6212,2651,26743,6280,2659,25596,6320,2714,2088,7704,9639,5860,UTC+00:00
2025/11/21 07:00:00,34615,28975,6195,2677,26773,6280,2659,25595,6322,2715,2087,7691,9633,5811,UTC+00:00
2025/11/21 08:00:00,34616,29125,6176,2686,27129,6279,2660,25594,6330,2715,2087,7693,9631,5781,UTC+00:00
2025/11/21 09:00:00,34617,29219,6154,2690,27893,6270,2679,25591,6330,2716,2087,7693,9618,5756,UTC+00:00
2025/11/21 10:00:00,34618,29077,6137,2688,27992,6260,2689,25592,6330,2715,2087,7692,9614,5762,UTC+00:00
2025/11/21 11:00:00,34619,29034,6130,2687,27965,6256,2690,25601,6330,2715,2087,7693,9614,5786,UTC+00:00
2025/11/21 12:00:00,34620,29106,6121,2687,27978,6250,2690,25609,6330,2715,2087,7692,9615,5805,UTC+00:00
2025/11/21 13:00:00,34621,29346,6106,2690,28182,6239,2696,25763,6322,2723,2087,7693,9614,5778,UTC+00:00
2025/11/21 14:00:00,34622,29198,6083,2688,28131,6228,2697,27210,6320,2764,2086,7689,9617,5734,UTC+00:00
2025/11/21 15:00:00,34623,29178,6076,2687,28081,6220,2696,27471,6320,2774,2086,7690,9620,5700,UTC+00:00
2025/11/21 16:00:00,34624,29223,6068,2687,28112,6215,2696,27627,6320,2772,2087,7692,9623,5686,UTC+00:00
2025/11/21 17:00:00,34625,29196,6060,2686,28113,6210,2696,27844,6316,2771,2087,7697,9626,5711,UTC+00:00
2025/11/21 18:00:00,34626,29164,6060,2686,28090,6201,2696,28040,6310,2770,2087,7693,9626,5721,UTC+00:00
2025/11/21 19:00:00,34627,29167,6060,2685,28084,6200,2696,28150,6310,2770,2087,7697,9623,5718,UTC+00:00
2025/11/21 20:00:00,34628,29137,6060,2685,28077,6193,2696,28208,6310,2768,2087,7698,9622,5702,UTC+00:00
2025/11/21 21:00:00,34629,29120,6060,2685,28061,6190,2695,28236,6310,2768,2087,7694,9625,5667,UTC+00:00
2025/11/21 22:00:00,34630,29223,6060,2686,28088,6190,2696,28267,6302,2769,2087,7697,9630,5656,UTC+00:00
2025/11/21 23:00:00,34631,29180,6054,2686,28115,6181,2696,28328,6300,2771,2087,7694,9634,5603,UTC+00:00
2025/11/22 00:00:00,34632,29144,6050,2685,28099,6180,2696,28358,6300,2771,2087,7691,9644,5511,UTC+00:00
2025/11/22 01:00:00,34633,29116,6041,2685,28082,6180,2695,28367,6300,2770,2087,7692,9651,5468,UTC+00:00
2025/11/22 02:00:00,34634,29065,6031,2685,28067,6172,2694,28363,6300,2769,2087,7691,9655,5460,UTC+00:00
2025/11/22 03:00:00,34635,29033,6022,2684,28051,6170,2694,28357,6293,2769,2086,7689,9665,5462,UTC+00:00
2025/11/22 04:00:00,34636,29011,6012,2684,28044,6169,2694,28351,6290,2768,2086,7689,9672,5460,UTC+00:00
2025/11/22 05:00:00,34637,28988,6006,2684,28040,6160,2693,28349,6290,2767,2086,7686,9676,5444,UTC+00:00
2025/11/22 06:00:00,34638,28974,5997,2684,28021,6160,2693,28344,6290,2766,2086,7685,9679,5432,UTC+00:00
2025/11/22 07:00:00,34640,28959,5988,2684,28014,6152,2693,28337,6290,2766,2085,7682,9684,5417,UTC+00:00
2025/11/22 08:00:00,34641,28951,5980,2683,28008,6150,2693,28331,6284,2765,2085,7681,9688,5383,UTC+00:00
2025/11/22 09:00:00,34642,28937,5972,2683,28002,6146,2692,28324,6280,2765,2085,7681,9686,5187,UTC+00:00
2025/11/22 10:00:00,34643,28927,5958,2683,27999,6140,2692,28319,6280,2765,2085,7679,9687,5098,UTC+00:00
2025/11/22 11:00:00,34644,28918,5941,2683,27994,6135,2692,28312,6280,2764,2085,7675,9687,5005,UTC+00:00
2025/11/22 12:00:00,34645,28912,5923,2683,27991,6130,2691,28310,6280,2764,2085,7678,9689,4997,UTC+00:00
2025/11/22 13:00:00,34646,28905,5905,2683,27987,6123,2691,28305,6278,2764,2084,7673,9695,4960,UTC+00:00
2025/11/22 14:00:00,34647,28899,5887,2682,27984,6117,2691,28302,6270,2763,2085,7680,9697,4921,UTC+00:00
2025/11/22 15:00:00,34648,28892,5870,2682,27983,6110,2691,28300,6270,2763,2094,7755,9706,5309,UTC+00:00
2025/11/22 16:00:00,34649,28888,5860,2682,27977,6101,2691,28296,6270,2763,2100,7874,9714,5859,UTC+00:00
2025/11/22 17:00:00,34650,28880,5862,2681,27965,6093,2691,28294,6269,2763,2100,7988,9718,6267,UTC+00:00
2025/11/22 18:00:00,34651,28876,5883,2680,27962,6085,2690,28289,6260,2762,2100,8086,9719,6637,UTC+00:00
2025/11/22 19:00:00,34652,28873,5931,2678,27959,6080,2690,28285,6260,2762,2100,8168,9712,6921,UTC+00:00
2025/11/22 20:00:00,34653,28866,5996,2678,27955,6080,2690,28283,6260,2762,2100,8236,9706,7051,UTC+00:00
2025/11/22 21:00:00,34654,28855,6062,2678,27955,6080,2689,28281,6256,2762,2100,8282,9700,7067,UTC+00:00
2025/11/22 22:00:00,34655,28843,6114,2679,27954,6085,2689,28278,6250,2762,2100,8300,9701,7001,UTC+00:00
2025/11/22 23:00:00,34656,28829,6145,2680,27953,6096,2689,28276,6250,2762,2100,8290,9702,6787,UTC+00:00
2025/11/23 00:00:00,34657,28820,6150,2681,27952,6108,2688,28269,6250,2761,2100,8270,9704,6257,UTC+00:00
2025/11/23 01:00:00,34658,28811,6137,2682,27950,6121,2688,28268,6243,2761,2100,8265,9708,5922,UTC+00:00
2025/11/23 02:00:00,34659,28804,6115,2683,27947,6130,2689,28267,6240,2761,2100,8258,9711,5834,UTC+00:00
2025/11/23 03:00:00,34660,28796,6093,2683,27946,6139,2689,28266,6240,2761,2100,8251,9713,5798,UTC+00:00
2025/11/23 04:00:00,34661,28791,6075,2683,27941,6140,2689,28263,6240,2761,2100,8248,9714,5772,UTC+00:00
2025/11/23 05:00:00,34662,28783,6061,2683,27937,6140,2689,28263,6240,2761,2100,8242,9714,5709,UTC+00:00
2025/11/23 06:00:00,34663,28776,6046,2682,27935,6140,2689,28262,6240,2761,2100,8237,9714,5687,UTC+00:00
2025/11/23 07:00:00,34665,28774,6034,2682,27933,6140,2689,28260,6240,2761,2100,8232,9716,5596,UTC+00:00
2025/11/23 08:00:00,34666,28770,6020,2682,27930,6140,2689,28257,6240,2761,2100,8229,9717,5513,UTC+00:00
2025/11/23 09:00:00,34667,28763,6003,2682,27931,6140,2689,28255,6240,2761,2100,8226,9715,5454,UTC+00:00
2025/11/23 10:00:00,34668,28759,5984,2681,27921,6132,2689,28254,6240,2761,2100,8225,9713,5504,UTC+00:00
2025/11/23 11:00:00,34669,28756,5970,2681,27920,6130,2689,28252,6240,2761,2100,8223,9711,5502,UTC+00:00
2025/11/23 12:00:00,34670,28751,5959,2681,27918,6125,2689,28251,6240,2760,2100,8221,9708,5445,UTC+00:00
2025/11/23 13:00:00,34671,28748,5947,2680,27917,6120,2689,28249,6240,2760,2100,8217,9709,5456,UTC+00:00
