z6-12558,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port4,Port4,Port4,Port4,Port5,Port5,Port7,Port7,Port8,Port8, 
# Records: 7165,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,ATMOS 14 Humidity/Temp/Barometer,ATMOS 14 Humidity/Temp/Barometer,ATMOS 14 Humidity/Temp/Barometer,ATMOS 14 Humidity/Temp/Barometer,ECRN-100 Precipitation,ECRN-100 Precipitation,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Air Temperature,raw  Vapor Pressure,raw  Atmospheric Pressure,raw  VPD,raw  Precipitation,raw  Max Precip Rate,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2021/06/30 19:00:00,554,23417,7546,1859,21753,7427,1730,27433,7350,2780,7654,2792,9701,0.6765508365318356,0,0,2100,8336,9693,7794,UTC+00:00
2021/06/30 20:00:00,555,23394,7599,1860,21756,7447,1729,27429,7342,2780,7616,2753,9697,0.6386273839856065,0,0,2100,8343,9688,7743,UTC+00:00
2021/06/30 21:00:00,556,23366,7634,1861,21755,7468,1727,27424,7340,2780,7730,2779,9694,0.8479798877822486,0,0,2100,8389,9684,7888,UTC+00:00
2021/06/30 22:00:00,557,23328,7692,1859,21753,7489,1725,27422,7340,2779,7762,2719,9689,0.9765535523739994,0,0,2100,8391,9680,8003,UTC+00:00
2021/06/30 23:00:00,558,23300,7746,1860,21754,7513,1725,27419,7340,2779,7666,2683,9688,0.8101568392006739,0,0,2100,8372,9679,7888,UTC+00:00
2021/07/01 00:00:00,559,23291,7758,1860,21756,7540,1724,27413,7340,2779,7623,2700,9683,0.70568449781458,0,0,2100,8364,9675,7715,UTC+00:00
2021/07/01 01:00:00,560,23285,7742,1862,21753,7558,1724,27413,7347,2779,7642,2713,9683,0.7310963075613213,0,0,2100,8354,9674,7759,UTC+00:00
2021/07/01 02:00:00,561,23287,7712,1863,21754,7570,1724,27411,7350,2779,7477,2657,9686,0.46579293184376525,0,0,2100,8331,9677,7563,UTC+00:00
2021/07/01 03:00:00,562,23291,7669,1863,21754,7570,1724,27411,7350,2780,7317,2637,9688,0.19956329914048654,0,0,2100,8318,9679,7318,UTC+00:00
2021/07/01 04:00:00,563,23296,7622,1863,21753,7564,1724,27408,7352,2780,7256,2642,9690,0.09164135490384728,0,0,2100,8309,9681,7209,UTC+00:00
2021/07/01 05:00:00,564,23302,7578,1863,21752,7552,1724,27410,7360,2780,7242,2657,9688,0.053486341461853826,0,0,2100,8299,9678,7184,UTC+00:00
2021/07/01 06:00:00,566,23307,7541,1863,21751,7536,1725,27409,7360,2780,7221,2625,9687,0.05107563849366725,0,0,2100,8285,9677,7176,UTC+00:00
2021/07/01 07:00:00,567,23313,7508,1862,21749,7521,1725,27408,7360,2779,7144,2549,9686,0.004151930717280372,0,0,2100,8279,9676,7111,UTC+00:00
2021/07/01 08:00:00,568,23318,7479,1860,21750,7505,1724,27409,7365,2779,7163,2584,9683,0.0,0,0,2100,8274,9674,7120,UTC+00:00
2021/07/01 09:00:00,569,23322,7452,1860,21749,7489,1724,27407,7370,2780,7154,2569,9680,0.0,0,0,2100,8267,9670,7123,UTC+00:00
2021/07/01 10:00:00,570,23324,7430,1862,21748,7474,1725,27407,7370,2780,7103,2491,9680,0.0,0,0,2100,8263,9670,7074,UTC+00:00
2021/07/01 11:00:00,571,23325,7407,1859,21748,7458,1724,27406,7370,2780,7107,2498,9682,0.0,0,0,2100,8258,9673,7073,UTC+00:00
2021/07/01 12:00:00,572,23329,7385,1858,21749,7445,1724,27405,7367,2780,7093,2460,9684,0.014483000364251097,0,0,2100,8252,9676,7046,UTC+00:00
2021/07/01 13:00:00,573,23328,7368,1858,21750,7430,1724,27401,7360,2781,7132,2490,9689,0.044447231728569125,0,0,2100,8251,9680,7080,UTC+00:00
2021/07/01 14:00:00,574,23324,7360,1858,21749,7416,1725,27400,7360,2780,7213,2595,9689,0.06806772497351599,0,0,2100,8257,9680,7186,UTC+00:00
2021/07/01 15:00:00,575,23310,7369,1857,21749,7408,1724,27399,7360,2780,7313,2605,9693,0.22471195891347495,0,0,2100,8263,9684,7301,UTC+00:00
2021/07/01 16:00:00,576,23298,7388,1858,21749,7400,1724,27396,7360,2780,7399,2582,9697,0.398250074487696,0,0,2100,8276,9687,7424,UTC+00:00
2021/07/01 17:00:00,577,23286,7412,1857,21748,7400,1723,27394,7350,2780,7497,2558,9701,0.6022882964301748,0,0,2100,8290,9691,7548,UTC+00:00
2021/07/01 18:00:00,578,23262,7447,1857,21748,7403,1724,27389,7350,2780,7586,2391,9696,0.9409549271941162,0,0,2100,8309,9688,7674,UTC+00:00
2021/07/01 19:00:00,579,23235,7491,1857,21747,7411,1723,27387,7350,2781,7635,2256,9691,1.1739008035836402,0,0,2100,8344,9683,7731,UTC+00:00
2021/07/01 20:00:00,580,23193,7539,1855,21746,7425,1719,27380,7348,2781,7733,2132,9686,1.5013611419507775,0,0,2100,8368,9679,7888,UTC+00:00
2021/07/01 21:00:00,581,23150,7607,1854,21746,7442,1718,27375,7340,2780,7801,2143,9684,1.6376552262401343,0,0,2100,8403,9675,7980,UTC+00:00
2021/07/01 22:00:00,582,23098,7683,1852,21744,7466,1718,27373,7340,2780,7901,2059,9683,1.947722810433529,0,0,2100,8418,9674,8162,UTC+00:00
2021/07/01 23:00:00,583,23058,7759,1852,21744,7496,1717,27367,7340,2779,7800,1989,9681,1.7894519582726403,0,0,2100,8403,9674,8031,UTC+00:00
2021/07/02 00:00:00,584,23034,7780,1852,21744,7529,1718,27362,7340,2779,7737,2010,9679,1.6318847219318418,0,0,2100,8388,9672,7893,UTC+00:00
2021/07/02 01:00:00,585,23018,7763,1853,21743,7554,1716,27359,7340,2779,7715,1974,9681,1.6212201204296603,0,0,2100,8374,9674,7811,UTC+00:00
2021/07/02 02:00:00,586,23016,7722,1853,21743,7568,1716,27354,7341,2779,7495,2015,9685,1.1415211394795217,0,0,2100,8349,9678,7581,UTC+00:00
2021/07/02 03:00:00,587,23019,7668,1855,21742,7570,1716,27353,7350,2779,7311,2048,9688,0.7782917205419664,0,0,2100,8338,9681,7266,UTC+00:00
2021/07/02 04:00:00,588,23025,7610,1853,21739,7560,1716,27353,7350,2779,7242,2088,9694,0.6224863414618538,0,0,2100,8325,9686,7152,UTC+00:00
2021/07/02 05:00:00,589,23031,7555,1852,21739,7545,1716,27352,7350,2779,7157,2089,9696,0.4845516441591933,0,0,2100,8316,9689,7077,UTC+00:00
2021/07/02 06:00:00,591,23042,7507,1852,21737,7526,1717,27349,7357,2779,7110,2114,9697,0.3864667320901405,0,0,2100,8306,9691,7033,UTC+00:00
2021/07/02 07:00:00,592,23049,7464,1851,21735,7505,1716,27352,7360,2779,7064,2117,9698,0.31370329902552063,0,0,2100,8299,9691,6986,UTC+00:00
2021/07/02 08:00:00,593,23056,7424,1851,21734,7485,1717,27348,7360,2779,7022,2120,9697,0.24850134684911218,0,0,2100,8295,9691,6934,UTC+00:00
2021/07/02 09:00:00,594,23061,7388,1851,21734,7463,1716,27347,7360,2780,6975,2110,9699,0.1905519208932902,0,0,2100,8291,9692,6899,UTC+00:00
2021/07/02 10:00:00,595,23069,7356,1851,21734,7443,1716,27348,7360,2780,6925,2116,9700,0.11414654146687431,0,0,2100,8282,9693,6839,UTC+00:00
2021/07/02 11:00:00,596,23074,7325,1850,21734,7422,1716,27345,7360,2780,6924,2113,9701,0.11575791909063016,0,0,2100,8279,9694,6842,UTC+00:00
2021/07/02 12:00:00,597,23079,7296,1848,21735,7402,1716,27344,7360,2781,6879,2114,9705,0.05304913242115594,0,0,2100,8273,9698,6814,UTC+00:00
2021/07/02 13:00:00,598,23082,7271,1846,21734,7383,1715,27341,7352,2781,7050,2252,9708,0.1578121942367372,0,0,2100,8269,9701,7002,UTC+00:00
2021/07/02 14:00:00,599,23080,7260,1845,21733,7365,1716,27341,7350,2779,7236,2368,9714,0.3326154242279613,0,0,2100,8270,9705,7324,UTC+00:00
2021/07/02 15:00:00,600,23057,7267,1845,21733,7350,1714,27338,7350,2778,7498,2529,9717,0.63317334781373,0,0,2100,8279,9708,7662,UTC+00:00
2021/07/02 16:00:00,601,23011,7325,1845,21731,7340,1713,27333,7342,2778,7676,2529,9714,0.9847781212268099,0,0,2100,8290,9707,7866,UTC+00:00
2021/07/02 17:00:00,602,22958,7419,1844,21729,7345,1713,27328,7340,2777,7829,2358,9715,1.4848035323402118,0,0,2100,8327,9707,8028,UTC+00:00
2021/07/02 18:00:00,603,22901,7533,1844,21728,7364,1711,27321,7338,2776,7939,2250,9714,1.8456687253445212,0,0,2100,8371,9705,8136,UTC+00:00
2021/07/02 19:00:00,604,22840,7665,1842,21727,7397,1709,27311,7330,2775,8013,2107,9711,2.1668303986314417,0,0,2100,8403,9702,8232,UTC+00:00
2021/07/02 20:00:00,605,22782,7797,1842,21727,7443,1709,27303,7330,2774,8050,1842,9706,2.5234167276793698,0,0,2100,8430,9698,8265,UTC+00:00
2021/07/02 21:00:00,606,22724,7913,1841,21728,7496,1712,27295,7330,2773,8127,1683,9700,2.8785132381581153,0,0,2100,8441,9694,8357,UTC+00:00
2021/07/02 22:00:00,607,22675,8009,1840,21728,7553,1710,27286,7330,2773,8127,1608,9695,2.953513238158115,0,0,2100,8440,9689,8368,UTC+00:00
2021/07/02 23:00:00,608,22635,8060,1840,21727,7609,1711,27280,7330,2773,8119,1655,9690,2.88578869799273,0,0,2100,8432,9684,8341,UTC+00:00
2021/07/03 00:00:00,609,22610,8062,1839,21726,7657,1708,27273,7330,2773,8055,1688,9686,2.6899234664379623,0,0,2100,8414,9679,8222,UTC+00:00
2021/07/03 01:00:00,610,22600,8017,1839,21723,7690,1711,27268,7337,2773,7928,1821,9685,2.248745920483505,0,0,2100,8387,9678,8015,UTC+00:00
2021/07/03 02:00:00,611,22598,7946,1839,21721,7705,1711,27264,7340,2774,7555,1990,9684,1.2812587950226961,0,0,2100,8360,9677,7627,UTC+00:00
2021/07/03 03:00:00,612,22601,7868,1839,21719,7703,1713,27264,7350,2775,7304,1911,9686,0.9033493476046432,0,0,2100,8342,9680,7276,UTC+00:00
2021/07/03 04:00:00,613,22605,7789,1839,21716,7691,1715,27266,7357,2776,7391,1818,9694,1.1479571739606036,0,0,2100,8332,9687,7297,UTC+00:00
2021/07/03 05:00:00,614,22610,7717,1836,21711,7669,1711,27265,7365,2776,7313,1774,9698,1.055711958913475,0,0,2100,8320,9692,7251,UTC+00:00
2021/07/03 06:00:00,616,22613,7654,1835,21707,7643,1712,27268,7370,2776,7270,1743,9702,1.013969271234276,0,0,2100,8306,9696,7203,UTC+00:00
2021/07/03 07:00:00,617,22618,7596,1834,21705,7616,1711,27268,7377,2777,7232,1706,9703,0.9880523028624357,0,0,2100,8298,9697,7162,UTC+00:00
2021/07/03 08:00:00,618,22624,7545,1834,21703,7588,1714,27266,7380,2777,7084,1685,9700,0.7758228837250023,0,0,2100,8289,9694,7050,UTC+00:00
2021/07/03 09:00:00,619,22629,7498,1833,21704,7560,1711,27265,7381,2777,6866,1710,9699,0.4395033999314104,0,0,2100,8285,9693,6819,UTC+00:00
2021/07/03 10:00:00,620,22638,7451,1832,21704,7533,1710,27267,7390,2777,6809,1687,9698,0.3870340851258389,0,0,2100,8279,9693,6694,UTC+00:00
2021/07/03 11:00:00,621,22645,7407,1830,21701,7507,1711,27265,7390,2777,6815,1668,9698,0.41386721498112444,0,0,2100,8274,9693,6661,UTC+00:00
2021/07/03 12:00:00,622,22651,7364,1828,21701,7480,1708,27264,7389,2778,6817,1667,9700,0.4174840183476263,0,0,2100,8270,9694,6664,UTC+00:00
2021/07/03 13:00:00,623,22655,7328,1826,21700,7454,1708,27261,7380,2778,7031,1799,9700,0.5827116389636924,0,0,2100,8272,9694,6949,UTC+00:00
2021/07/03 14:00:00,624,22652,7303,1826,21699,7429,1708,27262,7380,2777,7303,1856,9703,0.9566469030759774,0,0,2100,8273,9695,7429,UTC+00:00
2021/07/03 15:00:00,625,22627,7305,1826,21698,7408,1707,27258,7380,2776,7519,1885,9704,1.316987055650886,0,0,2100,8273,9696,7730,UTC+00:00
2021/07/03 16:00:00,626,22586,7345,1823,21697,7393,1707,27251,7370,2775,7719,1934,9702,1.6696655651417436,0,0,2100,8286,9695,7961,UTC+00:00
2021/07/03 17:00:00,627,22541,7431,1820,21694,7390,1707,27247,7370,2775,7871,1898,9700,2.0396967910558246,0,0,2100,8318,9693,8136,UTC+00:00
