z6-12558,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port4,Port4,Port4,Port4,Port5,Port5,Port7,Port7,Port8,Port8, 
2022/04/27 20:00:00,8040,25985,6961,2250,25976,6567,2373,28035,6450,2902,7676,1105,9657,2.40877812122681,0,0,2100,8672,9645,7878,UTC+00:00
2022/04/27 21:00:00,8041,25974,7075,2252,25969,6604,2369,28034,6450,2900,7657,1162,9654,2.312688105688879,0,0,2100,8613,9642,7858,UTC+00:00
2022/04/27 22:00:00,8042,25965,7152,2256,25964,6644,2373,28034,6450,2901,7533,1185,9650,2.043772230450691,0,0,2100,8576,9638,7702,UTC+00:00
2022/04/27 23:00:00,8043,25962,7167,2257,25959,6685,2371,28032,6450,2902,7421,1218,9646,1.8018665321770393,0,0,2100,8542,9634,7529,UTC+00:00
2022/04/28 00:00:00,8044,25961,7145,2259,25954,6721,2373,28032,6450,2901,7404,1269,9644,1.7202136871684404,0,0,2100,8514,9632,7459,UTC+00:00
2022/04/28 01:00:00,8045,25959,7114,2260,25950,6747,2371,28033,6455,2899,7309,1269,9646,1.5538750990098522,0,0,2100,8490,9634,7345,UTC+00:00
2022/04/28 02:00:00,8046,25961,7074,2261,25945,6765,2376,28034,6460,2903,7212,1252,9649,1.409445633356093,0,0,2100,8472,9637,7228,UTC+00:00
2022/04/28 03:00:00,8047,25960,7029,2262,25946,6777,2377,28035,6468,2902,7079,1210,9652,1.2432625057332412,0,0,2100,8457,9640,7072,UTC+00:00
2022/04/28 04:00:00,8048,25961,6980,2262,25942,6780,2376,28038,6473,2902,6982,1142,9655,1.168562486936966,0,0,2100,8444,9643,6959,UTC+00:00
2022/04/28 05:00:00,8049,25963,6934,2261,25942,6780,2376,28041,6480,2902,6877,1113,9650,1.0513416424538535,0,0,2100,8435,9638,6873,UTC+00:00
2022/04/28 06:00:00,8051,25964,6894,2260,25940,6773,2376,28042,6490,2903,6787,1086,9650,0.9595333359731131,0,0,2100,8410,9637,6790,UTC+00:00
2022/04/28 07:00:00,8052,25965,6855,2258,25938,6765,2377,28046,6493,2904,6746,1092,9648,0.9013339256588038,0,0,2100,8406,9635,6729,UTC+00:00
2022/04/28 08:00:00,8053,25965,6821,2261,25939,6756,2379,28049,6500,2904,6723,1101,9649,0.8635661351359736,0,0,2100,8401,9636,6699,UTC+00:00
2022/04/28 09:00:00,8054,25965,6792,2261,25940,6744,2376,28052,6506,2905,6747,1153,9649,0.8415930400367908,0,0,2100,8396,9636,6721,UTC+00:00
2022/04/28 10:00:00,8055,25964,6772,2261,25939,6734,2376,28053,6510,2906,6691,1151,9639,0.7741476869841344,0,0,2100,8387,9626,6692,UTC+00:00
2022/04/28 11:00:00,8056,25964,6751,2262,25937,6722,2379,28055,6510,2906,6671,1174,9636,0.7268652157553612,0,0,2100,8382,9622,6661,UTC+00:00
2022/04/28 12:00:00,8057,25963,6730,2261,25939,6712,2379,28056,6520,2905,6592,1133,9637,0.6745575325245039,0,0,2100,8377,9624,6590,UTC+00:00
2022/04/28 13:00:00,8058,25964,6708,2261,25940,6702,2378,28058,6520,2905,6623,1102,9638,0.7416810669189657,0,0,2100,8389,9625,6594,UTC+00:00
2022/04/28 14:00:00,8059,25962,6691,2262,25939,6691,2379,28059,6520,2905,6751,1078,9641,0.9216364789108811,0,0,2100,8440,9629,6757,UTC+00:00
2022/04/28 15:00:00,8060,25958,6698,2260,25940,6681,2378,28059,6520,2906,6881,1129,9640,1.0407595916594135,0,0,2100,8507,9627,7003,UTC+00:00
2022/04/28 16:00:00,8061,25950,6737,2258,25940,6671,2378,28060,6520,2905,7074,1236,9638,1.2097224799333548,0,0,2100,8615,9626,7265,UTC+00:00
2022/04/28 17:00:00,8062,25938,6821,2257,25937,6670,2378,28060,6520,2905,7280,1287,9634,1.4867385323295057,0,0,2100,8674,9622,7519,UTC+00:00
2022/04/28 18:00:00,8063,25928,6940,2255,25935,6677,2377,28060,6520,2905,7504,1390,9627,1.7835043040982093,0,0,2100,8685,9616,7760,UTC+00:00
2022/04/28 19:00:00,8064,25912,7080,2256,25932,6697,2373,28061,6520,2904,7640,1432,9617,2.008035223968356,0,0,2100,8655,9606,7916,UTC+00:00
2022/04/28 20:00:00,8065,25898,7214,2257,25927,6727,2370,28060,6520,2905,7704,1435,9611,2.137084163276085,0,0,2100,8626,9600,7962,UTC+00:00
2022/04/28 21:00:00,8066,25890,7320,2260,25922,6767,2376,28063,6520,2905,7735,1453,9605,2.1846207530772714,0,0,2100,8568,9594,7963,UTC+00:00
2022/04/28 22:00:00,8067,25883,7399,2263,25915,6811,2377,28063,6527,2905,7738,1455,9598,2.189018341682093,0,0,2100,8525,9587,7921,UTC+00:00
2022/04/28 23:00:00,8068,25878,7438,2265,25907,6854,2377,28063,6530,2905,7738,1473,9592,2.1710183416820934,0,0,2100,8494,9581,7896,UTC+00:00
2022/04/29 00:00:00,8069,25873,7444,2268,25900,6895,2378,28068,6530,2907,7582,1546,9589,1.7780683042947147,0,0,2100,8460,9577,7714,UTC+00:00
2022/04/29 01:00:00,8070,25871,7402,2269,25895,6927,2376,28068,6539,2909,7360,1689,9590,1.2221367205393157,0,0,2100,8439,9578,7445,UTC+00:00
2022/04/29 02:00:00,8071,25872,7338,2269,25892,6949,2378,28072,6546,2909,7184,1697,9593,0.9193767621599473,0,0,2100,8424,9582,7204,UTC+00:00
2022/04/29 03:00:00,8072,25873,7268,2271,25888,6960,2380,28075,6553,2909,7013,1645,9597,0.710355294968505,0,0,2100,8411,9585,7031,UTC+00:00
2022/04/29 04:00:00,8073,25874,7201,2268,25886,6960,2378,28075,6562,2910,6885,1581,9599,0.59418942901593,0,0,2100,8400,9586,6884,UTC+00:00
2022/04/29 05:00:00,8074,25876,7139,2267,25886,6959,2378,28080,6571,2910,6833,1489,9602,0.6165225159784942,0,0,2100,8391,9590,6814,UTC+00:00
2022/04/29 06:00:00,8076,25879,7083,2265,25886,6949,2378,28082,6580,2910,6785,1440,9603,0.6029594777873224,0,0,2100,8372,9591,6791,UTC+00:00
2022/04/29 07:00:00,8077,25881,7037,2264,25887,6937,2377,28087,6589,2910,6779,1465,9600,0.5702549420182221,0,0,2100,8368,9588,6774,UTC+00:00
2022/04/29 08:00:00,8078,25881,7002,2266,25886,6924,2377,28090,6598,2911,6740,1487,9593,0.49879387493968963,0,0,2100,8361,9581,6750,UTC+00:00
2022/04/29 09:00:00,8079,25882,6967,2265,25885,6908,2378,28092,6600,2910,6628,1492,9583,0.35756641781266274,0,0,2100,8356,9571,6634,UTC+00:00
2022/04/29 10:00:00,8080,25883,6932,2265,25886,6895,2378,28095,6610,2910,6596,1498,9564,0.3141834288271925,0,0,2100,8352,9551,6582,UTC+00:00
2022/04/29 11:00:00,8081,25883,6900,2265,25887,6879,2380,28099,6610,2911,6617,1507,9555,0.32964035576180706,0,0,2100,8349,9542,6600,UTC+00:00
2022/04/29 12:00:00,8082,25888,6874,2261,25891,6864,2379,28097,6620,2909,6608,1512,9566,0.31412355476523346,1,1,2100,8344,9554,6575,UTC+00:00
2022/04/29 13:00:00,8083,25889,6848,2261,25891,6849,2380,28097,6620,2908,6542,1516,9580,0.2346026726946211,0,0,2100,8341,9568,6530,UTC+00:00
2022/04/29 14:00:00,8084,25889,6821,2263,25893,6835,2378,28097,6620,2908,6477,1503,9579,0.17592153433600566,0,0,2100,8336,9568,6481,UTC+00:00
2022/04/29 15:00:00,8085,25888,6801,2263,25891,6821,2378,28100,6620,2907,6558,1477,9568,0.2916542312814754,1,1,2100,8352,9557,6572,UTC+00:00
2022/04/29 16:00:00,8086,25884,6799,2261,25893,6806,2381,28102,6620,2906,6635,1472,9555,0.3858336189777585,0,0,2100,8423,9544,6706,UTC+00:00
2022/04/29 17:00:00,8087,25877,6821,2261,25894,6794,2379,28103,6620,2907,6981,1664,9539,0.6451300731035656,0,0,2100,8526,9527,7094,UTC+00:00
2022/04/29 18:00:00,8088,25866,6895,2257,25890,6790,2380,28102,6620,2908,7283,1894,9527,0.8847866811011749,0,0,2100,8604,9514,7459,UTC+00:00
2022/04/29 19:00:00,8089,25857,7003,2258,25889,6790,2380,28100,6620,2906,7346,1928,9519,0.958670966645752,0,0,2100,8594,9506,7561,UTC+00:00
2022/04/29 20:00:00,8090,25847,7089,2258,25889,6802,2377,28100,6620,2906,7476,1999,9510,1.12192841357562,0,0,2100,8608,9498,7615,UTC+00:00
2022/04/29 21:00:00,8091,25840,7163,2258,25886,6822,2375,28101,6620,2907,7590,2008,9502,1.3318578891473538,0,0,2100,8567,9491,7727,UTC+00:00
2022/04/29 22:00:00,8092,25832,7219,2259,25882,6847,2378,28100,6620,2906,7624,2023,9492,1.3846968045572634,0,0,2100,8525,9480,7745,UTC+00:00
2022/04/29 23:00:00,8093,25825,7266,2262,25877,6873,2379,28104,6620,2907,7499,2000,9481,1.1640593817129479,0,0,2100,8491,9468,7632,UTC+00:00
2022/04/30 00:00:00,8094,25823,7269,2265,25875,6900,2377,28104,6620,2911,7400,1987,9478,0.9950409145261774,0,0,2100,8463,9466,7437,UTC+00:00
2022/04/30 01:00:00,8095,27047,7207,2285,25887,6921,2376,28108,6620,2911,6928,1751,9483,0.4833169601353391,12,1,2100,8444,9471,6984,UTC+00:00
2022/04/30 02:00:00,8096,28345,7052,2327,27019,6944,2411,28465,6628,2932,6567,1453,9510,0.32587991101165326,12,1,2100,8431,9498,6591,UTC+00:00
2022/04/30 03:00:00,8097,28593,6929,2337,28329,6952,2467,29196,6636,2976,6620,1406,9525,0.43415775465922457,0,0,2100,8424,9514,6504,UTC+00:00
2022/04/30 04:00:00,8098,28619,6869,2336,28341,6926,2469,29185,6640,2966,6563,1321,9510,0.45332877168128194,0,0,2100,8418,9498,6547,UTC+00:00
2022/04/30 05:00:00,8099,28652,6817,2340,28346,6899,2469,29176,6642,2962,6367,1286,9507,0.27747765138226166,0,0,2100,8408,9495,6368,UTC+00:00
2022/04/30 06:00:00,8101,28687,6762,2343,28358,6870,2472,29190,6650,2960,6290,1276,9518,0.21087701112701351,0,0,2100,8387,9506,6275,UTC+00:00
2022/04/30 07:00:00,8102,28715,6706,2346,28366,6842,2471,29193,6650,2959,6261,1244,9525,0.21489503685752132,0,0,2100,8384,9513,6239,UTC+00:00
2022/04/30 08:00:00,8103,28737,6655,2346,28380,6815,2474,29201,6650,2959,6233,1241,9533,0.19131861802221328,0,0,2100,8379,9520,6185,UTC+00:00
2022/04/30 09:00:00,8104,28766,6607,2348,28391,6788,2470,29205,6650,2959,6211,1229,9537,0.1827369380559043,0,0,2100,8377,9524,6160,UTC+00:00
2022/04/30 10:00:00,8105,28794,6561,2349,28402,6761,2474,29202,6650,2959,6185,1171,9541,0.216749027434747,0,0,2100,8371,9528,6130,UTC+00:00
2022/04/30 11:00:00,8106,28822,6519,2352,28422,6734,2472,29219,6650,2959,6130,1128,9543,0.2101841928127548,0,0,2100,8368,9531,6079,UTC+00:00
2022/04/30 12:00:00,8107,28840,6478,2353,28439,6709,2475,29226,6650,2959,6115,1116,9546,0.20893995874160542,0,0,2100,8366,9534,6067,UTC+00:00
2022/04/30 13:00:00,8108,28853,6448,2351,28447,6682,2473,29232,6650,2960,6162,1027,9555,0.3398287420052941,0,0,2100,8364,9542,6138,UTC+00:00
2022/04/30 14:00:00,8109,28863,6429,2355,28457,6659,2474,29225,6642,2959,6134,985,9565,0.35673561354980865,0,0,2100,8371,9552,6151,UTC+00:00
2022/04/30 15:00:00,8110,28868,6420,2356,28465,6637,2475,29224,6640,2959,6139,970,9575,0.3761865559679729,0,0,2100,8398,9562,6178,UTC+00:00
2022/04/30 16:00:00,8111,28865,6429,2355,28471,6617,2473,29236,6635,2958,6192,966,9582,0.4281717565501122,0,0,2100,8432,9569,6242,UTC+00:00
2022/04/30 17:00:00,8112,28858,6450,2354,28474,6602,2474,29236,6630,2958,6310,981,9588,0.5254489436060134,0,0,2100,8452,9575,6353,UTC+00:00
2022/04/30 18:00:00,8113,28850,6472,2357,28478,6591,2473,29236,6621,2959,6354,952,9594,0.59830665976962,0,0,2100,8470,9581,6412,UTC+00:00
2022/04/30 19:00:00,8114,28844,6485,2359,28482,6582,2472,29234,6617,2958,6372,945,9599,0.6235695536944722,0,0,2100,8493,9585,6434,UTC+00:00
2022/04/30 20:00:00,8115,28673,6491,2355,28482,6580,2470,29236,6610,2957,6360,932,9608,0.6243734058335023,0,0,2100,8501,9594,6431,UTC+00:00
2022/04/30 21:00:00,8116,28525,6497,2352,28479,6574,2471,29234,6601,2956,6396,921,9613,0.6722141909848713,0,0,2100,8514,9600,6444,UTC+00:00
2022/04/30 22:00:00,8117,28504,6496,2353,28478,6570,2470,29234,6599,2956,6459,924,9614,0.7355331229702579,0,0,2100,8519,9601,6504,UTC+00:00
2022/04/30 23:00:00,8118,28473,6512,2353,28479,6570,2471,29232,6590,2956,6559,905,9617,0.864787862438152,0,0,2100,8509,9604,6595,UTC+00:00
2022/05/01 00:00:00,8119,28443,6536,2353,28479,6565,2471,29232,6586,2957,6579,888,9622,0.9045949059384956,0,0,2100,8494,9609,6622,UTC+00:00
2022/05/01 01:00:00,8120,28410,6537,2354,27933,6567,2471,29231,6580,2958,6529,877,9624,0.8590551541920033,0,0,2100,8478,9612,6563,UTC+00:00
2022/05/01 02:00:00,8121,28407,6504,2355,27847,6568,2470,29227,6576,2957,6412,887,9631,0.7228324540975628,0,0,2100,8468,9618,6378,UTC+00:00
2022/05/01 03:00:00,8122,28413,6454,2358,27834,6560,2470,29225,6570,2957,6325,889,9641,0.6322762341963091,0,0,2100,8459,9628,6243,UTC+00:00
2022/05/01 04:00:00,8123,28416,6405,2357,27819,6554,2469,29221,6568,2958,6238,876,9650,0.5610329258446237,0,0,2100,8450,9637,6170,UTC+00:00
2022/05/01 05:00:00,8124,28405,6361,2351,27816,6542,2470,29222,6560,2957,6085,871,9651,0.427797263394881,0,0,2100,8442,9638,6017,UTC+00:00
2022/05/01 06:00:00,8126,28396,6319,2347,27814,6526,2469,29220,6560,2958,6023,864,9652,0.3822041725755084,0,0,2100,8422,9639,5889,UTC+00:00
2022/05/01 07:00:00,8127,28400,6278,2350,27812,6507,2471,29220,6556,2958,6094,821,9652,0.485591953599386,0,0,2100,8418,9638,5963,UTC+00:00
2022/05/01 08:00:00,8128,28405,6242,2348,27801,6489,2469,29220,6550,2958,6012,791,9658,0.446071722433525,0,0,2100,8412,9644,5931,UTC+00:00
2022/05/01 09:00:00,8129,28408,6205,2348,27796,6468,2465,29220,6549,2959,5871,779,9660,0.3461235655923377,0,0,2100,8407,9647,5794,UTC+00:00
2022/05/01 10:00:00,8130,28410,6168,2345,27730,6448,2467,29219,6540,2957,5798,773,9663,0.2977526417567077,0,0,2100,8404,9649,5663,UTC+00:00
2022/05/01 11:00:00,8131,28413,6133,2348,27697,6428,2467,29217,6536,2957,5739,777,9668,0.2515161030896548,0,0,2100,8402,9654,5605,UTC+00:00
2022/05/01 12:00:00,8132,28416,6100,2348,27698,6407,2467,29216,6530,2958,5726,764,9674,0.25540985487721546,0,0,2100,8398,9660,5585,UTC+00:00
2022/05/01 13:00:00,8133,28415,6072,2347,27699,6385,2468,29216,6524,2959,5855,794,9680,0.3190027491482881,0,0,2100,8456,9666,5738,UTC+00:00
2022/05/01 14:00:00,8134,28408,6062,2345,27702,6366,2463,29215,6517,2957,6111,805,9686,0.5164277130232723,0,0,2100,8561,9673,6155,UTC+00:00
2022/05/01 15:00:00,8135,28378,6094,2344,27698,6346,2465,29216,6510,2956,6316,744,9690,0.7683645369636458,0,0,2100,8670,9678,6463,UTC+00:00
2022/05/01 16:00:00,8136,28322,6170,2343,27672,6333,2465,29215,6501,2957,6451,735,9690,0.9159794009918617,0,0,2100,8743,9678,6659,UTC+00:00
2022/05/01 17:00:00,8137,28236,6276,2340,27643,6330,2463,29213,6493,2956,6574,727,9692,1.0598690800357309,0,0,2100,8788,9679,6843,UTC+00:00
2022/05/01 18:00:00,8138,28141,6402,2338,27609,6336,2463,29210,6487,2954,6646,715,9695,1.1558904902658482,0,0,2100,8796,9682,6922,UTC+00:00
2022/05/01 19:00:00,8139,28002,6525,2337,27576,6356,2462,29208,6479,2956,6761,736,9692,1.2762940609140927,0,0,2100,8798,9679,7007,UTC+00:00
2022/05/01 20:00:00,8140,27886,6651,2337,27535,6383,2462,29207,6470,2955,6856,695,9688,1.4410915734015397,0,0,2100,8749,9675,7069,UTC+00:00
2022/05/01 21:00:00,8141,27810,6740,2337,27500,6417,2461,29205,6465,2953,6950,653,9684,1.6121094828270475,0,0,2100,8696,9671,7084,UTC+00:00
2022/05/01 22:00:00,8142,27734,6802,2338,27465,6455,2461,29207,6460,2952,6964,637,9678,1.647897818386975,0,0,2100,8661,9666,7082,UTC+00:00
2022/05/01 23:00:00,8143,27698,6827,2339,27437,6493,2458,29205,6460,2951,7007,642,9673,1.7046268183451323,0,0,2100,8624,9661,7112,UTC+00:00
2022/05/02 00:00:00,8144,27677,6840,2339,27418,6527,2462,29203,6451,2951,7021,629,9669,1.7380375069208744,0,0,2100,8589,9656,7120,UTC+00:00
2022/05/02 01:00:00,8145,27680,6834,2339,27162,6555,2462,29203,6452,2956,6871,708,9671,1.448236960546138,0,0,2100,8563,9658,6908,UTC+00:00
2022/05/02 02:00:00,8146,27709,6793,2342,27093,6577,2438,29204,6460,2954,6722,767,9673,1.196323669783132,0,0,2100,8543,9661,6711,UTC+00:00
2022/05/02 03:00:00,8147,27718,6736,2343,27083,6593,2428,29206,6460,2955,6662,772,9677,1.1180261060810794,0,0,2100,8529,9664,6630,UTC+00:00
2022/05/02 04:00:00,8148,27727,6679,2341,27074,6600,2428,29206,6460,2956,6611,795,9684,1.0346232642528719,0,0,2100,8514,9671,6581,UTC+00:00
2022/05/02 05:00:00,8149,27732,6631,2343,27067,6600,2429,29206,6470,2958,6565,837,9687,0.9396030613596502,0,0,2100,8503,9674,6541,UTC+00:00
2022/05/02 06:00:00,8151,27737,6587,2343,27058,6590,2429,29207,6470,2958,6467,923,9679,0.745125766520931,0,0,2100,8478,9666,6483,UTC+00:00
2022/05/02 07:00:00,8152,27741,6550,2341,27053,6582,2428,29208,6475,2958,6419,946,9676,0.6711507275243891,0,0,2100,8470,9663,6416,UTC+00:00
2022/05/02 08:00:00,8153,27746,6515,2342,27049,6572,2426,29208,6480,2959,6344,990,9676,0.5502416168965523,0,0,2100,8466,9663,6350,UTC+00:00
2022/05/02 09:00:00,8154,27771,6483,2341,27049,6559,2427,29210,6480,2959,6148,1083,9679,0.2712310163630349,0,0,2100,8456,9666,6176,UTC+00:00
2022/05/02 10:00:00,8155,27777,6448,2341,27056,6547,2428,29210,6480,2960,6079,1097,9674,0.1966235795009339,0,0,2100,8450,9661,6069,UTC+00:00
2022/05/02 11:00:00,8156,27779,6415,2338,27051,6533,2429,29209,6489,2959,6034,1090,9673,0.16539595800739293,0,0,2100,8445,9660,6032,UTC+00:00
2022/05/02 12:00:00,8157,27780,6387,2339,27052,6519,2428,29210,6490,2959,5977,1056,9658,0.15240491742747708,0,0,2100,8440,9646,5979,UTC+00:00
2022/05/02 13:00:00,8158,27781,6358,2338,27052,6505,2429,29212,6490,2958,5941,1001,9655,0.17853128266879636,0,0,2100,8437,9643,5943,UTC+00:00
2022/05/02 14:00:00,8159,27786,6331,2338,27049,6489,2429,29208,6490,2958,5896,972,9652,0.17229536457619044,0,0,2100,8434,9640,5902,UTC+00:00
2022/05/02 15:00:00,8160,27794,6311,2337,27049,6474,2428,29209,6481,2958,5914,977,9645,0.18127679587584067,0,0,2100,8437,9633,5899,UTC+00:00
2022/05/02 16:00:00,8161,27786,6300,2334,27049,6458,2425,29209,6480,2956,5909,958,9655,0.19637804225723343,0,0,2100,8434,9643,5908,UTC+00:00
2022/05/02 17:00:00,8162,27808,6291,2331,27052,6446,2426,29205,6480,2956,5889,991,9646,0.14789844996206425,0,0,2100,8453,9634,5888,UTC+00:00
2022/05/02 18:00:00,8163,27796,6297,2328,27057,6434,2429,29204,6480,2956,5925,1003,9632,0.16389493132405164,0,0,2100,8501,9620,5930,UTC+00:00
2022/05/02 19:00:00,8164,27759,6321,2330,27054,6423,2428,29202,6472,2956,6038,1023,9617,0.23575320099076325,0,0,2100,8511,9605,6101,UTC+00:00
2022/05/02 20:00:00,8165,27742,6354,2332,27048,6420,2428,29201,6470,2956,6026,1016,9610,0.23270512481879058,0,0,2100,8507,9598,6056,UTC+00:00
2022/05/02 21:00:00,8166,27730,6352,2332,27044,6420,2426,29200,6470,2957,5988,1054,9603,0.16335074875628797,0,0,2100,8504,9591,6019,UTC+00:00
2022/05/02 22:00:00,8167,27755,6338,2331,27045,6418,2426,29203,6461,2958,5939,1126,9590,0.051945172397101835,0,0,2100,8498,9578,5958,UTC+00:00
2022/05/02 23:00:00,8168,27769,6327,2327,27049,6410,2427,29202,6460,2958,5943,1153,9582,0.028119274763403146,0,0,2100,8491,9570,5943,UTC+00:00
2022/05/03 00:00:00,8169,28427,6308,2345,27347,6410,2441,29199,6457,2958,5911,1147,9591,0.008936153461065688,9,1,2100,8482,9579,5913,UTC+00:00
2022/05/03 01:00:00,8170,28571,6271,2352,27776,6400,2466,29194,6450,2958,5877,1124,9590,0.005698783501950633,0,0,2100,8473,9579,5881,UTC+00:00
2022/05/03 02:00:00,8171,28546,6249,2356,27783,6392,2468,29196,6450,2958,5748,1011,9596,0.02386239507809429,0,0,2100,8466,9584,5775,UTC+00:00
2022/05/03 03:00:00,8172,28554,6221,2357,27789,6381,2469,29193,6449,2956,5690,966,9599,0.02856271283430989,0,0,2100,8463,9587,5694,UTC+00:00
2022/05/03 04:00:00,8173,28570,6188,2356,27803,6373,2469,29194,6440,2955,5643,927,9611,0.03592851185427037,0,0,2100,8456,9599,5637,UTC+00:00
2022/05/03 05:00:00,8174,28589,6159,2358,27815,6359,2468,29192,6440,2957,5608,899,9619,0.04095145296221947,0,0,2100,8450,9607,5587,UTC+00:00
2022/05/03 06:00:00,8176,28615,6130,2360,27837,6345,2468,29196,6439,2958,5565,894,9620,0.018386070175397617,1,1,2100,8431,9609,5554,UTC+00:00
2022/05/03 07:00:00,8177,28631,6101,2360,27847,6330,2468,29196,6430,2959,5558,873,9627,0.0349669057970452,0,0,2100,8428,9615,5519,UTC+00:00
2022/05/03 08:00:00,8178,28641,6079,2356,27855,6315,2472,29193,6430,2959,5545,862,9628,0.03781000946721924,0,0,2100,8427,9616,5509,UTC+00:00
2022/05/03 09:00:00,8179,28651,6057,2358,27864,6299,2472,29191,6421,2957,5517,847,9630,0.03546076720895042,0,0,2100,8425,9618,5487,UTC+00:00
2022/05/03 10:00:00,8180,28663,6036,2362,27875,6283,2471,29191,6420,2956,5539,852,9639,0.04406716513304676,0,0,2100,8425,9627,5493,UTC+00:00
2022/05/03 11:00:00,8181,28672,6017,2361,27887,6266,2470,29189,6414,2957,5539,860,9649,0.03606716513304675,0,0,2100,8419,9637,5503,UTC+00:00
