z6-12558,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port4,Port4,Port4,Port4,Port5,Port5,Port7,Port7,Port8,Port8
2021/09/30 23:00:00,0.186,22.5,0.633,0.193,21.9,0.642,0.408,21.6,2.749,23.4,1.973,96.81,0.9,0.0,0.0,100,8393,96.73,26.0
2021/10/01 00:00:00,0.186,22.6,0.633,0.193,22.0,0.639,0.408,21.6,2.751,21.0,1.931,96.81,0.55,0.0,0.0,100,8366,96.75,22.2
2021/10/01 01:00:00,0.186,22.3,0.633,0.193,22.1,0.64,0.408,21.6,2.751,19.4,1.853,96.88,0.4,0.0,0.0,100,8349,96.83,19.3
2021/10/01 02:00:00,0.186,22.0,0.636,0.193,22.1,0.644,0.408,21.6,2.745,18.2,1.782,96.93,0.31,0.0,0.0,100,8336,96.87,18.0
2021/10/01 03:00:00,0.186,21.7,0.637,0.193,22.0,0.645,0.408,21.6,2.745,16.9,1.729,96.98,0.19,0.0,0.0,100,8327,96.92,16.6
2021/10/01 04:00:00,0.186,21.3,0.638,0.193,21.9,0.648,0.408,21.6,2.745,16.1,1.698,96.98,0.13,0.0,0.0,100,8319,96.93,15.6
2021/10/01 05:00:00,0.186,21.0,0.637,0.193,21.8,0.647,0.408,21.6,2.745,15.7,1.665,96.95,0.11,0.0,0.0,100,8314,96.91,15.0
2021/10/01 06:00:00,0.186,20.7,0.638,0.193,21.6,0.646,0.408,21.6,2.745,14.8,1.61,96.93,0.07,0.0,0.0,100,8296,96.88,14.4
2021/10/01 07:00:00,0.186,20.4,0.637,0.193,21.5,0.648,0.408,21.6,2.739,14.0,1.553,96.9,0.04,0.0,0.0,100,8289,96.83,13.5
2021/10/01 08:00:00,0.186,20.1,0.638,0.193,21.3,0.648,0.407,21.6,2.74,13.7,1.545,96.92,0.02,0.0,0.0,100,8284,96.85,13.1
2021/10/01 09:00:00,0.186,19.8,0.637,0.193,21.2,0.644,0.407,21.6,2.74,13.1,1.485,96.92,0.02,0.0,0.0,100,8282,96.85,12.6
2021/10/01 10:00:00,0.186,19.6,0.636,0.193,21.0,0.645,0.407,21.6,2.741,13.0,1.478,96.92,0.02,0.0,0.0,100,8280,96.85,12.2
2021/10/01 11:00:00,0.186,19.3,0.636,0.193,20.8,0.647,0.407,21.5,2.736,12.7,1.455,96.94,0.01,0.0,0.0,100,8273,96.87,11.9
2021/10/01 12:00:00,0.186,19.0,0.637,0.193,20.7,0.649,0.407,21.5,2.737,13.0,1.488,96.97,0.01,0.2,12.0,100,8268,96.9,12.3
2021/10/01 13:00:00,0.186,18.8,0.637,0.193,20.5,0.649,0.407,21.5,2.744,14.0,1.586,97.01,0.01,0.0,0.0,100,8267,96.94,13.5
2021/10/01 14:00:00,0.186,18.7,0.634,0.193,20.3,0.649,0.407,21.4,2.745,15.1,1.702,96.99,0.01,0.0,0.0,100,8263,96.93,14.8
2021/10/01 15:00:00,0.186,18.8,0.633,0.193,20.2,0.65,0.407,21.4,2.74,16.4,1.786,97.01,0.08,0.0,0.0,100,8277,96.95,16.6
2021/10/01 16:00:00,0.186,18.9,0.632,0.193,20.1,0.645,0.407,21.4,2.734,17.9,1.782,97.01,0.27,0.0,0.0,100,8317,96.95,19.1
2021/10/01 17:00:00,0.186,19.2,0.631,0.193,20.1,0.646,0.407,21.3,2.736,19.9,1.775,96.99,0.55,0.0,0.0,100,8376,96.92,22.2
2021/10/01 18:00:00,0.186,19.6,0.63,0.192,20.1,0.645,0.407,21.3,2.746,21.1,1.786,96.97,0.71,0.0,0.0,100,8425,96.91,23.8
2021/10/01 19:00:00,0.186,20.2,0.629,0.192,20.2,0.646,0.406,21.2,2.755,21.7,1.8,96.97,0.8,0.0,0.0,100,8434,96.9,24.8
2021/10/01 20:00:00,0.185,20.7,0.628,0.192,20.3,0.646,0.406,21.2,2.751,22.0,1.815,96.91,0.82,0.0,0.0,100,8450,96.84,24.1
2021/10/01 21:00:00,0.185,21.1,0.628,0.191,20.5,0.647,0.406,21.2,2.754,21.8,1.808,96.88,0.81,0.0,0.0,100,8447,96.81,23.7
2021/10/01 22:00:00,0.185,21.4,0.626,0.191,20.7,0.647,0.406,21.1,2.75,21.6,1.814,96.87,0.77,0.0,0.0,100,8428,96.8,23.2
2021/10/01 23:00:00,0.185,21.5,0.627,0.191,20.9,0.646,0.406,21.1,2.745,21.5,1.81,96.86,0.76,0.0,0.0,100,8423,96.79,22.2
2021/10/02 00:00:00,0.185,21.5,0.627,0.191,21.0,0.647,0.405,21.1,2.753,22.1,1.815,96.85,0.84,0.0,0.0,100,8418,96.78,23.0
2021/10/02 01:00:00,0.185,21.4,0.628,0.191,21.1,0.646,0.405,21.1,2.747,19.8,1.804,96.83,0.5,0.0,0.0,100,8395,96.78,20.6
2021/10/02 02:00:00,0.185,21.2,0.63,0.191,21.1,0.645,0.405,21.1,2.755,18.7,1.796,96.85,0.35,0.0,0.0,100,8378,96.8,18.6
2021/10/02 03:00:00,0.185,20.9,0.632,0.191,21.1,0.646,0.405,21.1,2.756,18.1,1.787,96.88,0.28,0.0,0.0,100,8366,96.82,17.8
2021/10/02 04:00:00,0.185,20.6,0.631,0.191,21.1,0.647,0.405,21.1,2.757,17.0,1.75,96.91,0.19,0.0,0.0,100,8351,96.87,16.8
2021/10/02 05:00:00,0.185,20.3,0.632,0.191,21.0,0.647,0.405,21.1,2.757,16.3,1.711,96.93,0.14,0.0,0.0,100,8342,96.88,15.7
2021/10/02 06:00:00,0.185,20.0,0.631,0.191,20.9,0.647,0.405,21.1,2.757,16.2,1.734,96.93,0.11,0.0,0.0,100,8323,96.88,15.4
2021/10/02 07:00:00,0.185,19.7,0.632,0.191,20.8,0.648,0.405,21.1,2.757,16.1,1.722,96.92,0.11,0.0,0.0,100,8316,96.86,15.2
2021/10/02 08:00:00,0.185,19.5,0.632,0.191,20.6,0.648,0.405,21.1,2.757,16.2,1.756,96.87,0.09,0.0,0.0,100,8314,96.81,15.4
2021/10/02 09:00:00,0.185,19.3,0.631,0.191,20.5,0.648,0.405,21.1,2.764,15.8,1.694,96.83,0.1,0.0,0.0,100,8309,96.77,15.1
2021/10/02 10:00:00,0.185,19.2,0.63,0.191,20.4,0.647,0.405,21.1,2.765,15.2,1.683,96.8,0.05,0.0,0.0,100,8305,96.74,14.5
2021/10/02 11:00:00,0.185,19.0,0.63,0.191,20.2,0.647,0.405,21.0,2.76,14.8,1.644,96.82,0.04,0.0,0.0,100,8298,96.77,14.2
2021/10/02 12:00:00,0.185,18.8,0.63,0.191,20.1,0.648,0.405,21.0,2.76,15.0,1.678,96.83,0.03,0.0,0.0,100,8294,96.78,14.4
2021/10/02 13:00:00,0.185,18.6,0.628,0.191,20.0,0.647,0.405,21.0,2.755,14.4,1.612,96.83,0.03,0.0,0.0,100,8288,96.77,14.0
2021/10/02 14:00:00,0.185,18.5,0.629,0.191,19.9,0.644,0.405,21.0,2.755,15.6,1.749,96.85,0.02,0.0,0.0,100,8295,96.79,15.6
2021/10/02 15:00:00,0.185,18.6,0.627,0.191,19.8,0.644,0.405,20.9,2.75,18.0,1.944,96.86,0.11,0.0,0.0,100,8304,96.79,18.8
2021/10/02 16:00:00,0.185,18.8,0.626,0.191,19.7,0.644,0.405,20.9,2.744,19.8,1.915,96.85,0.4,0.0,0.0,100,8347,96.79,20.9
2021/10/02 17:00:00,0.185,19.2,0.624,0.191,19.7,0.644,0.404,20.9,2.746,21.6,1.894,96.87,0.68,0.0,0.0,100,8361,96.79,23.8
2021/10/02 18:00:00,0.185,19.7,0.625,0.19,19.8,0.644,0.404,20.9,2.748,21.5,1.852,96.84,0.71,0.0,0.0,100,8352,96.77,22.9
2021/10/02 19:00:00,0.185,20.0,0.624,0.19,19.9,0.644,0.404,20.8,2.75,21.4,1.8,96.78,0.75,0.0,0.0,100,8349,96.72,22.2
2021/10/02 20:00:00,0.185,20.3,0.624,0.19,20.0,0.644,0.404,20.8,2.759,21.5,1.796,96.73,0.77,0.0,0.0,100,8340,96.66,22.2
2021/10/02 21:00:00,0.185,20.4,0.623,0.19,20.2,0.644,0.404,20.8,2.76,21.2,1.835,96.69,0.68,0.0,0.0,100,8333,96.63,21.7
2021/10/02 22:00:00,0.185,20.5,0.625,0.19,20.3,0.644,0.404,20.7,2.768,21.6,1.769,96.68,0.82,0.0,0.0,100,8333,96.61,22.1
2021/10/02 23:00:00,0.185,20.6,0.625,0.189,20.4,0.645,0.403,20.7,2.763,21.1,1.748,96.66,0.75,0.0,0.0,100,8327,96.6,21.6
2021/10/03 00:00:00,0.185,20.6,0.625,0.189,20.4,0.645,0.403,20.7,2.764,20.4,1.741,96.65,0.65,0.0,0.0,100,8313,96.59,20.7
2021/10/03 01:00:00,0.184,20.6,0.626,0.189,20.5,0.645,0.403,20.7,2.772,19.2,1.726,96.65,0.5,0.0,0.0,100,8300,96.6,19.2
2021/10/03 02:00:00,0.185,20.4,0.625,0.189,20.5,0.645,0.403,20.7,2.772,18.4,1.735,96.67,0.37,0.0,0.0,100,8290,96.62,18.1
2021/10/03 03:00:00,0.185,20.2,0.626,0.189,20.5,0.645,0.403,20.7,2.772,18.1,1.768,96.72,0.3,0.0,0.0,100,8284,96.67,17.8
2021/10/03 04:00:00,0.185,20.0,0.626,0.189,20.5,0.645,0.403,20.7,2.773,17.4,1.753,96.77,0.23,0.0,0.0,100,8276,96.71,17.1
2021/10/03 05:00:00,0.185,19.8,0.627,0.189,20.4,0.645,0.403,20.7,2.774,16.5,1.739,96.77,0.13,0.0,0.0,100,8270,96.73,16.3
2021/10/03 06:00:00,0.185,19.6,0.625,0.189,20.3,0.646,0.403,20.7,2.767,16.4,1.758,96.76,0.1,0.0,0.0,100,8252,96.71,16.2
2021/10/03 07:00:00,0.185,19.5,0.626,0.189,20.3,0.644,0.403,20.7,2.774,16.3,1.757,96.75,0.1,0.0,0.0,100,8248,96.7,16.0
2021/10/03 08:00:00,0.185,19.4,0.626,0.189,20.2,0.646,0.403,20.7,2.768,16.1,1.737,96.76,0.09,0.0,0.0,100,8248,96.71,15.8
2021/10/03 09:00:00,0.185,19.3,0.625,0.189,20.1,0.646,0.403,20.7,2.768,16.1,1.747,96.76,0.08,0.0,0.0,100,8244,96.71,15.7
2021/10/03 10:00:00,0.185,19.2,0.625,0.189,20.1,0.645,0.403,20.7,2.768,15.6,1.692,96.76,0.07,0.0,0.0,100,8239,96.7,15.1
2021/10/03 11:00:00,0.185,19.0,0.624,0.189,20.0,0.642,0.403,20.7,2.769,14.1,1.556,96.78,0.05,0.0,0.0,100,8234,96.72,13.7
2021/10/03 12:00:00,0.185,18.8,0.627,0.189,19.9,0.644,0.403,20.7,2.763,13.3,1.496,96.82,0.03,0.0,0.0,100,8228,96.75,12.7
2021/10/03 13:00:00,0.185,18.5,0.626,0.189,19.8,0.646,0.403,20.7,2.764,13.0,1.471,96.84,0.02,0.0,0.0,100,8222,96.77,12.4
2021/10/03 14:00:00,0.185,18.3,0.627,0.189,19.7,0.641,0.403,20.6,2.758,14.2,1.531,96.86,0.09,0.0,0.0,100,8222,96.81,14.5
2021/10/03 15:00:00,0.185,18.1,0.627,0.189,19.6,0.639,0.403,20.6,2.771,16.4,1.481,96.89,0.38,0.0,0.0,100,8232,96.85,17.1
2021/10/03 16:00:00,0.185,18.1,0.626,0.189,19.4,0.638,0.403,20.6,2.765,19.8,1.473,96.94,0.84,0.0,0.0,100,8279,96.88,21.0
2021/10/03 17:00:00,0.185,18.3,0.623,0.189,19.4,0.642,0.403,20.6,2.754,22.3,1.435,96.94,1.25,0.0,0.0,100,8352,96.87,24.1
2021/10/03 18:00:00,0.185,18.7,0.621,0.189,19.3,0.646,0.402,20.5,2.744,23.9,1.344,96.88,1.62,0.0,0.0,100,8428,96.82,26.2
2021/10/03 19:00:00,0.184,19.4,0.616,0.188,19.4,0.645,0.402,20.5,2.747,25.0,1.273,96.8,1.9,0.0,0.0,100,8475,96.75,28.1
2021/10/03 20:00:00,0.184,20.2,0.612,0.188,19.6,0.644,0.402,20.5,2.757,26.0,1.195,96.73,2.17,0.0,0.0,100,8504,96.68,29.4
2021/10/03 21:00:00,0.184,20.9,0.608,0.187,19.8,0.642,0.401,20.5,2.761,26.7,1.078,96.7,2.42,0.0,0.0,100,8513,96.66,30.2
2021/10/03 22:00:00,0.183,21.4,0.608,0.187,20.1,0.64,0.401,20.4,2.752,26.9,1.044,96.67,2.49,0.0,0.0,100,8505,96.63,30.6
2021/10/03 23:00:00,0.183,21.7,0.609,0.187,20.4,0.639,0.401,20.4,2.761,26.1,1.028,96.65,2.36,0.0,0.0,100,8491,96.62,29.3
2021/10/04 00:00:00,0.182,21.6,0.612,0.186,20.6,0.64,0.4,20.4,2.757,24.2,1.044,96.66,1.97,0.0,0.0,100,8454,96.62,26.4
2021/10/04 01:00:00,0.183,21.3,0.612,0.186,20.7,0.638,0.4,20.4,2.757,20.6,0.935,96.69,1.48,0.0,0.0,100,8422,96.66,20.7
2021/10/04 02:00:00,0.183,20.8,0.612,0.186,20.8,0.638,0.4,20.4,2.758,19.3,0.946,96.73,1.29,0.0,0.0,100,8406,96.71,17.6
2021/10/04 03:00:00,0.183,20.3,0.612,0.186,20.7,0.64,0.4,20.4,2.752,19.1,0.885,96.77,1.32,0.0,0.0,100,8394,96.76,16.9
2021/10/04 04:00:00,0.183,19.8,0.614,0.186,20.6,0.639,0.4,20.5,2.751,18.4,0.842,96.81,1.27,0.0,0.0,100,8383,96.79,16.5
2021/10/04 05:00:00,0.183,19.4,0.614,0.186,20.4,0.641,0.4,20.5,2.751,17.8,0.805,96.8,1.24,0.0,0.0,100,8372,96.78,15.9
2021/10/04 06:00:00,0.183,19.0,0.614,0.186,20.2,0.64,0.4,20.5,2.752,15.9,0.798,96.79,1.0,0.0,0.0,100,8354,96.77,14.0
2021/10/04 07:00:00,0.183,18.6,0.613,0.186,20.1,0.641,0.4,20.5,2.752,16.6,0.783,96.79,1.1,0.0,0.0,100,8349,96.78,14.4
2021/10/04 08:00:00,0.183,18.2,0.613,0.186,19.8,0.64,0.4,20.5,2.752,14.8,0.766,96.79,0.92,0.0,0.0,100,8342,96.78,12.6
2021/10/04 09:00:00,0.183,17.9,0.614,0.186,19.6,0.636,0.4,20.5,2.758,13.2,0.889,96.83,0.63,0.0,0.0,100,8339,96.81,11.6
2021/10/04 10:00:00,0.184,17.5,0.616,0.186,19.4,0.636,0.4,20.5,2.764,12.2,0.9,96.87,0.52,0.0,0.0,100,8333,96.83,10.5
2021/10/04 11:00:00,0.184,17.3,0.616,0.186,19.3,0.637,0.4,20.5,2.752,12.3,0.995,96.9,0.43,0.0,0.0,100,8331,96.86,10.9
2021/10/04 12:00:00,0.184,17.1,0.617,0.186,19.1,0.639,0.4,20.4,2.755,12.2,1.059,96.93,0.36,0.0,0.0,100,8325,96.9,11.0
2021/10/04 13:00:00,0.184,17.0,0.616,0.186,18.9,0.638,0.4,20.4,2.756,12.4,1.128,96.98,0.31,0.0,0.0,100,8320,96.94,11.1
2021/10/04 14:00:00,0.184,16.9,0.616,0.186,18.8,0.638,0.4,20.4,2.75,15.2,1.212,97.01,0.52,0.0,0.0,100,8318,96.97,15.6
2021/10/04 15:00:00,0.184,16.8,0.616,0.186,18.6,0.639,0.4,20.3,2.744,18.6,1.129,97.05,1.01,0.0,0.0,100,8327,97.01,20.4
2021/10/04 16:00:00,0.184,17.0,0.616,0.186,18.5,0.638,0.4,20.3,2.733,21.7,1.148,97.06,1.45,0.0,0.0,100,8366,97.02,23.8
2021/10/04 17:00:00,0.183,17.3,0.613,0.186,18.5,0.639,0.399,20.2,2.738,24.8,1.118,97.05,2.02,0.0,0.0,100,8419,97.0,27.9
2021/10/04 18:00:00,0.183,17.9,0.609,0.185,18.5,0.636,0.399,20.2,2.741,26.7,1.066,97.01,2.43,0.0,0.0,100,8463,96.97,30.5
2021/10/04 19:00:00,0.182,18.8,0.604,0.185,18.6,0.64,0.399,20.1,2.739,27.6,1.046,96.97,2.64,0.0,0.0,100,8485,96.93,31.9
2021/10/04 20:00:00,0.182,19.7,0.597,0.184,18.8,0.64,0.398,20.1,2.736,28.2,1.061,96.91,2.75,0.0,0.0,100,8495,96.87,32.7
2021/10/04 21:00:00,0.181,20.6,0.594,0.184,19.2,0.638,0.398,20.0,2.74,28.7,1.063,96.86,2.88,0.0,0.0,100,8489,96.82,33.6
2021/10/04 22:00:00,0.181,21.3,0.592,0.184,19.5,0.639,0.398,20.0,2.737,29.5,1.084,96.85,3.04,0.0,0.0,100,8473,96.8,33.8
2021/10/04 23:00:00,0.18,21.6,0.592,0.183,19.9,0.634,0.397,20.0,2.752,29.4,1.108,96.83,2.98,0.0,0.0,100,8446,96.78,32.1
2021/10/05 00:00:00,0.18,21.6,0.593,0.183,20.2,0.635,0.397,20.0,2.747,27.0,1.19,96.82,2.37,0.0,0.0,100,8415,96.78,28.1
2021/10/05 01:00:00,0.18,21.3,0.597,0.183,20.4,0.635,0.397,20.0,2.748,21.7,1.06,96.83,1.53,0.0,0.0,100,8385,96.8,22.2
2021/10/05 02:00:00,0.18,20.9,0.6,0.183,20.5,0.635,0.397,20.0,2.749,20.9,1.018,96.88,1.45,0.0,0.0,100,8371,96.86,20.2
2021/10/05 03:00:00,0.18,20.5,0.601,0.183,20.5,0.635,0.397,20.0,2.75,18.2,1.129,96.98,0.96,0.0,0.0,100,8360,96.96,18.1
2021/10/05 04:00:00,0.181,20.0,0.602,0.183,20.4,0.636,0.397,20.1,2.755,16.9,1.174,97.02,0.75,0.0,0.0,100,8351,97.0,16.5
2021/10/05 05:00:00,0.181,19.6,0.601,0.183,20.3,0.636,0.397,20.1,2.756,16.3,1.196,97.05,0.66,0.0,0.0,100,8340,97.04,15.7
2021/10/05 06:00:00,0.181,19.3,0.598,0.183,20.1,0.637,0.397,20.1,2.743,15.7,1.2,97.1,0.59,0.0,0.0,100,8321,97.08,15.1
2021/10/05 07:00:00,0.181,19.0,0.598,0.183,20.0,0.637,0.397,20.1,2.749,15.1,1.193,97.14,0.52,0.0,0.0,100,8317,97.11,14.4
2021/10/05 08:00:00,0.181,18.7,0.599,0.183,19.8,0.638,0.397,20.2,2.748,13.9,1.214,97.17,0.38,0.0,0.0,100,8313,97.14,13.1
2021/10/05 09:00:00,0.181,18.4,0.598,0.183,19.7,0.638,0.397,20.2,2.755,14.2,1.205,97.17,0.41,0.0,0.0,100,8310,97.14,12.9
2021/10/05 10:00:00,0.181,18.1,0.6,0.183,19.5,0.634,0.397,20.2,2.755,14.6,1.204,97.17,0.45,0.0,0.0,100,8306,97.13,13.0
2021/10/05 11:00:00,0.181,17.8,0.602,0.183,19.4,0.633,0.397,20.2,2.748,14.9,1.159,97.19,0.53,0.0,0.0,100,8302,97.15,13.9
2021/10/05 12:00:00,0.181,17.6,0.602,0.183,19.2,0.633,0.397,20.1,2.744,13.2,1.157,97.22,0.36,0.0,0.0,100,8298,97.19,12.5
2021/10/05 13:00:00,0.181,17.4,0.604,0.183,19.1,0.632,0.396,20.1,2.745,12.3,1.105,97.25,0.32,0.0,0.0,100,8291,97.2,11.3
2021/10/05 14:00:00,0.181,17.2,0.603,0.183,18.9,0.634,0.396,20.1,2.745,15.2,1.146,97.29,0.58,0.0,0.0,100,8289,97.26,14.6
2021/10/05 15:00:00,0.181,17.1,0.602,0.183,18.8,0.633,0.396,20.1,2.746,17.7,1.205,97.33,0.82,0.0,0.0,100,8299,97.31,18.5
2021/10/05 16:00:00,0.181,17.1,0.602,0.183,18.6,0.633,0.396,20.0,2.742,20.4,1.247,97.36,1.15,0.0,0.0,100,8346,97.32,21.5
2021/10/05 17:00:00,0.181,17.4,0.601,0.182,18.6,0.635,0.396,20.0,2.732,22.9,1.25,97.35,1.54,0.0,0.0,100,8411,97.31,24.6
2021/10/05 18:00:00,0.181,18.0,0.596,0.182,18.6,0.63,0.396,20.0,2.721,24.7,1.25,97.34,1.86,0.0,0.0,100,8469,97.29,27.1
2021/10/05 19:00:00,0.181,18.7,0.592,0.181,18.6,0.636,0.396,19.9,2.724,26.0,1.334,97.27,2.02,0.0,0.0,100,8505,97.22,29.1
2021/10/05 20:00:00,0.18,19.6,0.585,0.181,18.8,0.636,0.395,19.9,2.721,26.6,1.451,97.18,2.04,0.0,0.0,100,8513,97.14,30.5
2021/10/05 21:00:00,0.18,20.4,0.582,0.181,19.1,0.635,0.395,19.9,2.711,26.1,1.447,97.14,1.93,0.0,0.0,100,8501,97.1,30.0
2021/10/05 22:00:00,0.179,21.0,0.583,0.181,19.4,0.632,0.395,19.8,2.72,25.2,1.471,97.13,1.74,0.0,0.0,100,8498,97.08,28.5
2021/10/05 23:00:00,0.179,21.3,0.583,0.18,19.8,0.631,0.395,19.8,2.735,24.8,1.45,97.13,1.68,0.0,0.0,100,8469,97.08,27.3
2021/10/06 00:00:00,0.179,21.3,0.583,0.18,20.0,0.631,0.394,19.8,2.737,22.7,1.479,97.13,1.28,0.0,0.0,100,8449,97.08,23.7
2021/10/06 01:00:00,0.179,21.1,0.585,0.18,20.2,0.632,0.394,19.8,2.731,18.9,1.444,97.12,0.74,0.0,0.0,100,8425,97.09,19.4
2021/10/06 02:00:00,0.179,20.7,0.587,0.18,20.3,0.632,0.394,19.8,2.724,17.6,1.45,97.17,0.57,0.0,0.0,100,8411,97.14,17.1
2021/10/06 03:00:00,0.179,20.2,0.587,0.18,20.3,0.632,0.394,19.9,2.724,17.1,1.541,97.21,0.41,0.0,0.0,100,8399,97.18,16.4
2021/10/06 04:00:00,0.179,19.8,0.588,0.18,20.2,0.632,0.394,19.9,2.724,16.8,1.606,97.24,0.31,0.0,0.0,100,8391,97.22,16.3
2021/10/06 05:00:00,0.179,19.5,0.587,0.18,20.1,0.631,0.394,19.9,2.724,17.0,1.658,97.25,0.28,0.0,0.0,100,8382,97.23,16.7
2021/10/06 06:00:00,0.18,19.3,0.587,0.18,20.0,0.632,0.394,20.0,2.736,16.1,1.644,97.24,0.19,0.0,0.0,100,8369,97.2,16.0
2021/10/06 07:00:00,0.18,19.1,0.588,0.18,19.8,0.632,0.394,20.0,2.729,15.4,1.638,97.24,0.11,0.0,0.0,100,8361,97.18,15.0
2021/10/06 08:00:00,0.18,18.9,0.588,0.18,19.8,0.633,0.394,20.0,2.736,15.4,1.658,97.23,0.09,0.0,0.0,100,8356,97.17,14.9
2021/10/06 09:00:00,0.18,18.7,0.589,0.18,19.6,0.633,0.394,20.0,2.735,14.4,1.562,97.22,0.07,0.0,0.0,100,8349,97.17,13.9
2021/10/06 10:00:00,0.18,18.5,0.591,0.18,19.5,0.633,0.394,20.0,2.73,14.1,1.558,97.19,0.05,0.0,0.0,100,8343,97.14,13.5
2021/10/06 11:00:00,0.18,18.3,0.591,0.18,19.4,0.631,0.394,20.0,2.717,13.9,1.552,97.21,0.04,0.0,0.0,100,8339,97.16,13.4
2021/10/06 12:00:00,0.18,18.1,0.591,0.18,19.3,0.628,0.394,20.0,2.718,13.8,1.546,97.23,0.03,0.0,0.0,100,8331,97.18,13.3
2021/10/06 13:00:00,0.18,18.0,0.596,0.18,19.2,0.628,0.394,20.0,2.719,13.9,1.563,97.23,0.03,0.0,0.0,100,8327,97.19,13.4
2021/10/06 14:00:00,0.18,17.8,0.596,0.18,19.1,0.629,0.394,20.0,2.718,14.4,1.622,97.25,0.02,0.0,0.0,100,8321,97.2,14.1
2021/10/06 15:00:00,0.18,17.8,0.594,0.18,19.0,0.629,0.394,19.9,2.72,16.4,1.826,97.26,0.03,0.0,0.0,100,8332,97.22,16.2
2021/10/06 16:00:00,0.18,17.9,0.593,0.18,18.9,0.628,0.394,19.9,2.714,19.1,1.982,97.26,0.23,0.0,0.0,100,8368,97.2,19.7
2021/10/06 17:00:00,0.18,18.2,0.59,0.18,18.9,0.628,0.394,19.9,2.715,21.4,1.874,97.21,0.67,0.0,0.0,100,8399,97.16,23.9
2021/10/06 18:00:00,0.18,18.7,0.587,0.18,18.9,0.632,0.394,19.9,2.705,23.3,1.777,97.16,1.08,0.0,0.0,100,8456,97.09,26.2
2021/10/06 19:00:00,0.179,19.4,0.581,0.179,19.0,0.634,0.393,19.8,2.714,23.3,1.661,97.08,1.19,0.0,0.0,100,8447,97.01,26.4
2021/10/06 20:00:00,0.179,20.0,0.578,0.179,19.2,0.631,0.393,19.8,2.703,23.1,1.608,97.01,1.21,0.0,0.0,100,8426,96.95,24.7
2021/10/06 21:00:00,0.179,20.4,0.578,0.179,19.4,0.629,0.393,19.8,2.705,22.3,1.628,96.96,1.06,0.0,0.0,100,8409,96.91,23.2
2021/10/06 22:00:00,0.179,20.5,0.578,0.179,19.6,0.629,0.393,19.8,2.724,22.5,1.702,96.92,1.02,0.0,0.0,100,8404,96.86,23.1
2021/10/06 23:00:00,0.179,20.6,0.58,0.179,19.8,0.629,0.393,19.8,2.726,21.7,1.701,96.87,0.89,0.0,0.0,100,8389,96.82,22.4
2021/10/07 00:00:00,0.179,20.6,0.582,0.179,19.9,0.629,0.393,19.8,2.726,19.8,1.675,96.85,0.63,0.0,0.0,100,8374,96.81,19.9
2021/10/07 01:00:00,0.179,20.4,0.583,0.178,20.0,0.629,0.393,19.8,2.721,17.9,1.662,96.87,0.39,0.0,0.0,100,8361,96.82,17.6
2021/10/07 02:00:00,0.179,20.0,0.584,0.178,20.0,0.629,0.392,19.8,2.721,16.7,1.634,96.87,0.27,0.0,0.0,100,8352,96.83,16.1
2021/10/07 03:00:00,0.179,19.6,0.584,0.178,20.0,0.629,0.392,19.8,2.721,16.1,1.611,96.88,0.22,0.0,0.0,100,8344,96.84,15.3
2021/10/07 04:00:00,0.179,19.3,0.584,0.178,19.9,0.627,0.393,19.8,2.721,16.1,1.627,96.89,0.2,0.0,0.0,100,8339,96.84,15.3
2021/10/07 05:00:00,0.179,19.0,0.586,0.178,19.8,0.628,0.393,19.8,2.72,15.8,1.608,96.88,0.18,0.0,0.0,100,8334,96.84,15.0
2021/10/07 06:00:00,0.179,18.7,0.588,0.178,19.6,0.63,0.392,19.9,2.733,15.7,1.606,96.89,0.17,0.0,0.0,100,8315,96.85,15.1
2021/10/07 07:00:00,0.179,18.5,0.586,0.178,19.5,0.631,0.392,19.9,2.72,15.7,1.62,96.9,0.16,0.0,0.0,100,8309,96.85,15.1
2021/10/07 08:00:00,0.179,18.4,0.588,0.178,19.4,0.63,0.392,19.9,2.708,15.2,1.614,96.88,0.11,0.0,0.0,100,8308,96.84,14.8
2021/10/07 09:00:00,0.179,18.2,0.588,0.178,19.3,0.627,0.392,19.9,2.701,14.6,1.594,96.87,0.07,0.0,0.0,100,8301,96.83,14.3
2021/10/07 10:00:00,0.179,18.1,0.588,0.178,19.2,0.626,0.392,19.9,2.696,14.3,1.582,96.91,0.05,0.0,0.0,100,8298,96.85,14.2
2021/10/07 11:00:00,0.179,18.0,0.59,0.178,19.1,0.625,0.392,19.8,2.704,13.7,1.54,96.94,0.03,0.0,0.0,100,8294,96.87,13.6
2021/10/07 12:00:00,0.179,17.9,0.59,0.178,19.0,0.625,0.392,19.8,2.705,14.1,1.589,96.95,0.02,0.0,0.0,100,8287,96.89,13.6
2021/10/07 13:00:00,0.179,17.8,0.59,0.178,18.9,0.625,0.392,19.8,2.712,14.8,1.658,96.95,0.02,0.0,0.0,100,8283,96.89,14.5
2021/10/07 14:00:00,0.18,17.7,0.59,0.178,18.8,0.626,0.392,19.8,2.712,14.2,1.593,96.99,0.02,0.0,0.0,100,8280,96.93,14.2
2021/10/07 15:00:00,0.18,17.8,0.59,0.178,18.8,0.626,0.392,19.8,2.706,15.3,1.713,97.01,0.02,0.0,0.0,100,8290,96.95,15.2
