z6-12548,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port4,Port4,Port4,Port4,Port5,Port5,Port7,Port7,Port8,Port8
2021/07/01 08:00:00,0.226,26.0,0.494,0.234,26.1,1.146,0.286,23.9,2.078,20.8,2.454,97.56,0.0,0.0,0.0,100,8183,97.45,20.2
2021/07/01 09:00:00,0.226,25.7,0.492,0.234,25.9,1.147,0.286,23.9,2.078,20.8,2.45,97.53,0.0,0.0,0.0,100,8175,97.42,20.3
2021/07/01 10:00:00,0.226,25.4,0.491,0.234,25.7,1.146,0.286,23.9,2.078,20.4,2.396,97.53,0.0,0.0,0.0,100,8171,97.41,20.0
2021/07/01 11:00:00,0.226,25.1,0.491,0.234,25.6,1.134,0.286,23.9,2.077,20.2,2.375,97.55,0.0,0.0,0.0,100,8164,97.44,19.8
2021/07/01 12:00:00,0.226,24.9,0.491,0.234,25.4,1.148,0.286,23.9,2.078,20.3,2.387,97.58,0.0,0.0,0.0,100,8156,97.48,19.9
2021/07/01 13:00:00,0.226,24.6,0.491,0.234,25.2,1.152,0.286,23.9,2.077,21.4,2.553,97.63,0.0,0.0,0.0,100,8156,97.51,20.8
2021/07/01 14:00:00,0.226,24.6,0.491,0.234,25.0,1.147,0.286,23.9,2.077,22.6,2.67,97.6,0.07,0.0,0.0,100,8159,97.51,21.9
2021/07/01 15:00:00,0.226,24.7,0.491,0.234,24.9,1.14,0.286,23.9,2.077,23.8,2.699,97.64,0.25,0.0,0.0,100,8168,97.55,23.3
2021/07/01 16:00:00,0.226,25.0,0.49,0.234,24.8,1.143,0.286,23.9,2.072,24.6,2.651,97.68,0.44,0.0,0.0,100,8178,97.58,24.8
2021/07/01 17:00:00,0.226,25.3,0.49,0.234,24.8,1.143,0.286,23.9,2.072,25.5,2.688,97.72,0.58,0.0,0.0,100,8194,97.62,26.0
2021/07/01 18:00:00,0.227,25.7,0.488,0.234,24.8,1.146,0.286,23.9,2.077,26.4,2.512,97.67,0.93,0.0,0.0,100,8214,97.58,27.5
2021/07/01 19:00:00,0.227,26.3,0.486,0.234,24.9,1.14,0.286,23.8,2.079,26.9,2.409,97.62,1.13,0.0,0.0,100,8254,97.53,27.9
2021/07/01 20:00:00,0.227,26.9,0.485,0.234,25.0,1.139,0.286,23.8,2.08,27.8,2.315,97.56,1.42,0.0,0.0,100,8273,97.49,29.6
2021/07/01 21:00:00,0.228,27.7,0.484,0.234,25.2,1.146,0.286,23.8,2.075,28.5,2.273,97.53,1.62,0.0,0.0,100,8316,97.46,30.3
2021/07/01 22:00:00,0.228,28.6,0.485,0.234,25.5,1.141,0.286,23.8,2.076,29.4,2.195,97.51,1.9,0.0,0.0,100,8331,97.44,31.8
2021/07/01 23:00:00,0.228,29.6,0.485,0.234,25.8,1.121,0.286,23.8,2.076,28.4,2.163,97.5,1.7,0.0,0.0,100,8322,97.43,30.5
2021/07/02 00:00:00,0.227,29.9,0.489,0.234,26.2,1.136,0.286,23.7,2.078,27.7,2.166,97.48,1.55,0.0,0.0,100,8309,97.42,29.1
2021/07/02 01:00:00,0.226,29.8,0.491,0.235,26.6,1.131,0.286,23.7,2.078,27.4,2.084,97.51,1.57,0.0,0.0,100,8289,97.45,28.0
2021/07/02 02:00:00,0.226,29.5,0.494,0.235,26.8,1.132,0.286,23.7,2.077,23.9,2.321,97.56,0.64,0.0,0.0,100,8269,97.49,24.5
2021/07/02 03:00:00,0.225,28.8,0.493,0.235,26.9,1.139,0.286,23.8,2.076,20.5,2.306,97.6,0.11,0.0,0.0,100,8257,97.52,20.6
2021/07/02 04:00:00,0.225,28.1,0.499,0.235,26.9,1.14,0.286,23.8,2.076,19.2,2.211,97.67,0.02,0.0,0.0,100,8248,97.58,18.8
2021/07/02 05:00:00,0.225,27.4,0.499,0.235,26.8,1.135,0.286,23.8,2.08,18.8,2.171,97.69,0.0,0.0,0.0,100,8238,97.61,18.1
2021/07/02 06:00:00,0.224,26.7,0.498,0.234,26.6,1.129,0.286,23.8,2.08,18.2,2.095,97.7,0.0,0.0,0.0,100,8218,97.63,17.7
2021/07/02 07:00:00,0.224,26.1,0.495,0.234,26.4,1.141,0.286,23.9,2.084,18.4,2.107,97.7,0.0,0.0,0.0,100,8215,97.63,17.5
2021/07/02 08:00:00,0.224,25.6,0.494,0.234,26.1,1.141,0.286,23.9,2.084,17.8,2.035,97.71,0.0,0.0,0.0,100,8206,97.63,17.1
2021/07/02 09:00:00,0.224,25.1,0.492,0.234,25.8,1.137,0.286,23.9,2.079,17.5,1.999,97.72,0.0,0.0,0.0,100,8197,97.63,16.7
2021/07/02 10:00:00,0.224,24.7,0.49,0.234,25.6,1.147,0.286,23.9,2.079,16.8,1.911,97.74,0.0,0.0,0.0,100,8191,97.65,16.1
2021/07/02 11:00:00,0.224,24.2,0.49,0.234,25.3,1.143,0.286,23.9,2.074,16.4,1.863,97.76,0.0,0.0,0.0,100,8184,97.66,15.6
2021/07/02 12:00:00,0.224,23.8,0.485,0.234,25.0,1.139,0.286,23.9,2.075,16.4,1.866,97.79,0.0,0.0,0.0,100,8176,97.7,15.8
2021/07/02 13:00:00,0.224,23.5,0.486,0.234,24.8,1.143,0.286,23.9,2.074,20.3,2.305,97.81,0.08,0.0,0.0,100,8176,97.73,19.8
2021/07/02 14:00:00,0.224,23.4,0.486,0.234,24.6,1.132,0.286,23.9,2.069,23.2,2.465,97.85,0.38,0.0,0.0,100,8177,97.77,23.6
2021/07/02 15:00:00,0.224,23.6,0.484,0.234,24.3,1.138,0.286,23.9,2.069,24.5,2.565,97.88,0.5,0.0,0.0,100,8191,97.79,25.0
2021/07/02 16:00:00,0.225,24.2,0.482,0.234,24.2,1.139,0.286,23.9,2.069,27.0,2.641,97.86,0.93,0.0,0.0,100,8226,97.77,28.8
2021/07/02 17:00:00,0.226,25.0,0.48,0.234,24.2,1.139,0.286,23.8,2.076,27.8,2.436,97.85,1.31,0.0,0.0,100,8267,97.77,30.1
2021/07/02 18:00:00,0.226,26.2,0.476,0.234,24.3,1.133,0.286,23.8,2.068,29.2,2.307,97.82,1.74,0.0,0.0,100,8305,97.75,31.9
2021/07/02 19:00:00,0.227,27.7,0.477,0.234,24.6,1.128,0.285,23.8,2.074,29.4,2.191,97.78,1.91,0.0,0.0,100,8346,97.72,32.0
2021/07/02 20:00:00,0.227,29.0,0.473,0.234,25.0,1.133,0.285,23.7,2.076,30.4,1.956,97.74,2.38,0.0,0.0,100,8378,97.67,33.0
2021/07/02 21:00:00,0.227,30.3,0.468,0.234,25.5,1.127,0.285,23.7,2.072,30.7,1.765,97.69,2.64,0.0,0.0,100,8387,97.63,33.6
2021/07/02 22:00:00,0.227,31.4,0.471,0.235,26.1,1.122,0.285,23.7,2.064,30.6,1.675,97.63,2.72,0.0,0.0,100,8387,97.58,33.4
2021/07/02 23:00:00,0.226,32.2,0.473,0.235,26.7,1.123,0.284,23.7,2.051,30.5,1.701,97.59,2.67,0.0,0.0,100,8373,97.53,33.1
2021/07/03 00:00:00,0.226,32.5,0.473,0.235,27.3,1.117,0.284,23.7,2.056,30.0,1.778,97.54,2.46,0.0,0.0,100,8349,97.49,32.2
2021/07/03 01:00:00,0.225,32.4,0.477,0.236,27.7,1.114,0.284,23.7,2.061,28.6,1.926,97.53,1.99,0.0,0.0,100,8319,97.48,30.0
2021/07/03 02:00:00,0.224,31.7,0.484,0.236,28.0,1.12,0.284,23.7,2.065,24.2,2.173,97.53,0.85,0.0,0.0,100,8298,97.47,25.2
2021/07/03 03:00:00,0.223,30.8,0.486,0.235,28.2,1.128,0.284,23.7,2.065,20.9,2.15,97.57,0.31,0.0,0.0,100,8282,97.51,20.7
2021/07/03 04:00:00,0.223,29.8,0.49,0.235,28.1,1.129,0.285,23.8,2.063,20.0,2.058,97.65,0.28,0.0,0.0,100,8274,97.59,18.9
2021/07/03 05:00:00,0.222,28.9,0.487,0.235,28.0,1.121,0.285,23.8,2.063,19.2,2.036,97.7,0.18,0.0,0.0,100,8261,97.64,18.1
2021/07/03 06:00:00,0.222,28.1,0.484,0.235,27.7,1.133,0.285,23.9,2.066,18.4,2.007,97.74,0.1,0.0,0.0,100,8247,97.68,17.4
2021/07/03 07:00:00,0.222,27.3,0.483,0.234,27.4,1.138,0.285,23.9,2.071,17.3,1.917,97.77,0.06,0.0,0.0,100,8241,97.69,16.4
2021/07/03 08:00:00,0.222,26.7,0.481,0.234,27.1,1.132,0.285,24.0,2.074,16.4,1.854,97.75,0.01,0.0,0.0,100,8230,97.66,15.5
2021/07/03 09:00:00,0.222,26.0,0.477,0.234,26.8,1.137,0.285,24.0,2.074,15.6,1.775,97.73,0.0,0.0,0.0,100,8224,97.65,14.9
2021/07/03 10:00:00,0.221,25.5,0.475,0.234,26.4,1.126,0.285,24.0,2.073,15.1,1.712,97.72,0.0,0.0,0.0,100,8217,97.65,14.3
2021/07/03 11:00:00,0.221,24.9,0.475,0.234,26.1,1.141,0.285,24.1,2.072,14.6,1.653,97.73,0.0,0.0,0.0,100,8210,97.65,13.7
2021/07/03 12:00:00,0.221,24.4,0.475,0.234,25.8,1.137,0.285,24.1,2.067,14.7,1.673,97.74,0.0,0.0,0.0,100,8206,97.65,13.9
2021/07/03 13:00:00,0.221,24.0,0.475,0.234,25.4,1.139,0.285,24.1,2.062,18.7,2.072,97.74,0.09,0.0,0.0,100,8207,97.67,18.1
2021/07/03 14:00:00,0.221,23.8,0.472,0.234,25.1,1.136,0.285,24.1,2.067,23.2,2.072,97.73,0.78,0.0,0.0,100,8205,97.67,23.7
2021/07/03 15:00:00,0.221,24.0,0.47,0.234,24.9,1.114,0.285,24.1,2.067,25.8,2.008,97.74,1.31,0.0,0.0,100,8221,97.67,27.5
2021/07/03 16:00:00,0.222,24.7,0.47,0.234,24.7,1.13,0.285,24.1,2.063,27.8,1.975,97.71,1.76,0.0,0.0,100,8257,97.65,30.2
2021/07/03 17:00:00,0.222,25.6,0.466,0.234,24.7,1.133,0.285,24.0,2.061,29.4,1.901,97.68,2.2,0.0,0.0,100,8298,97.63,32.2
2021/07/03 18:00:00,0.222,26.9,0.465,0.234,24.8,1.129,0.284,24.0,2.053,30.6,1.932,97.64,2.45,0.0,0.0,100,8330,97.58,33.6
2021/07/03 19:00:00,0.223,28.4,0.463,0.234,25.1,1.107,0.284,24.0,2.059,30.8,1.978,97.59,2.47,0.0,0.0,100,8353,97.53,34.2
2021/07/03 20:00:00,0.222,29.7,0.463,0.234,25.5,1.122,0.284,23.9,2.057,30.6,2.062,97.54,2.34,0.0,0.0,100,8349,97.48,34.0
2021/07/03 21:00:00,0.222,30.6,0.463,0.235,26.0,1.118,0.283,23.9,2.058,31.6,1.99,97.49,2.66,0.0,0.0,100,8368,97.43,34.4
2021/07/03 22:00:00,0.222,31.4,0.463,0.235,26.6,1.122,0.283,23.9,2.05,31.4,1.958,97.44,2.64,0.0,0.0,100,8356,97.38,34.7
2021/07/03 23:00:00,0.221,32.0,0.464,0.235,27.1,1.108,0.283,23.9,2.042,31.5,2.002,97.4,2.62,0.0,0.0,100,8349,97.34,34.2
2021/07/04 00:00:00,0.221,32.3,0.464,0.236,27.5,1.112,0.283,23.9,2.042,30.2,2.035,97.36,2.26,0.0,0.0,100,8319,97.31,32.8
2021/07/04 01:00:00,0.22,32.2,0.468,0.236,27.9,1.116,0.283,23.9,2.047,29.3,2.122,97.35,1.96,0.0,0.0,100,8297,97.3,30.5
2021/07/04 02:00:00,0.219,31.6,0.466,0.235,28.2,1.12,0.283,23.9,2.051,25.0,2.339,97.34,0.84,0.0,0.0,100,8276,97.28,26.2
2021/07/04 03:00:00,0.219,30.8,0.471,0.235,28.3,1.107,0.283,23.9,2.05,21.5,2.28,97.36,0.29,0.0,0.0,100,8262,97.3,21.7
2021/07/04 04:00:00,0.218,29.9,0.47,0.235,28.2,1.111,0.283,24.0,2.049,20.3,2.196,97.44,0.19,0.0,0.0,100,8251,97.37,19.7
2021/07/04 05:00:00,0.218,29.0,0.467,0.235,28.1,1.122,0.283,24.0,2.049,19.6,2.161,97.46,0.12,0.0,0.0,100,8242,97.39,18.8
2021/07/04 06:00:00,0.218,28.2,0.469,0.235,27.8,1.124,0.283,24.0,2.052,19.2,2.15,97.46,0.07,0.0,0.0,100,8225,97.39,18.4
2021/07/04 07:00:00,0.218,27.6,0.467,0.235,27.6,1.121,0.283,24.1,2.056,18.9,2.137,97.44,0.05,0.0,0.0,100,8218,97.37,18.0
2021/07/04 08:00:00,0.218,27.0,0.465,0.234,27.2,1.128,0.283,24.1,2.061,18.5,2.11,97.43,0.01,0.0,0.0,100,8209,97.36,17.7
2021/07/04 09:00:00,0.217,26.4,0.464,0.234,26.9,1.125,0.284,24.2,2.059,18.2,2.085,97.4,0.0,0.0,0.0,100,8202,97.32,17.4
2021/07/04 10:00:00,0.217,25.9,0.465,0.234,26.6,1.132,0.284,24.2,2.059,17.8,2.033,97.42,0.0,0.0,0.0,100,8198,97.33,17.0
2021/07/04 11:00:00,0.217,25.5,0.464,0.234,26.3,1.131,0.284,24.2,2.063,17.7,2.016,97.43,0.01,0.0,0.0,100,8191,97.35,16.7
2021/07/04 12:00:00,0.217,25.0,0.463,0.234,26.0,1.125,0.284,24.2,2.058,17.4,1.988,97.43,0.0,0.0,0.0,100,8187,97.35,16.7
2021/07/04 13:00:00,0.217,24.7,0.462,0.234,25.8,1.129,0.284,24.2,2.058,21.1,2.22,97.43,0.28,0.0,0.0,100,8181,97.35,20.2
2021/07/04 14:00:00,0.217,24.5,0.459,0.234,25.5,1.12,0.284,24.2,2.053,24.8,2.209,97.45,0.92,0.0,0.0,100,8187,97.38,25.3
2021/07/04 15:00:00,0.217,24.8,0.458,0.234,25.3,1.127,0.284,24.2,2.049,27.1,2.139,97.44,1.44,0.0,0.0,100,8199,97.38,29.1
2021/07/04 16:00:00,0.217,25.4,0.456,0.234,25.1,1.128,0.283,24.2,2.046,28.6,1.924,97.4,1.99,0.0,0.0,100,8232,97.34,31.0
2021/07/04 17:00:00,0.217,26.3,0.456,0.234,25.1,1.128,0.283,24.2,2.047,29.6,1.976,97.38,2.17,0.0,0.0,100,8279,97.33,32.3
2021/07/04 18:00:00,0.218,27.4,0.457,0.234,25.2,1.121,0.283,24.1,2.045,30.3,1.991,97.36,2.33,0.0,0.0,100,8326,97.3,32.8
2021/07/04 19:00:00,0.218,28.8,0.456,0.234,25.5,1.112,0.282,24.1,2.047,30.9,1.963,97.34,2.51,0.0,0.0,100,8359,97.28,33.7
2021/07/04 20:00:00,0.218,30.2,0.458,0.235,25.9,1.111,0.282,24.1,2.035,31.0,1.988,97.33,2.5,0.0,0.0,100,8380,97.26,34.0
2021/07/04 21:00:00,0.218,31.3,0.458,0.235,26.4,1.112,0.281,24.1,2.019,31.4,1.974,97.31,2.62,0.0,0.0,100,8393,97.25,34.6
2021/07/04 22:00:00,0.217,32.3,0.457,0.235,27.0,1.108,0.281,24.0,2.026,31.3,1.984,97.3,2.59,0.0,0.0,100,8384,97.23,34.7
2021/07/04 23:00:00,0.217,33.0,0.455,0.236,27.6,1.105,0.281,24.0,2.028,30.6,1.982,97.25,2.4,0.0,0.0,100,8368,97.19,33.2
2021/07/05 00:00:00,0.216,33.1,0.457,0.236,28.1,1.102,0.281,24.0,2.028,30.2,1.951,97.22,2.35,0.0,0.0,100,8346,97.16,32.4
2021/07/05 01:00:00,0.215,32.9,0.456,0.235,28.5,1.103,0.281,24.0,2.029,29.2,1.969,97.23,2.08,0.0,0.0,100,8317,97.18,30.5
2021/07/05 02:00:00,0.215,32.2,0.462,0.235,28.7,1.107,0.281,24.1,2.028,25.7,2.094,97.25,1.2,0.0,0.0,100,8292,97.19,26.4
2021/07/05 03:00:00,0.214,31.4,0.463,0.235,28.8,1.107,0.281,24.1,2.031,21.5,2.154,97.29,0.41,0.0,0.0,100,8282,97.23,21.5
2021/07/05 04:00:00,0.213,30.4,0.462,0.235,28.7,1.11,0.281,24.1,2.035,19.9,2.074,97.37,0.25,0.0,0.0,100,8267,97.3,19.1
2021/07/05 05:00:00,0.213,29.5,0.462,0.235,28.5,1.115,0.281,24.2,2.03,18.8,2.062,97.39,0.1,0.0,0.0,100,8257,97.33,17.7
2021/07/05 06:00:00,0.212,28.6,0.459,0.235,28.2,1.117,0.281,24.2,2.029,18.9,2.069,97.4,0.11,0.0,0.0,100,8244,97.34,17.5
2021/07/05 07:00:00,0.212,27.9,0.458,0.235,28.0,1.116,0.281,24.3,2.028,19.5,2.094,97.42,0.18,0.0,0.0,100,8239,97.35,17.8
2021/07/05 08:00:00,0.212,27.3,0.455,0.234,27.6,1.111,0.281,24.3,2.027,19.4,2.07,97.39,0.18,0.0,0.0,100,8233,97.33,17.9
2021/07/05 09:00:00,0.212,26.7,0.455,0.234,27.3,1.115,0.281,24.4,2.031,18.4,2.023,97.36,0.09,0.0,0.0,100,8227,97.29,17.3
2021/07/05 10:00:00,0.211,26.2,0.454,0.234,27.0,1.122,0.281,24.4,2.039,19.4,2.042,97.35,0.21,0.0,0.0,100,8219,97.28,17.6
2021/07/05 11:00:00,0.211,25.8,0.451,0.234,26.6,1.122,0.282,24.4,2.034,19.8,2.052,97.4,0.25,0.0,0.0,100,8215,97.33,18.3
2021/07/05 12:00:00,0.211,25.4,0.452,0.234,26.4,1.121,0.282,24.4,2.038,18.7,2.04,97.48,0.11,0.0,0.0,100,8210,97.4,18.0
2021/07/05 13:00:00,0.211,25.0,0.454,0.234,26.1,1.107,0.282,24.4,2.038,21.8,2.215,97.51,0.4,0.0,0.0,100,8205,97.45,21.8
2021/07/05 14:00:00,0.211,24.9,0.455,0.234,25.8,1.111,0.282,24.4,2.038,25.0,2.285,97.56,0.89,0.0,0.0,100,8205,97.48,26.4
2021/07/05 15:00:00,0.211,25.1,0.454,0.234,25.6,1.123,0.281,24.4,2.039,27.2,2.22,97.56,1.38,0.0,0.0,100,8220,97.5,29.4
2021/07/05 16:00:00,0.211,25.8,0.452,0.234,25.4,1.121,0.281,24.4,2.036,28.8,2.042,97.54,1.91,0.0,0.0,100,8252,97.48,31.2
2021/07/05 17:00:00,0.212,26.6,0.449,0.234,25.4,1.116,0.281,24.4,2.034,29.8,1.96,97.55,2.22,0.0,0.0,100,8298,97.49,32.5
2021/07/05 18:00:00,0.213,27.8,0.452,0.234,25.5,1.109,0.28,24.3,2.032,30.7,1.931,97.53,2.48,0.0,0.0,100,8338,97.47,33.3
2021/07/05 19:00:00,0.213,29.2,0.454,0.234,25.8,1.107,0.28,24.3,2.011,31.3,1.918,97.53,2.65,0.0,0.0,100,8368,97.47,34.2
2021/07/05 20:00:00,0.213,30.6,0.453,0.235,26.2,1.099,0.279,24.3,2.004,31.7,1.955,97.49,2.71,0.0,0.0,100,8387,97.43,34.9
2021/07/05 21:00:00,0.213,31.8,0.454,0.235,26.8,1.085,0.279,24.2,2.007,32.0,1.955,97.46,2.8,0.0,0.0,100,8390,97.39,35.3
2021/07/05 22:00:00,0.212,32.8,0.453,0.235,27.4,1.094,0.279,24.2,2.004,32.0,1.955,97.42,2.8,0.0,0.0,100,8386,97.35,35.3
2021/07/05 23:00:00,0.212,33.5,0.451,0.236,28.0,1.095,0.278,24.2,2.001,31.7,1.955,97.36,2.72,0.0,0.0,100,8367,97.29,34.7
2021/07/06 00:00:00,0.211,33.8,0.452,0.236,28.5,1.085,0.278,24.2,1.993,31.1,2.013,97.32,2.49,0.0,0.0,100,8340,97.26,33.5
2021/07/06 01:00:00,0.21,33.6,0.455,0.236,28.9,1.09,0.278,24.2,1.993,29.6,2.063,97.34,2.09,0.0,0.0,100,8308,97.28,31.1
2021/07/06 02:00:00,0.209,32.9,0.457,0.236,29.2,1.094,0.278,24.2,1.992,25.3,2.235,97.39,0.99,0.0,0.0,100,8289,97.33,26.2
2021/07/06 03:00:00,0.208,31.9,0.457,0.235,29.3,1.096,0.278,24.3,1.991,21.7,2.187,97.47,0.4,0.0,0.0,100,8275,97.42,21.5
2021/07/06 04:00:00,0.207,30.9,0.457,0.235,29.2,1.095,0.278,24.3,2.0,20.5,2.126,97.54,0.28,0.0,0.0,100,8261,97.48,19.4
2021/07/06 05:00:00,0.207,30.0,0.454,0.235,29.0,1.099,0.278,24.4,2.007,19.4,2.084,97.57,0.16,0.0,0.0,100,8252,97.51,18.2
2021/07/06 06:00:00,0.207,29.1,0.454,0.235,28.7,1.107,0.278,24.4,2.012,18.7,2.058,97.6,0.1,0.0,0.0,100,8233,97.53,17.6
2021/07/06 07:00:00,0.206,28.4,0.453,0.234,28.4,1.104,0.279,24.5,2.014,18.4,2.038,97.58,0.07,0.0,0.0,100,8229,97.51,17.2
2021/07/06 08:00:00,0.206,27.7,0.45,0.234,28.0,1.106,0.279,24.5,2.009,17.8,2.004,97.58,0.03,0.0,0.0,100,8223,97.51,16.8
2021/07/06 09:00:00,0.206,27.1,0.451,0.234,27.7,1.108,0.279,24.6,2.008,18.0,2.018,97.56,0.05,0.0,0.0,100,8215,97.49,16.8
2021/07/06 10:00:00,0.205,26.5,0.451,0.234,27.3,1.105,0.279,24.6,2.008,18.5,2.001,97.54,0.13,0.0,0.0,100,8209,97.47,16.9
2021/07/06 11:00:00,0.205,26.0,0.45,0.234,27.0,1.105,0.279,24.6,2.012,17.8,1.939,97.55,0.1,0.0,0.0,100,8202,97.48,16.5
2021/07/06 12:00:00,0.205,25.6,0.45,0.234,26.7,1.104,0.279,24.6,2.016,16.6,1.87,97.59,0.01,0.0,0.0,100,8196,97.51,15.8
2021/07/06 13:00:00,0.205,25.1,0.45,0.234,26.4,1.111,0.279,24.6,2.016,21.3,2.129,97.58,0.41,0.0,0.0,100,8196,97.52,20.6
2021/07/06 14:00:00,0.205,24.9,0.45,0.234,26.0,1.103,0.279,24.6,2.021,25.0,2.207,97.6,0.95,0.0,0.0,100,8196,97.53,25.8
2021/07/06 15:00:00,0.205,25.2,0.45,0.234,25.8,1.109,0.279,24.6,2.022,27.4,2.18,97.62,1.46,0.0,0.0,100,8208,97.55,29.8
2021/07/06 16:00:00,0.205,25.9,0.448,0.234,25.6,1.105,0.279,24.6,2.018,28.8,2.065,97.58,1.89,0.0,0.0,100,8243,97.52,31.5
2021/07/06 17:00:00,0.206,26.8,0.445,0.234,25.6,1.092,0.278,24.6,2.016,29.7,2.006,97.56,2.16,0.0,0.0,100,8287,97.51,32.5
2021/07/06 18:00:00,0.207,28.0,0.443,0.234,25.7,1.096,0.278,24.5,2.009,30.7,1.954,97.52,2.45,0.0,0.0,100,8334,97.46,33.3
2021/07/06 19:00:00,0.207,29.4,0.444,0.234,26.0,1.099,0.277,24.5,2.002,31.3,1.875,97.46,2.7,0.0,0.0,100,8368,97.4,34.2
2021/07/06 20:00:00,0.207,30.8,0.445,0.235,26.4,1.086,0.277,24.5,1.996,31.6,1.946,97.4,2.71,0.0,0.0,100,8387,97.33,34.7
2021/07/06 21:00:00,0.207,32.0,0.446,0.235,27.0,1.087,0.276,24.4,1.999,31.8,1.873,97.4,2.84,0.0,0.0,100,8394,97.34,35.0
2021/07/06 22:00:00,0.207,32.9,0.444,0.235,27.6,1.083,0.276,24.4,2.001,32.2,1.723,97.38,3.07,0.0,0.0,100,8387,97.32,35.3
2021/07/06 23:00:00,0.206,33.6,0.448,0.235,28.1,1.085,0.275,24.4,1.994,31.9,1.757,97.34,2.98,0.0,0.0,100,8370,97.28,34.7
2021/07/07 00:00:00,0.205,33.8,0.448,0.236,28.6,1.084,0.275,24.4,1.986,31.6,1.806,97.28,2.83,0.0,0.0,100,8341,97.22,33.9
2021/07/07 01:00:00,0.204,33.6,0.449,0.235,29.0,1.08,0.275,24.4,1.99,29.5,1.872,97.25,2.26,0.0,0.0,100,8311,97.2,31.2
2021/07/07 02:00:00,0.203,32.9,0.449,0.235,29.3,1.089,0.275,24.4,1.995,25.5,1.949,97.2,1.31,0.0,0.0,100,8292,97.15,26.0
2021/07/07 03:00:00,0.202,32.0,0.45,0.235,29.4,1.091,0.275,24.5,1.993,23.9,1.958,97.22,1.01,0.0,0.0,100,8273,97.17,23.2
2021/07/07 04:00:00,0.201,31.0,0.449,0.235,29.3,1.093,0.275,24.5,1.992,21.5,2.048,97.33,0.52,0.0,0.0,100,8263,97.29,20.8
