z6-12559,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8
2025/11/22 09:00:00,0.358,10.5,1.326,0.343,11.2,1.304,0.283,12.2,1.223,100,8213,97.52,2.2
2025/11/22 10:00:00,0.358,10.4,1.319,0.343,11.2,1.305,0.283,12.2,1.221,100,8211,97.52,-0.1
2025/11/22 11:00:00,0.358,10.2,1.321,0.343,11.1,1.306,0.284,12.2,1.228,100,8210,97.52,-1.3
2025/11/22 12:00:00,0.357,10.1,1.312,0.342,11.1,1.311,0.285,12.2,1.212,100,8210,97.53,-1.7
2025/11/22 13:00:00,0.357,9.9,1.314,0.342,11.0,1.309,0.285,12.2,1.191,100,8200,97.6,-1.9
2025/11/22 14:00:00,0.357,9.8,1.31,0.342,10.9,1.311,0.286,12.2,1.179,100,8203,97.63,-1.8
2025/11/22 15:00:00,0.356,9.6,1.311,0.342,10.8,1.315,0.286,12.2,1.189,100,8269,97.71,1.8
2025/11/22 16:00:00,0.356,9.5,1.31,0.341,10.8,1.316,0.286,12.1,1.196,100,8364,97.79,7.6
2025/11/22 17:00:00,0.356,9.4,1.293,0.341,10.7,1.314,0.287,12.1,1.192,100,8501,97.83,13.5
2025/11/22 18:00:00,0.356,9.4,1.291,0.341,10.6,1.308,0.287,12.1,1.175,100,8592,97.82,18.4
2025/11/22 19:00:00,0.355,9.6,1.285,0.341,10.6,1.309,0.288,12.1,1.177,100,8628,97.74,21.6
2025/11/22 20:00:00,0.355,9.8,1.293,0.341,10.5,1.31,0.288,12.0,1.179,100,8637,97.68,23.1
2025/11/22 21:00:00,0.355,10.1,1.295,0.341,10.6,1.309,0.288,12.0,1.175,100,8621,97.62,23.5
2025/11/22 22:00:00,0.355,10.4,1.289,0.341,10.6,1.31,0.288,12.0,1.172,100,8586,97.62,22.4
2025/11/22 23:00:00,0.355,10.6,1.291,0.341,10.7,1.316,0.289,12.0,1.166,100,8531,97.64,18.4
2025/11/23 00:00:00,0.354,10.8,1.294,0.341,10.8,1.315,0.289,11.9,1.16,100,8494,97.67,12.0
2025/11/23 01:00:00,0.354,10.8,1.295,0.341,10.9,1.318,0.289,11.9,1.157,100,8475,97.7,6.9
2025/11/23 02:00:00,0.354,10.8,1.293,0.341,10.9,1.315,0.289,11.9,1.154,100,8464,97.73,6.2
2025/11/23 03:00:00,0.354,10.7,1.294,0.34,11.0,1.309,0.29,11.9,1.153,100,8449,97.75,5.8
2025/11/23 04:00:00,0.354,10.6,1.289,0.34,11.0,1.312,0.29,11.9,1.153,100,8440,97.77,6.0
2025/11/23 05:00:00,0.354,10.4,1.287,0.34,11.0,1.313,0.29,11.9,1.149,100,8428,97.76,4.1
2025/11/23 06:00:00,0.353,10.3,1.294,0.34,10.9,1.314,0.29,11.9,1.141,100,8422,97.76,3.3
2025/11/23 07:00:00,0.353,10.2,1.295,0.34,10.9,1.317,0.29,11.9,1.138,100,8397,97.78,3.0
2025/11/23 08:00:00,0.353,10.1,1.29,0.34,10.9,1.315,0.291,11.9,1.138,100,8398,97.79,2.6
2025/11/23 09:00:00,0.353,10.0,1.274,0.34,10.8,1.319,0.291,11.9,1.137,100,8393,97.76,1.2
2025/11/23 10:00:00,0.353,9.8,1.287,0.34,10.8,1.319,0.291,11.9,1.137,100,8391,97.75,1.7
2025/11/23 11:00:00,0.353,9.7,1.294,0.34,10.7,1.32,0.291,11.9,1.136,100,8389,97.73,1.7
2025/11/23 12:00:00,0.353,9.6,1.294,0.34,10.6,1.32,0.291,11.9,1.136,100,8384,97.7,0.8
2025/11/23 13:00:00,0.353,9.5,1.284,0.34,10.6,1.318,0.291,11.9,1.136,100,8363,97.7,0.7
2025/11/23 14:00:00,0.353,9.3,1.287,0.339,10.5,1.315,0.291,11.9,1.138,100,8367,97.7,0.7
2025/11/23 15:00:00,0.353,9.2,1.291,0.339,10.4,1.319,0.291,11.8,1.138,100,8425,97.75,5.5
2025/11/23 16:00:00,0.352,9.2,1.286,0.339,10.4,1.322,0.292,11.8,1.14,100,8505,97.79,11.4
2025/11/23 17:00:00,0.352,9.2,1.282,0.339,10.3,1.326,0.292,11.8,1.14,100,8601,97.75,17.6
2025/11/23 18:00:00,0.352,9.3,1.283,0.339,10.2,1.326,0.292,11.8,1.142,100,8627,97.62,23.1
2025/11/23 19:00:00,0.352,9.5,1.285,0.339,10.2,1.327,0.292,11.8,1.142,100,8618,97.49,25.9
2025/11/23 20:00:00,0.352,9.8,1.281,0.339,10.2,1.323,0.292,11.7,1.142,100,8592,97.42,27.2
2025/11/23 21:00:00,0.352,10.2,1.279,0.339,10.3,1.323,0.292,11.7,1.144,100,8577,97.35,26.7
2025/11/23 22:00:00,0.352,10.6,1.266,0.339,10.4,1.314,0.292,11.7,1.155,100,8529,97.33,24.8
2025/11/23 23:00:00,0.352,10.8,1.28,0.339,10.6,1.319,0.292,11.7,1.144,100,8481,97.33,18.5
2025/11/24 00:00:00,0.351,11.0,1.277,0.339,10.7,1.322,0.293,11.7,1.144,100,8459,97.33,13.4
2025/11/24 01:00:00,0.351,11.0,1.28,0.339,10.8,1.327,0.293,11.7,1.146,100,8444,97.31,11.4
2025/11/24 02:00:00,0.351,11.0,1.274,0.339,10.9,1.324,0.293,11.7,1.151,100,8434,97.47,10.6
2025/11/24 03:00:00,0.351,11.0,1.277,0.339,11.0,1.318,0.293,11.7,1.156,100,8424,97.4,10.1
2025/11/24 04:00:00,0.351,11.0,1.275,0.339,11.0,1.315,0.293,11.7,1.156,100,8415,97.29,10.0
2025/11/24 05:00:00,0.351,10.9,1.278,0.339,11.0,1.318,0.293,11.7,1.159,100,8405,97.12,9.6
2025/11/24 06:00:00,0.351,10.9,1.278,0.339,11.1,1.321,0.293,11.7,1.159,100,8397,97.13,8.6
2025/11/24 07:00:00,0.351,10.9,1.282,0.338,11.1,1.321,0.293,11.7,1.158,100,8374,97.16,8.2
2025/11/24 08:00:00,0.351,10.9,1.279,0.338,11.1,1.322,0.293,11.7,1.147,100,8371,97.16,8.8
2025/11/24 09:00:00,0.351,10.8,1.283,0.338,11.1,1.322,0.293,11.7,1.142,100,8366,97.13,9.0
2025/11/24 10:00:00,0.351,10.8,1.283,0.338,11.1,1.322,0.293,11.7,1.137,100,8361,97.1,9.0
2025/11/24 11:00:00,0.351,10.8,1.283,0.338,11.1,1.323,0.293,11.7,1.142,100,8358,97.04,8.9
2025/11/24 12:00:00,0.351,10.8,1.28,0.338,11.1,1.323,0.293,11.8,1.152,100,8352,97.02,8.8
2025/11/24 13:00:00,0.351,10.8,1.28,0.338,11.1,1.323,0.293,11.8,1.165,100,8336,96.99,9.0
2025/11/24 14:00:00,0.351,10.8,1.28,0.338,11.1,1.32,0.293,11.8,1.176,100,8329,96.97,9.2
2025/11/24 15:00:00,0.351,10.8,1.283,0.338,11.1,1.32,0.293,11.8,1.176,100,8323,97.01,9.5
2025/11/24 16:00:00,0.351,10.8,1.28,0.338,11.1,1.32,0.293,11.8,1.178,100,8318,97.02,10.0
2025/11/24 17:00:00,0.351,10.9,1.279,0.338,11.1,1.321,0.294,11.8,1.178,100,8327,96.98,10.8
2025/11/24 18:00:00,0.351,10.9,1.277,0.338,11.1,1.321,0.294,11.8,1.183,100,8327,96.87,12.0
2025/11/24 19:00:00,0.352,11.0,1.275,0.338,11.1,1.324,0.294,11.8,1.183,100,8322,96.79,12.4
2025/11/24 20:00:00,0.352,11.0,1.267,0.338,11.2,1.321,0.294,11.8,1.191,100,8318,96.73,12.6
2025/11/24 21:00:00,0.353,11.1,1.265,0.338,11.2,1.321,0.294,11.8,1.191,100,8309,96.65,12.4
2025/11/24 22:00:00,0.353,11.2,1.269,0.338,11.2,1.32,0.294,11.8,1.194,100,8304,96.68,11.7
2025/11/24 23:00:00,0.355,11.2,1.268,0.338,11.3,1.32,0.294,11.8,1.196,100,8295,96.69,11.3
2025/11/25 00:00:00,0.357,11.3,1.268,0.338,11.3,1.32,0.294,11.8,1.204,100,8291,96.71,11.0
2025/11/25 01:00:00,0.358,11.3,1.264,0.338,11.3,1.317,0.294,11.8,1.21,100,8288,96.72,10.8
2025/11/25 02:00:00,0.358,11.3,1.254,0.338,11.4,1.316,0.294,11.9,1.198,100,8286,96.74,10.7
2025/11/25 03:00:00,0.358,11.3,1.257,0.338,11.4,1.316,0.294,11.9,1.192,100,8279,96.73,10.4
2025/11/25 04:00:00,0.358,11.3,1.271,0.338,11.4,1.316,0.294,11.9,1.187,100,8275,96.73,10.1
2025/11/25 05:00:00,0.358,11.3,1.28,0.338,11.4,1.31,0.294,11.9,1.184,100,8273,96.7,9.9
2025/11/25 06:00:00,0.358,11.3,1.283,0.338,11.5,1.312,0.294,11.9,1.192,100,8267,96.7,10.0
2025/11/25 07:00:00,0.358,11.3,1.286,0.338,11.5,1.314,0.294,11.9,1.205,100,8261,96.71,10.0
2025/11/25 08:00:00,0.358,11.3,1.29,0.338,11.5,1.314,0.294,11.9,1.217,100,8259,96.73,10.2
2025/11/25 09:00:00,0.358,11.3,1.29,0.338,11.5,1.317,0.294,11.9,1.222,100,8255,96.75,10.3
2025/11/25 10:00:00,0.358,11.3,1.291,0.338,11.5,1.317,0.294,11.9,1.222,100,8253,96.77,10.2
2025/11/25 11:00:00,0.358,11.3,1.291,0.338,11.5,1.316,0.294,12.0,1.221,100,8252,96.77,10.1
2025/11/25 12:00:00,0.357,11.3,1.292,0.338,11.5,1.319,0.294,12.0,1.221,100,8248,96.77,9.8
2025/11/25 13:00:00,0.357,11.3,1.292,0.338,11.5,1.319,0.295,12.0,1.23,100,8241,96.8,8.9
2025/11/25 14:00:00,0.357,11.3,1.29,0.339,11.5,1.319,0.295,12.0,1.238,100,8239,96.87,8.1
2025/11/25 15:00:00,0.357,11.3,1.294,0.339,11.5,1.319,0.295,12.0,1.244,100,8277,96.96,8.9
2025/11/25 16:00:00,0.357,11.2,1.292,0.339,11.5,1.322,0.295,12.0,1.243,100,8350,97.11,10.2
2025/11/25 17:00:00,0.357,11.2,1.289,0.339,11.5,1.321,0.295,12.0,1.243,100,8504,97.23,13.2
2025/11/25 18:00:00,0.357,11.2,1.29,0.339,11.5,1.321,0.295,12.0,1.245,100,8610,97.28,16.9
2025/11/25 19:00:00,0.356,11.2,1.29,0.339,11.5,1.321,0.295,12.0,1.242,100,8665,97.29,18.6
2025/11/25 20:00:00,0.356,11.3,1.29,0.339,11.5,1.321,0.295,12.0,1.242,100,8640,97.33,18.9
2025/11/25 21:00:00,0.356,11.4,1.29,0.339,11.5,1.321,0.295,12.0,1.245,100,8693,97.38,17.0
2025/11/25 22:00:00,0.356,11.5,1.287,0.339,11.5,1.324,0.295,12.0,1.253,100,8668,97.46,15.7
2025/11/25 23:00:00,0.356,11.6,1.281,0.339,11.6,1.32,0.295,12.0,1.262,100,8615,97.56,11.6
2025/11/26 00:00:00,0.356,11.5,1.285,0.339,11.6,1.32,0.295,12.0,1.268,100,8589,97.71,7.1
2025/11/26 01:00:00,0.355,11.4,1.292,0.339,11.6,1.32,0.295,12.0,1.271,100,8571,97.85,5.0
2025/11/26 02:00:00,0.355,11.3,1.291,0.339,11.6,1.323,0.295,12.0,1.265,100,8555,97.92,3.5
2025/11/26 03:00:00,0.355,11.1,1.28,0.339,11.6,1.323,0.295,12.1,1.256,100,8545,97.98,2.3
2025/11/26 04:00:00,0.355,10.9,1.281,0.339,11.5,1.327,0.295,12.1,1.261,100,8535,98.04,1.2
2025/11/26 05:00:00,0.355,10.8,1.291,0.339,11.5,1.324,0.295,12.1,1.273,100,8527,98.05,-0.4
2025/11/26 06:00:00,0.355,10.6,1.293,0.339,11.4,1.325,0.295,12.1,1.282,100,8520,98.09,-0.9
2025/11/26 07:00:00,0.355,10.4,1.282,0.339,11.3,1.325,0.295,12.1,1.287,100,8487,98.12,-1.5
2025/11/26 08:00:00,0.355,10.2,1.29,0.339,11.2,1.323,0.295,12.1,1.287,100,8488,98.11,-2.7
2025/11/26 09:00:00,0.355,9.9,1.285,0.339,11.1,1.323,0.295,12.1,1.29,100,8485,98.16,-3.0
2025/11/26 10:00:00,0.355,9.7,1.284,0.339,11.0,1.327,0.295,12.1,1.293,100,8482,98.2,-2.8
2025/11/26 11:00:00,0.355,9.5,1.291,0.339,10.9,1.331,0.295,12.0,1.297,100,8481,98.21,-3.0
2025/11/26 12:00:00,0.355,9.4,1.289,0.339,10.8,1.329,0.295,12.0,1.294,100,8478,98.25,-3.7
2025/11/26 13:00:00,0.355,9.2,1.285,0.339,10.7,1.332,0.295,12.0,1.293,100,8471,98.31,-4.5
2025/11/26 14:00:00,0.354,9.0,1.292,0.339,10.6,1.34,0.295,12.0,1.296,100,8472,98.35,-5.5
2025/11/26 15:00:00,0.354,8.8,1.278,0.339,10.4,1.334,0.295,12.0,1.309,100,8540,98.45,-2.3
2025/11/26 16:00:00,0.354,8.6,1.282,0.339,10.3,1.328,0.295,11.9,1.279,100,8623,98.53,1.5
2025/11/26 17:00:00,0.354,8.5,1.289,0.339,10.2,1.326,0.296,11.9,1.282,100,8767,98.57,5.6
2025/11/26 18:00:00,0.354,8.5,1.289,0.339,10.1,1.333,0.296,11.8,1.288,100,8816,98.53,9.6
2025/11/26 19:00:00,0.354,8.5,1.286,0.339,10.0,1.334,0.296,11.8,1.291,100,8798,98.46,10.9
2025/11/26 20:00:00,0.354,8.6,1.283,0.339,9.9,1.331,0.296,11.8,1.295,100,8771,98.38,10.3
2025/11/26 21:00:00,0.354,8.7,1.28,0.339,9.9,1.328,0.296,11.7,1.301,100,8778,98.34,9.8
2025/11/26 22:00:00,0.354,8.8,1.28,0.339,9.8,1.328,0.296,11.7,1.322,100,8716,98.33,7.9
2025/11/26 23:00:00,0.354,8.9,1.28,0.339,9.8,1.328,0.296,11.6,1.331,100,8676,98.32,4.5
2025/11/27 00:00:00,0.354,8.9,1.274,0.339,9.8,1.329,0.296,11.6,1.341,100,8655,98.33,1.8
2025/11/27 01:00:00,0.354,8.9,1.278,0.339,9.8,1.329,0.296,11.6,1.329,100,8640,98.34,1.1
2025/11/27 02:00:00,0.354,8.8,1.284,0.338,9.8,1.329,0.296,11.5,1.338,100,8627,98.4,1.0
2025/11/27 03:00:00,0.354,8.7,1.282,0.338,9.8,1.329,0.296,11.5,1.341,100,8617,98.45,1.1
2025/11/27 04:00:00,0.353,8.6,1.286,0.338,9.8,1.326,0.296,11.5,1.351,100,8602,98.49,1.0
2025/11/27 05:00:00,0.353,8.6,1.286,0.338,9.7,1.327,0.296,11.4,1.348,100,8592,98.51,0.8
2025/11/27 06:00:00,0.353,8.5,1.287,0.338,9.7,1.327,0.296,11.4,1.357,100,8583,98.51,-0.1
2025/11/27 07:00:00,0.353,8.4,1.281,0.338,9.7,1.327,0.296,11.4,1.354,100,8563,98.48,-2.3
2025/11/27 08:00:00,0.353,8.4,1.279,0.338,9.6,1.322,0.296,11.4,1.351,100,8558,98.47,-4.9
2025/11/27 09:00:00,0.353,8.2,1.286,0.338,9.6,1.325,0.296,11.3,1.352,100,8552,98.48,-6.4
2025/11/27 10:00:00,0.353,8.0,1.284,0.338,9.5,1.326,0.296,11.3,1.361,100,8550,98.48,-7.2
2025/11/27 11:00:00,0.353,7.8,1.282,0.338,9.4,1.332,0.296,11.3,1.355,100,8549,98.47,-6.9
2025/11/27 12:00:00,0.353,7.7,1.283,0.338,9.3,1.33,0.296,11.3,1.374,100,8546,98.48,-6.5
2025/11/27 13:00:00,0.353,7.5,1.281,0.338,9.2,1.327,0.296,11.2,1.361,100,8542,98.55,-6.1
2025/11/27 14:00:00,0.353,7.3,1.282,0.338,9.1,1.331,0.296,11.2,1.374,100,8540,98.57,-4.2
2025/11/27 15:00:00,0.353,7.2,1.274,0.338,9.0,1.335,0.296,11.2,1.377,100,8538,98.62,-2.5
2025/11/27 16:00:00,0.353,7.1,1.281,0.338,8.9,1.329,0.296,11.1,1.381,100,8559,98.67,-0.3
2025/11/27 17:00:00,0.353,7.1,1.282,0.338,8.8,1.32,0.296,11.1,1.381,100,8714,98.7,3.8
2025/11/27 18:00:00,0.353,7.2,1.279,0.338,8.7,1.318,0.296,11.1,1.388,100,8780,98.65,11.6
2025/11/27 19:00:00,0.353,7.3,1.276,0.338,8.7,1.321,0.296,11.0,1.385,100,8785,98.53,15.3
2025/11/27 20:00:00,0.353,7.5,1.268,0.338,8.7,1.324,0.296,11.0,1.391,100,8776,98.44,16.6
2025/11/27 21:00:00,0.352,7.7,1.274,0.338,8.7,1.324,0.296,10.9,1.395,100,8750,98.38,17.3
2025/11/27 22:00:00,0.352,8.0,1.272,0.338,8.7,1.322,0.296,10.9,1.398,100,8711,98.38,16.4
2025/11/27 23:00:00,0.353,8.1,1.271,0.338,8.8,1.318,0.296,10.9,1.398,100,8643,98.4,11.8
2025/11/28 00:00:00,0.352,8.2,1.268,0.338,8.9,1.318,0.296,10.8,1.421,100,8614,98.43,4.9
2025/11/28 01:00:00,0.352,8.3,1.268,0.338,8.9,1.318,0.296,10.8,1.38,100,8592,98.45,-0.1
2025/11/28 02:00:00,0.352,8.2,1.272,0.338,9.0,1.324,0.296,10.8,1.38,100,8582,98.45,-2.7
2025/11/28 03:00:00,0.352,8.0,1.272,0.338,9.0,1.324,0.296,10.8,1.396,100,8576,98.51,-3.4
2025/11/28 04:00:00,0.352,7.9,1.276,0.338,9.0,1.324,0.296,10.8,1.386,100,8570,98.55,-3.1
2025/11/28 05:00:00,0.352,7.7,1.274,0.338,8.9,1.322,0.296,10.8,1.415,100,8563,98.55,-3.5
2025/11/28 06:00:00,0.352,7.6,1.278,0.338,8.9,1.316,0.296,10.7,1.396,100,8551,98.57,-3.6
2025/11/28 07:00:00,0.352,7.4,1.273,0.338,8.8,1.316,0.296,10.7,1.39,100,8526,98.54,-2.7
2025/11/28 08:00:00,0.352,7.3,1.276,0.338,8.7,1.323,0.296,10.7,1.409,100,8530,98.54,-1.9
2025/11/28 09:00:00,0.352,7.2,1.277,0.338,8.7,1.332,0.296,10.7,1.439,100,8525,98.54,-1.7
2025/11/28 10:00:00,0.352,7.2,1.274,0.338,8.6,1.336,0.296,10.7,1.409,100,8523,98.51,-1.5
2025/11/28 11:00:00,0.352,7.1,1.272,0.338,8.5,1.334,0.296,10.6,1.413,100,8526,98.47,-1.7
2025/11/28 12:00:00,0.352,7.1,1.266,0.338,8.5,1.328,0.296,10.6,1.416,100,8518,98.43,-2.6
2025/11/28 13:00:00,0.352,7.0,1.261,0.337,8.4,1.328,0.296,10.6,1.453,100,8510,98.41,-3.2
2025/11/28 14:00:00,0.352,7.0,1.261,0.337,8.4,1.332,0.296,10.6,1.426,100,8501,98.39,-2.9
2025/11/28 15:00:00,0.352,6.9,1.268,0.337,8.3,1.332,0.296,10.5,1.423,100,8504,98.41,-2.2
2025/11/28 16:00:00,0.352,6.8,1.275,0.337,8.3,1.329,0.296,10.5,1.433,100,8502,98.38,-1.2
2025/11/28 17:00:00,0.352,6.8,1.275,0.337,8.2,1.327,0.296,10.5,1.457,100,8519,98.28,-0.0
2025/11/28 18:00:00,0.352,6.8,1.275,0.337,8.2,1.321,0.296,10.5,1.437,100,8531,98.12,1.5
2025/11/28 19:00:00,0.352,6.8,1.273,0.337,8.1,1.324,0.296,10.4,1.441,100,8540,97.93,2.9
2025/11/28 20:00:00,0.352,6.8,1.273,0.337,8.1,1.324,0.296,10.4,1.447,100,8531,97.74,3.3
2025/11/28 21:00:00,0.352,6.9,1.275,0.337,8.1,1.324,0.296,10.4,1.461,100,8524,97.64,3.2
2025/11/28 22:00:00,0.352,6.9,1.272,0.337,8.1,1.33,0.296,10.3,1.445,100,8515,97.54,3.3
2025/11/28 23:00:00,0.352,6.9,1.272,0.337,8.1,1.331,0.296,10.3,1.448,100,8507,97.45,3.4
2025/11/29 00:00:00,0.352,6.9,1.269,0.337,8.1,1.328,0.296,10.3,1.468,100,8496,97.37,3.4
2025/11/29 01:00:00,0.352,7.0,1.266,0.337,8.1,1.331,0.296,10.3,1.455,100,8491,97.29,3.4
2025/11/29 02:00:00,0.352,7.0,1.269,0.337,8.1,1.328,0.296,10.2,1.455,100,8479,97.28,3.9
2025/11/29 03:00:00,0.351,7.0,1.27,0.337,8.1,1.328,0.296,10.2,1.455,100,8472,97.19,4.0
2025/11/29 04:00:00,0.351,7.0,1.267,0.337,8.1,1.328,0.296,10.2,1.469,100,8463,97.13,4.4
2025/11/29 05:00:00,0.351,7.0,1.264,0.337,8.1,1.328,0.296,10.2,1.466,100,8455,97.08,4.8
2025/11/29 06:00:00,0.351,7.1,1.264,0.337,8.1,1.328,0.296,10.1,1.459,100,8447,97.01,5.3
2025/11/29 07:00:00,0.351,7.1,1.258,0.337,8.1,1.329,0.296,10.1,1.463,100,8439,96.97,5.4
2025/11/29 08:00:00,0.351,7.2,1.255,0.337,8.1,1.329,0.296,10.1,1.477,100,8435,96.91,5.7
2025/11/29 09:00:00,0.351,7.3,1.257,0.337,8.1,1.329,0.295,10.1,1.467,100,8431,96.82,5.7
2025/11/29 10:00:00,0.351,7.3,1.263,0.337,8.1,1.328,0.295,10.1,1.464,100,8427,96.73,6.1
2025/11/29 11:00:00,0.351,7.4,1.265,0.337,8.1,1.328,0.295,10.1,1.464,100,8421,96.67,6.2
2025/11/29 12:00:00,0.351,7.5,1.268,0.337,8.2,1.325,0.295,10.0,1.474,100,8417,96.61,6.1
2025/11/29 13:00:00,0.352,7.5,1.266,0.337,8.2,1.321,0.295,10.0,1.464,100,8412,96.59,6.1
2025/11/29 14:00:00,0.384,7.6,1.302,0.341,8.2,1.31,0.295,10.0,1.474,100,8406,96.65,6.0
2025/11/29 15:00:00,0.392,7.6,1.392,0.365,8.2,1.34,0.296,10.0,1.474,100,8399,96.69,5.8
2025/11/29 16:00:00,0.388,7.6,1.389,0.371,8.2,1.434,0.296,10.0,1.473,100,8393,96.83,4.1
2025/11/29 17:00:00,0.383,7.6,1.378,0.369,8.2,1.443,0.296,10.0,1.489,100,8392,97.01,1.0
2025/11/29 18:00:00,0.379,7.6,1.366,0.367,8.3,1.441,0.3,9.9,1.549,100,8404,97.14,-0.3
2025/11/29 19:00:00,0.377,7.5,1.358,0.366,8.3,1.441,0.306,9.9,1.68,100,8406,97.25,-1.5
2025/11/29 20:00:00,0.374,7.4,1.346,0.364,8.3,1.427,0.31,9.9,1.811,100,8416,97.33,-1.4
2025/11/29 21:00:00,0.373,7.4,1.347,0.363,8.3,1.426,0.314,9.9,1.883,100,8410,97.47,-1.8
2025/11/29 22:00:00,0.371,7.3,1.339,0.362,8.2,1.427,0.317,9.9,1.9,100,8406,97.58,-2.0
2025/11/29 23:00:00,0.369,7.3,1.327,0.361,8.2,1.425,0.319,9.9,1.941,100,8400,97.7,-2.2
