z6-12533,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8
# Records: 3073,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
2025/11/18 23:00:00,0.227,14.1,0.94,0.258,13.1,0.257,0.247,13.6,0.615,100,8561,96.58,17.3
2025/11/19 00:00:00,0.227,14.3,0.935,0.258,13.2,0.257,0.247,13.6,0.615,100,8525,96.67,12.7
2025/11/19 01:00:00,0.227,14.2,0.939,0.258,13.3,0.256,0.247,13.6,0.615,100,8507,96.75,9.8
2025/11/19 02:00:00,0.226,14.0,0.938,0.258,13.4,0.257,0.247,13.6,0.615,100,8494,96.81,7.9
2025/11/19 03:00:00,0.227,13.8,0.939,0.258,13.5,0.259,0.247,13.6,0.615,100,8481,96.89,5.7
2025/11/19 04:00:00,0.227,13.5,0.938,0.258,13.5,0.26,0.247,13.6,0.615,100,8473,96.93,3.8
2025/11/19 05:00:00,0.227,13.2,0.939,0.258,13.5,0.258,0.247,13.6,0.613,100,8463,96.95,2.8
2025/11/19 06:00:00,0.227,12.9,0.936,0.257,13.5,0.259,0.247,13.6,0.613,100,8457,96.97,1.9
2025/11/19 07:00:00,0.227,12.6,0.941,0.257,13.4,0.26,0.247,13.7,0.613,100,8444,96.96,1.6
2025/11/19 08:00:00,0.227,12.2,0.932,0.257,13.3,0.258,0.247,13.7,0.613,100,8444,96.98,2.4
