z6-12533,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port7,Port7,Port8,Port8, 
# Records: 3073,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2025/11/18 23:00:00,40736,23789,6411,2196,24576,6308,1665,24296,6360,2033,2100,8561,9658,6730,UTC+00:00
2025/11/19 00:00:00,40737,23783,6430,2194,24576,6322,1665,24297,6360,2033,2100,8525,9667,6269,UTC+00:00
2025/11/19 01:00:00,40738,23775,6423,2195,24576,6334,1663,24297,6360,2033,2100,8507,9675,5981,UTC+00:00
2025/11/19 02:00:00,40739,23771,6400,2194,24576,6342,1665,24297,6360,2033,2100,8494,9681,5789,UTC+00:00
2025/11/19 03:00:00,40740,23772,6376,2194,24574,6350,1669,24297,6360,2033,2100,8481,9689,5571,UTC+00:00
2025/11/19 04:00:00,40741,23773,6349,2193,24573,6350,1670,24297,6360,2033,2100,8473,9693,5385,UTC+00:00
2025/11/19 05:00:00,40742,23774,6319,2193,24571,6350,1667,24297,6360,2032,2100,8463,9695,5275,UTC+00:00
2025/11/19 06:00:00,40743,23777,6288,2191,24568,6348,1668,24299,6364,2032,2100,8457,9697,5194,UTC+00:00
2025/11/19 07:00:00,40745,23779,6256,2193,24567,6340,1670,24299,6370,2032,2100,8444,9696,5165,UTC+00:00
2025/11/19 08:00:00,40746,23779,6224,2188,24564,6333,1666,24298,6370,2032,2100,8444,9698,5245,UTC+00:00
2025/11/19 09:00:00,40747,23779,6199,2187,24562,6323,1668,24299,6370,2031,2100,8440,9704,5373,UTC+00:00
2025/11/19 10:00:00,40748,23779,6183,2187,24559,6312,1670,24299,6370,2032,2100,8437,9704,5404,UTC+00:00
2025/11/19 11:00:00,40749,23778,6173,2186,24556,6301,1667,24299,6370,2032,2100,8433,9704,5403,UTC+00:00
2025/11/19 12:00:00,40750,23777,6165,2185,24554,6292,1672,24300,6370,2033,2100,8428,9705,5401,UTC+00:00
2025/11/19 13:00:00,40751,23778,6156,2184,24553,6281,1672,24300,6370,2033,2100,8423,9709,5408,UTC+00:00
2025/11/19 14:00:00,40752,23777,6150,2181,24552,6273,1672,24299,6365,2032,2100,8421,9713,5428,UTC+00:00
2025/11/19 15:00:00,40753,23775,6140,2179,24550,6265,1672,24300,6360,2033,2100,8426,9717,5494,UTC+00:00
2025/11/19 16:00:00,40754,23774,6134,2177,24547,6260,1672,24299,6360,2033,2100,8508,9721,5736,UTC+00:00
2025/11/19 17:00:00,40755,23770,6141,2174,24546,6250,1671,24299,6360,2033,2100,8594,9721,6231,UTC+00:00
2025/11/19 18:00:00,40756,23763,6158,2171,24546,6244,1671,24298,6360,2033,2100,8663,9714,6517,UTC+00:00
2025/11/19 19:00:00,40757,23755,6186,2174,24541,6240,1670,24298,6350,2033,2100,8691,9706,6833,UTC+00:00
2025/11/19 20:00:00,40758,23747,6227,2172,24540,6240,1671,24298,6350,2033,2100,8661,9699,7069,UTC+00:00
2025/11/19 21:00:00,40759,23743,6274,2169,24539,6244,1672,24297,6350,2033,2100,8662,9691,7111,UTC+00:00
2025/11/19 22:00:00,40760,23735,6321,2167,24539,6252,1671,24297,6345,2033,2100,8585,9688,6990,UTC+00:00
2025/11/19 23:00:00,40761,23728,6358,2163,24539,6263,1670,24298,6340,2033,2100,8546,9688,6608,UTC+00:00
2025/11/20 00:00:00,40762,23722,6370,2160,24540,6275,1671,24298,6340,2034,2100,8516,9686,6389,UTC+00:00
2025/11/20 01:00:00,40763,23716,6370,2155,24539,6287,1670,24298,6340,2033,2100,8498,9684,6298,UTC+00:00
2025/11/20 02:00:00,40764,23712,6360,2164,24540,6298,1672,24297,6340,2033,2100,8481,9677,6226,UTC+00:00
2025/11/20 03:00:00,40765,23710,6350,2166,24540,6303,1671,24297,6340,2033,2100,8469,9678,6176,UTC+00:00
2025/11/20 04:00:00,40766,23709,6340,2164,24539,6310,1672,24297,6340,2033,2100,8456,9676,6162,UTC+00:00
2025/11/20 05:00:00,40767,23708,6330,2161,24538,6310,1672,24298,6340,2034,2100,8441,9677,6123,UTC+00:00
2025/11/20 06:00:00,40768,23706,6320,2158,24537,6310,1672,24300,6340,2033,2100,8434,9672,6077,UTC+00:00
2025/11/20 07:00:00,40770,23707,6312,2158,24536,6310,1673,24298,6344,2034,2100,8412,9667,6096,UTC+00:00
2025/11/20 08:00:00,40771,23704,6301,2158,24535,6310,1672,24299,6350,2034,2100,8404,9666,6037,UTC+00:00
2025/11/20 09:00:00,40772,23705,6294,2158,24533,6310,1672,24298,6350,2034,2100,8396,9669,5860,UTC+00:00
